"","X","ranking","median","mean","sd"
"1","UBC",60,0.0206174342907059,0.0787622801457681,0.11929310045588
"2","PPIA",69,0.0217466402248636,0.0762741550305907,0.0896197400748106
"3","RPL19",94,0.0238083500055969,0.0676965173672838,0.101199104038354
"4","GAPDH",1257,0.0479022782142531,0.105710188210197,0.125923601844186
"5","HPRT1",7805,0.0987118371799152,0.135844649369415,0.117343173747314
"6","RNA18S",22869,0.620398228106937,0.640496921664814,0.626892887119962
