"","X","ranking","median","mean","sd"
"1","GAPDH",69,0.00882061767957211,0.00936762640553347,0.0050765804083742
"2","PPIA",417,0.011949752923142,0.0184403004018961,0.0171643644324537
"3","UBC",889,0.0137419916048523,0.0136091172880844,0.00841551009657613
"4","HPRT1",5182,0.0207707352832385,0.0575520449249603,0.0810622273861768
"5","RPL19",5447,0.021076720880081,0.0333759228432705,0.0368363401468795
"6","RNA18S5",5846,0.0215776924194878,0.0504430816006854,0.0701703539959991
