"","X","ranking","median","mean","sd"
"1","UBC",39,0.0183848766994879,0.0480967488347884,0.0633146207219473
"2","RPL19",368,0.0288461518871719,0.0561055365259789,0.0645492972084914
"3","PPIA",502,0.0310356402178273,0.13032916832031,0.205595466952487
"4","GAPDH",3188,0.0540226587379336,0.126295697955292,0.171187232997535
"5","RNA18S",9819,0.0896604436934163,0.219964919696507,0.239517395641957
"6","HPRT1",15211,0.120895829389047,0.169171480618166,0.18726263469778
