"","X","ranking","median","mean","sd"
"1","UBC",6,0.034569964468705,0.034569964468705,0.0403095355197552
"2","RPL19",75,0.047311205989136,0.047311205989136,0.0545512598128886
"3","GAPDH",3778,0.0948735903834793,0.0948735903834793,0.105152531676025
"4","HPRT1",4169,0.0975202515873713,0.0975202515873713,0.0951641331880625
"5","PPIA",5930,0.108337648179156,0.108337648179156,0.0967369320877697
