"","X","ranking","median","mean","sd"
"1","PPIA",41,0.0122973019438823,0.0220736513778049,0.0223975712355151
"2","GAPDH",161,0.0144606466877162,0.014750636916285,0.00922517019081791
"3","UBC",338,0.0158851627783187,0.0211872938305572,0.0203392225647337
"4","RPL19",6034,0.0261630905535862,0.0452918097457114,0.0516499911848931
"5","RNA18S5",14848,0.0365995563463005,0.0827568651490701,0.117280506035321
"6","HPRT1",15546,0.0378747036249534,0.0694728304097008,0.0806994376030581
