"","X","ranking","median","mean","sd"
"1","GAPDH",3136,0.0603962087410084,0.0911780198468841,0.108492799786489
"2","UBC",3525,0.0645576293788535,0.0748511718660354,0.0745984662306604
"3","PPIA",5394,0.0796466178943045,0.0928502671801713,0.088470396582236
"4","HPRT1",7480,0.0919448776636781,0.136151568412407,0.132893718984645
"5","RNA18S5",9065,0.0998701083520672,0.109536064088227,0.107034088468029
"6","RPL19",13393,0.12167606425401,0.130088028975216,0.129067967010474
