"","X","ranking","median","mean","sd"
"1","Ppia",29,0.0117032360809198,0.018458188754202,0.0171956342986149
"2","Ubc",2803,0.0271044250105266,0.048953533189571,0.0501590321755134
"3","Gapdh",2817,0.0271380708926796,0.0253977004311526,0.010074002392848
"4","Hprt",6232,0.0347723143472585,0.0617455212085126,0.0792610096214786
"5","Rpl19",9450,0.0407952383894307,0.0356005800008084,0.0178372602633548
