"","X","ranking","median","mean","sd"
"1","Rpl19",10523,0.104371748743701,0.145278710456269,0.11558872207473
"2","Ubc",10923,0.10775741706558,0.136708810729367,0.132393703823162
"3","Ppia",11951,0.117094318840588,0.110080040005554,0.0921195026753861
"4","Gapdh",14992,0.157329315050942,0.192428237301491,0.151905255745671
"5","Hprt",17121,0.222799447858484,0.347149094587155,0.411101386049965
