"","GSE73108","GSE72158","GSE65221","GSE58559","GSE42809","GSE119717","GSE115645"
"ABCC6P2",0.072470022213185,0.17087388802091,0.219341948593749,0.032145654225648,0.00457842169768225,0.0156134313457495,0.162833880018521
"ABCC8",0.0226605986044778,0.0549084683155349,0.114120972188555,0.0286010258960872,0.00342775734045851,0.0362449199450222,0.265258356085974
"ABCC9",0.0446873954104829,0.120567161114988,0.173171720147909,0.0185390580734693,0.00180629343959637,0.0264268874617276,0.155774130399163
"ABCD1",0.10476636299267,0.163027018142958,0.230022743187542,0.045357311948789,0.00642364520151932,0.0345304687626713,0.245932025607673
"ABCD2",0.0287268195774527,0.0634255384456425,0.174249474562052,0.0390585699272242,0.0020789558863622,NA,0.150173566903028
"ABCD3",0.036061878476857,0.106236599608353,0.116776483055266,0.0179676384845359,0.00714697036746268,0.025034308262961,0.226554095067814
"ABCD4",0.0182444750354643,0.0376224474010258,0.0637921438635372,0.0158684652651192,0.00167154941496234,NA,0.130189408547391
"ABCE1",0.0330915046775605,0.155721949421692,0.133949507815699,0.0308901962091577,0.0313859305281224,0.0148047270510957,0.249125436576491
"ABCF1",0.0216697139141778,0.122266196578686,0.132928421026063,0.0147387731329476,0.0480313176895807,0.0212783742614477,0.0889017964506659
"ABCF2",0.046814700864582,0.0878088008395266,0.130561181070444,0.0257524756545665,0.00824603493637129,0.0179289863133793,0.229739636229556
"ABCF3",0.0459534864596847,0.121155235298922,0.0981368609685057,0.0348273667194685,0.00719170742842197,0.0182056245507737,0.255861613419663
"ABCG1",0.0388459971512625,0.0447003235809293,0.0985704446555078,0.0160043028933547,0.00130877974305786,0.0347812962749269,0.103902575434554
"ABCG2",0.0201277141493596,0.0773230732723994,0.0827457101100255,0.0278045386058894,0.00374915805346571,NA,0.330206390538999
"ABCG4",0.0471475069416546,0.0467703284313767,0.112046665482493,0.0176236703033617,0.00206287105135344,NA,0.139274170548335
"ABCG5",0.0400813489172215,0.0531559757186265,0.0746602130842912,0.0242739164848794,0.00137104213915818,NA,0.290876582260507
"ABCG8",0.0366913524509022,0.0562429441093048,0.0980373540214326,0.0236778869738575,0.00329552501862482,NA,0.210781859805471
"ABHD1",0.0749507837827293,0.120880941425284,0.195303740784247,0.0296752884912908,0.00163023582544068,0.0267401857781969,0.220231904011191
"ABHD10",0.0165443455172226,0.154192013783177,0.134608476989984,0.0226296587657577,0.0057073244815135,0.0267674213898784,0.321731272929268
"ABHD11",0.0568132057535993,0.06886274325541,0.146411687442058,0.0256242745894986,0.00467685644251454,NA,0.198679711476059
"ABHD12",0.0365617548061341,0.156157738621372,0.175431887812018,0.0216790748521455,0.00606619248667222,0.0258092795161757,0.260953446428252
"ABHD12B",0.120534099019284,0.0450474190232504,0.0879381235797614,0.020935789704538,0.00113510984398556,NA,0.263947079945054
"ABHD13",0.0164863334723089,0.0426580186393095,0.0542930071603358,0.017452077266404,0.000923305545052978,NA,0.2183309713548
"ABHD14A",0.0163280636631127,0.148579318515112,0.133176174685774,0.018958119874494,0.0346623704454963,0.0309009913534927,0.254294168129228
"ABHD14B",0.0524869383020659,0.20771997737435,0.152233357994954,0.0244056253713464,0.0143469260673281,0.0361337428480707,0.259542186460843
"ABHD15",0.0325411796983737,0.197100396490763,0.215749108217284,0.0255175672632749,0.0155115413223382,0.041491792712962,0.198874136862698
"ABHD2",0.0382774992875583,0.0734926820963313,0.0908150598185503,0.0302665855880676,0.0220796097956089,0.0192698337481265,0.1794739102296
"ABHD3",0.0386691540572979,0.137671971458394,0.183088840999983,0.026737604137378,0.00748877259810629,0.0288972893544623,0.206087840153979
"ABHD4",0.0602116828664079,0.160671558795099,0.179432904316604,0.0310210634662649,0.0113425548906673,0.0257402489021337,0.309618129139258
"ABHD5",0.0990166775853699,0.34242105059363,0.372608960603131,0.0449608990970827,0.0139168857671951,0.0986825797737516,0.380904831309326
"ABHD6",0.0501970781376778,0.126271693560643,0.168619501952317,0.0216758045040664,0.0059535211758283,0.0282917124577957,0.177973950661257
"ABHD7",0.021810580967052,0.0818841498373341,0.158626731011794,0.0228474650814157,0.0198775875563394,0.018978603089191,0.196278424499844
"ABHD8",0.02483172184835,0.128257318374173,0.159804593596786,0.0250304860410565,0.0314430030356327,0.0237250188089928,0.251128420235175
"ABHD9",0.0309904464332908,0.0776601618431901,0.0909971836632455,0.0228590509946019,0.00306272143439373,NA,0.246563311907654
"ABI1",0.0290490257494548,0.0876396663526165,0.123064001330331,0.013307514173682,0.00538276810391499,0.0298415501260576,0.194430946548844
"ABI2",0.0517895207023637,0.0646363119819936,0.0883102573973531,0.0119229140992911,0.00338804805068852,0.02685935430807,0.106218717109693
"ABI3",0.0339651606707593,0.0988738743681265,0.159503674222645,0.0433985880554193,0.00396451743518391,0.0437767732904892,0.230464780911756
"ABI3BP",0.0803713972168155,0.341316764730177,0.367635453080577,0.040597949692682,0.164426879909448,0.0456312406544954,0.382139971798334
"ABL1",0.0497951075282964,0.0598428593557052,0.0944280073277768,0.0256721766053342,0.00281045165604535,0.0328511176066446,0.200745946061854
"ABL2",0.0722011300844923,0.03185902389606,0.128712502992436,0.0238897900643942,0.00512256505423617,NA,0.224334626235886
"ABLIM1",0.0164976143576349,0.206864481316347,0.21468271195848,0.0200585428609305,0.010396884994777,0.035374907311374,0.410694695493625
"ABLIM2",0.0772573979637017,0.110894299465528,0.201118327179375,0.04762227817799,0.00315828119540194,0.0361963974502056,0.235556656019952
"ABLIM3",0.0517447347259363,0.30702885496753,0.228988051291093,0.0340378842404426,0.0266949066056249,0.0448258931897175,0.335736810905324
"ABO",0.0166976433822365,0.0404274793509084,0.0690520899810309,0.0221521039453994,0.00143455428410107,NA,0.288887615642909
"ABP1",0.00693509318641929,0.0432933278418856,0.0798770761051537,0.0244106931209524,0.00192239920491301,NA,0.285447542785668
"ABR",0.0327385164297447,0.0357264728543642,0.086448030604331,0.0193886091627795,0.00477574704939857,0.0152373239239537,0.136510036850773
"ABRA",0.0138101139982152,0.0382994546640314,0.0729472334918441,0.0256157701757579,0.00150792780708859,NA,0.404114680924
"ABT1",0.0343604945305144,0.0927756517640029,0.136561695903366,0.0216089168597528,0.0080246523466253,0.0266231098868348,0.161605834423758
"ABTB1",0.0324246026163748,0.165534705379529,0.171386071010759,0.0221821993068159,0.0105646327484854,0.0279183680603053,0.213952002891348
"ABTB2",0.0474582251577316,0.0750491752431605,0.106877117689083,0.025117380024061,0.00625568988031574,NA,0.207464643145303
"ACAA1",0.0313088630914205,0.218845683940682,0.141084378662058,0.0202806433268557,0.00760880165328864,0.0322871853736109,0.192854664947507
"ACAA2",0.0332081954529989,0.126271485551838,0.171238010560499,0.0256732302052759,0.0239633736057682,0.0543198322088685,0.123321781035144
"ACACA",0.020774434378291,0.423601021572765,0.507974962128118,0.0467277564225536,0.029244644804559,0.0548408121165538,0.324842738494298
"ACACB",0.0239961223178501,0.356932753994971,0.258969703700133,0.0252362552153152,0.0146577534396684,0.0842637610307767,0.155219827318164
"ACAD10",0.0210761254421149,0.111488747802707,0.123145097108657,0.0258881308531956,0.0207460962648834,0.0163195831262614,0.159434643090336
"ACAD11",0.0250435776798211,0.284644390356089,0.251961335044553,0.0232155958603575,0.0166075618579812,0.0200001856847564,0.184360244570242
"ACAD8",0.011042499361045,0.0912533337862861,0.122000526471141,0.022878463076911,0.00343366381345554,0.0155292755517916,0.13671430016051
"ACAD9",0.0178622170050785,0.147733882060381,0.170772421687566,0.0324317996305395,0.0199770230710542,0.0242038959028062,0.11258226391623
"ACADL",0.0519877798093649,0.186770107902741,0.193038660194189,0.0279755667686685,0.00236820948730885,0.0619815352685376,0.242328821751236
"ACADM",0.0187277917451066,0.204677605362732,0.204161837416786,0.0352461315017338,0.0241740391188428,0.040921945280355,0.281570070855315
"ACADS",0.0688594703273296,0.219307432398977,0.196846691726799,0.0349497902846824,0.00407798242859058,0.047576786316412,0.26004590381585
"ACADSB",0.0586644353310789,0.0580796328991309,0.124116118539249,0.0210315841319531,0.00168042967236025,NA,0.142611318159395
"ACADVL",0.025072261168373,0.232641147934165,0.176558446689158,0.0252724766913388,0.0211316660759166,0.0335207408024987,0.184703410753524
"ACAN",0.0074955206900154,0.0515056216345628,0.0840497171787602,0.023652497626032,0.00241752448373187,NA,0.529438566360404
"ACAP1",0.0553528389128162,0.120346148793189,0.21468797297179,0.0411765103478215,0.00197725237698807,0.100111693239134,0.208195136474534
"ACAP2",0.0344956576347446,0.170513171359431,0.127438009460623,0.0222671530651361,0.0103377225064199,0.0463636658579388,0.36069566418317
"ACAP3",0.0641815454214182,0.0528645522549504,0.159573189035391,0.0317914472134222,0.00408214520754864,NA,0.317478214007163
"ACAT1",0.0186851639198801,0.172778224083106,0.20034229206043,0.024757469645554,0.0385916879498568,0.0542595182288764,0.156931512883281
"ACAT2",0.027268945368784,0.129732774492738,0.181413115358324,0.018312246628975,0.034589883381127,0.0283529500796449,0.166798699449425
"ACBD3",0.0207932452256672,0.146358480774973,0.140679895970924,0.015413150436976,0.00607932279432572,0.0219694884115784,0.315736722838759
"ACBD4",0.0572485214873047,0.104534854455873,0.144882866634143,0.0270796823117662,0.00354423028889425,0.0176863994381466,0.162038004440381
"ACBD5",0.0139880533843836,0.0627486635794641,0.0617738964092991,0.0172656559863793,0.0020942553232918,NA,0.260132099520382
"ACBD6",0.0320273046922232,0.121265503158348,0.112047403112457,0.0291659253346816,0.00927271140409312,0.0209149654313926,0.179541483300436
"ACBD7",0.0134944033675272,0.0470164110459742,0.0534112320662357,0.0154751542045301,0.0081547712297622,NA,0.292655012486122
"ACCN1",0.0375216622170453,0.0405429111033182,0.0511523308581945,0.0202464164796275,0.00237386111607412,NA,0.219910269266172
"ACCN2",0.0725770442039598,0.0743085728428553,0.118354308519345,0.0201174499014068,0.00573719203372943,0.0230430897215841,0.227831196900348
"ACCN3",0.0220978856626224,0.0341251137399963,0.0683837569288244,0.017622053430695,0.00147500099800059,NA,0.189829198588956
"ACCN4",0.0175047959157997,0.0312248323964332,0.0432024752819778,0.020398963107064,0.00143138916975222,NA,0.0834577611373297
"ACCN5",0.0210664610488907,0.0528077670004255,0.0844815978247857,0.0301927308385252,0.00190641873479517,NA,0.24109205562598
"ACCS",0.0285213529159175,0.21162466482335,0.229113461175791,0.0410757959853759,0.0278245561788911,0.034886123502576,0.380035140660985
"ACCSL",0.0108988290683118,0.0373756886175543,0.0510641175280246,0.0167447322821855,0.00165098585469315,NA,0.25403344907611
"ACD",0.0460583642792494,0.0980003451545016,0.167774208297194,0.0195251042502498,0.00868754621144515,0.022706217784592,0.144473829500425
"ACE",0.0171247772246675,0.0391747637257963,0.0623350713538018,0.0188588546008175,0.00334209423527252,NA,0.213473549510317
"ACE2",0.0790051665467987,0.0500767953194706,0.121166023676775,0.0217702009664039,0.00229354020974875,0.0219189551294973,0.252393888050537
"ACER1",0.0170558402703627,0.0309166532583289,0.0639355423343429,0.0173036012859004,0.0015652402188481,NA,0.13726898421247
"ACER2",0.0279076820209933,0.0600793802273503,0.101693053484702,0.014174964759442,0.00267459991210969,0.033294508200999,0.157526714371202
"ACER3",0.0675915197261969,0.236643854003839,0.228660327258363,0.0394189002885587,0.00886508300554132,0.0416667665425223,0.462188972563282
"ACHE",0.0202219364286568,0.0427439639909896,0.0728592623615287,0.0175157964443759,0.00139926083290015,NA,0.149386511155614
"ACIN1",0.0334432417541627,0.115176553525472,0.141297240690916,0.0229953318913403,0.0300946365817096,0.0385875237992674,0.21865045466291
"ACLY",0.0206784823588465,0.403891036506291,0.616573075227051,0.0448214972568264,0.0128421431509461,0.01890652997905,0.73867621951806
"ACMSD",0.0183796913072545,0.0578567709203303,0.0779911534596255,0.0284178764821985,0.0018849400312995,NA,0.326525933622593
"ACN9",0.0168671392640006,0.18533025129154,0.140195020203857,0.0190938030234532,0.0115963090508481,0.0297339465267858,0.244007990730499
"ACO1",0.0316072628736844,0.110767903498833,0.135473957967689,0.0205440336372248,0.0435708734974264,0.0608724604193532,0.220319139579801
"ACO2",0.048886502289688,0.198635904066152,0.269777400128427,0.0317305610455322,0.0105033907782506,0.0402101046452918,0.210682191490502
"ACOT1",0.027161945152495,0.257716089461203,0.283040405973992,0.0244421125846868,0.0129929729526753,0.07608718798169,0.470642903963277
"ACOT11",0.073456818639051,0.0565669777985451,0.0766240376128327,0.022389834197401,0.00884834909775686,NA,0.162083946860829
"ACOT12",0.0186459060743724,0.043869303213071,0.0731629321147479,0.021513921646383,0.00264544416838935,NA,0.182513254186164
"ACOT2",0.0796700177241533,0.263981115667096,0.332331598633168,0.0422661118738882,0.014088537138491,0.0734172170721553,0.523656768721061
"ACOT4",0.072173909726655,0.144621505145329,0.187993020662142,0.0234137171362257,0.0114340745089768,0.0624207875563041,0.175918743467915
"ACOT6",0.0277313638535996,0.0399955014299025,0.087336165393452,0.0245946476572825,0.00341246317025035,NA,0.274390950834499
"ACOT7",0.0242292226319919,0.0403393074582848,0.0532140785669602,0.0261136046455723,0.00117816577945663,0.0270845565461786,0.155968797797192
"ACOT8",0.0487248842551165,0.0793303867914945,0.133259547748672,0.0230270462881508,0.00358157927000392,0.0162268932037937,0.183358359263854
"ACOT9",0.0186742145083054,0.116158195078183,0.142920512969319,0.0129809291404515,0.0198899418460567,0.0126679716232892,0.105325562428587
"ACOX1",0.0191051628770579,0.0539629348078552,0.127004996613644,0.0294660774564535,0.00124435543623449,0.0478133704105697,0.223915801891747
"ACOX2",0.015928490594795,0.215337892443651,0.186278632096833,0.0225727219155263,0.070858559476047,0.038831461246146,0.125642810638378
"ACOX3",0.0432021420209771,0.167600923349088,0.155625002587378,0.0202184605772542,0.0139908643826123,0.0221611667993749,0.19792039554885
"ACOXL",0.0178876244679415,0.0435279505614347,0.0583180564149665,0.0297339370733842,0.00188554656121777,NA,0.213380900957825
"ACP1",0.0246297673396389,0.221628519376449,0.123442881185421,0.0189675043595474,0.0326019904700862,0.0531592319221587,0.340058092734265
"ACP2",0.0465526336423872,0.20723440885109,0.225085986027063,0.0268495306073011,0.0221989252070493,0.0395361658059484,0.245654512483956
"ACP5",0.0599368197534045,0.742766410934398,0.582372559644188,0.0705575602628907,0.00303872329463184,0.0916974297241341,0.490965740844242
"ACP6",0.0505628109282008,0.144870619351995,0.223901880449438,0.0373343239668777,0.107519840204123,0.02638447277381,0.326023193716182
"ACPL2",0.0481761719698997,0.0910517135817586,0.142039421582867,0.0232709935008397,0.00762445553525717,0.0252505796815406,0.216502946970562
"ACPP",0.104123421857258,0.0678181554596586,0.101212725159462,0.0204726562686665,0.00324570502054883,NA,0.150818525973271
"ACPT",0.0336590567231972,0.0521347249364238,0.0900513509727429,0.024544315026566,0.00272705474156893,NA,0.149148293936754
"ACR",0.0194703456759943,0.0413461505900268,0.0762758050219012,0.0242163172950356,0.00181691248323533,NA,0.200223660063584
"ACRBP",0.0841532951118858,0.0585584926746821,0.105419943860421,0.0220546133546884,0.00330528080568493,NA,0.165744579903058
"ACRC",0.0782761269847981,0.0695891982395902,0.135036247425755,0.0325023450533535,0.00270997825847795,0.0140312041647875,0.224776060821671
"ACRV1",0.00950911582211834,0.0375892548110278,0.0722766892254407,0.0176411750757364,0.00125129772670524,NA,0.261754984917686
"ACSBG1",0.0292901665246817,0.0603091343712042,0.0882436765592813,0.0222630801870024,0.00332703462027773,NA,0.300307096746708
"ACSBG2",0.0290293120785381,0.0320776621515357,0.0707036005742028,0.0300118620549213,0.00265804828517545,NA,0.198247949713131
"ACSF2",0.0476517268054057,0.251763058467637,0.293844177998103,0.0447086647586637,0.0109075723610378,0.041097135042351,0.285172694263216
"ACSF3",0.00718661822057429,0.0519849142763222,0.074511499605211,0.0238616179528881,0.0034124399999899,NA,0.296972464614587
"ACSL1",0.0161023117335858,0.290003507860691,0.284880538449789,0.029935796632701,0.00505461024036506,0.0990851534860751,0.361753976442787
"ACSL3",0.0315669520498428,0.14339717127833,0.175166774435301,0.0249756279130852,0.0227895102871663,0.0253906014248044,0.175300812065611
"ACSL4",0.0235878224419282,0.0441735304055594,0.0762074211245954,0.0227948586048218,0.00375190899455469,0.0388292831068002,0.0994408052278912
"ACSL5",0.0410983046866597,0.0519547420074193,0.084277624871073,0.0238631414925705,0.00623297176079654,0.0235430257450522,0.118414520460734
"ACSL6",0.0121184136794101,0.0406929918547506,0.0431397482709484,0.0187064232142335,0.000580756536877095,NA,0.169486927239148
"ACSM1",0.0128483326454105,0.0394094941857139,0.0804475597576515,0.0249659257246459,0.00340306859019375,NA,0.281270182196147
"ACSM2A",0.0247787813069928,0.049731263393998,0.0817439491941168,0.0257193834941969,0.00129530529680559,NA,0.184857645211454
"ACSM2B",0.0116618435451079,0.0402804458923293,0.0550332560982221,0.0248147387072725,0.00306052392375,NA,0.147045556788414
"ACSM3",0.0533646160341927,0.051600313255707,0.0682127327985549,0.0206602610810376,0.00283152077445187,NA,0.228857875697714
"ACSM4",0.0164339289266338,0.0542314815817291,0.0782531060642361,0.0265414733838628,0.0018888767351453,NA,0.172601500597609
"ACSM5",0.117295905579809,0.234801770457386,0.246084798929673,0.0483801480008894,0.00123946970274,0.0752236185833699,0.148688715283887
"ACSS1",0.0495783508488259,0.152011721108593,0.147758404826143,0.0228498471143357,0.0127669577362042,0.0461988262357713,0.403593086898298
"ACSS2",0.0872679476517094,0.21142666249017,0.314708989015895,0.0417589939313939,0.0033393745583576,0.0764042067850181,0.364861970025758
"ACSS3",0.0756598137484312,0.133139643284583,0.280919803256144,0.0536521808251534,0.0034928072676613,0.0287957317528553,0.19243724944432
"ACTA1",0.0469539121081161,0.0397463587659008,0.290884053816194,0.203392264519772,0.00317598354220874,NA,3.22163578314151
"ACTA2",0.0531666279897657,0.436207548602646,0.471436248143094,0.0372718147193092,0.260836623333053,0.0482058131868046,0.377909564836448
"ACTB",0.0130724240120101,0.243974628889605,0.180541690235725,0.0226334176467036,0.0222916906005406,0.0240325166387296,0.236801390695852
"ACTBL2",0.0117018646001272,0.0496149940401107,0.0750289994692658,0.0230012595891226,0.00285706645808585,NA,0.235505335955142
"ACTC1",0.0303711271026636,0.0361106069345604,0.118513902167846,0.0238108616508214,0.00146307186459707,0.058734392914422,0.116262872271817
"ACTG1",0.0264535150427401,0.145497195255298,0.111711866235539,0.0161662425381885,0.0236798618817878,0.0583732052975135,0.192392128974317
"ACTG2",0.20705064303184,0.27831635127044,1.78484027946651,0.0923036435053493,0.26767338937353,0.134174096845726,0.710222050731845
"ACTL6A",0.0202892439599766,0.12566963892294,0.113425426720666,0.0140836965598803,0.0263121301930928,0.0350727723466037,0.1803501995963
"ACTL6B",0.0111803597216457,0.0524980022485762,0.093444415857427,0.0291574945731336,0.00145885981606487,NA,0.322200773428003
"ACTL7A",0.00829411685140815,0.0335138512472012,0.0569814056929382,0.024440049215804,0.00199145861932967,NA,0.455002139249726
"ACTL7B",0.0206948835281764,0.0669863600401703,0.0888829721639329,0.0258682008448345,0.00358079343672977,NA,0.239894841754832
