"","X","ranking","median","mean","sd"
"1","UBC",5,0.00984521052999635,0.044423413888649,0.0530021542276692
"2","PPIA",71,0.01699902358473,0.0648593081859721,0.0798171957096996
"3","RPL19",855,0.022893022780088,0.0785768500191783,0.0978696886739455
"4","GAPDH",2843,0.0276937457076376,0.0665177111902632,0.0821221345501015
"5","RNA18S5",7780,0.0358967380360353,0.0721099809440597,0.0835457083594551
"6","HPRT1",13153,0.0462931364881524,0.107011286939823,0.107672563027217
