"","X","ranking","median","mean","sd"
"1","UBC",77,0.022170843190722,0.0769975629918004,0.109719545425416
"2","RPL19",81,0.0223972305748827,0.0711808152534135,0.098025295391162
"3","PPIA",106,0.0234185185853088,0.0673685408421204,0.0789841491992841
"4","GAPDH",1187,0.0369013987832897,0.109152422881544,0.134752592362468
"5","HPRT1",9411,0.0718600125617922,0.136369668437888,0.132150884843481
