"","X","ranking","median","mean","sd"
"1","UBC",19,0.0541905967724152,0.0541905967724152,0.0633895427241173
"2","RPL19",49,0.0632232466779699,0.0632232466779699,0.0728200335359615
"3","HPRT1",2785,0.122455476011437,0.122455476011437,0.115218625190521
"4","GAPDH",4061,0.136076472536705,0.136076472536705,0.151603327464762
"5","PPIA",6212,0.155250869549216,0.155250869549216,0.139192124204418
