"","X","ranking","median","mean","sd"
"1","Ppia",606,0.00997595652671293,0.0235181594421432,0.0381432031842722
"2","Rpl19",21642,0.0217170535942974,0.0582453873625269,0.0964077313559762
"3","Gapdh",24457,0.0253594561553885,0.0515907084491351,0.0761438251250897
"4","Rn18s",24553,0.0254812274729371,0.0539858180007096,0.0584038102654375
"5","Hprt",28941,0.0397897877473341,0.119293327574201,0.211170783868151
