"","X","ranking","median","mean","sd"
"1","Ppia",25,0.00838913855810192,0.0114416124016768,0.00826600425365498
"2","Gapdh",969,0.0157356410751867,0.0161872120518224,0.00688644433388937
"3","Rpl19",3182,0.0207948632610961,0.020782493427905,0.0102797353482128
"4","Ubc",3377,0.0211313825713568,0.0305974686645204,0.0217462184023553
"5","Hprt",8069,0.0282461724387417,0.0362691356561301,0.0351591286000185
