"","X","ranking","median","mean","sd"
"1","Rn18s",37,0.00715599369427401,0.0747433339537617,0.150232928157853
"2","Ppia",90,0.0081916317675414,0.0268184390401567,0.043252279782092
"3","Rpl19",131,0.0088265248264314,0.0344502249907727,0.0576132314263165
"4","Ubc",631,0.0114535083340771,0.0589280514899563,0.109109988315085
"5","Gapdh",1063,0.0126570980103796,0.0843680700718726,0.162621922073111
"6","Hprt",3170,0.0162101223550711,0.0492964613259057,0.0661588443541962
