"","X","ranking","median","mean","sd"
"1","UBC",3760,0.0808061363654828,0.104179100414729,0.108570090573593
"2","HPRT1",4698,0.0888524650768779,0.152789120773023,0.153673525760131
"3","PPIA",5708,0.0950645603173784,0.111719480459791,0.111899858767645
"4","GAPDH",6269,0.0983668953425954,0.112498184271018,0.111027804788974
"5","RPL19",10365,0.118982198359609,0.131045831684267,0.128147469120845
"6","RNA18S5",13294,0.132279083189647,0.123734841359237,0.106637016168646
