"","X","ranking","median","mean","sd"
"1","RPL19",15,0.0315214631051536,0.0785622329075029,0.0775053043785566
"2","PPIA",137,0.0502386308598544,0.0984761092415376,0.110742709494496
"3","UBC",615,0.0645575796572431,0.0950005956593415,0.106295065477303
"4","GAPDH",1877,0.0822381529624151,0.123344789201812,0.1318203077795
"5","HPRT1",7730,0.123432764483778,0.203887742220374,0.246011255250871
"6","RNA18S",22756,0.417553599081174,0.558072133693391,0.604191814090063
