"","SYMBOL_ID","RANKING","MEDIAN_VALUE","nGSEs"
"38721","LOC384131",8940,0.0203426677231568,7
"33631","D130004H04Rik",8941,0.0203428215975733,7
"33713","D130084M03Rik",8942,0.0203446076054405,7
"37008","LOC236371",8943,0.0203476743674005,7
"27092","Peli3",8944,0.0203482195435494,19
"38764","LOC384276",8945,0.0203485268159339,7
"36068","LOC100045188",8946,0.0203500571533457,7
"32147","Adprt2",8947,0.0203508543420818,7
"44318","Rnh2",8948,0.0203513205900545,7
"35486","Igf2as",8949,0.020353117746391,12
"38060","LOC381851",8950,0.020353919545563,7
"32141","Acvrinp1",8951,0.0203616348115791,15
"22939","Gm13531",8952,0.0203650062524761,6
"39289","LOC386054",8953,0.0203678164603908,7
"35200","Ga17",8954,0.020370364464611,14
"21729","A830031A19Rik",8955,0.0203748141989118,13
"36611","LOC210245",8956,0.0203752099919625,7
"29623","4921509E07Rik",8957,0.0203755426099667,15
"24373","Gm5471",8958,0.0203755452977556,6
"23701","Gm24236",8959,0.0203785151861829,6
"33181","C230096B03Rik",8960,0.0203800066141682,7
"31939","A830026B15Rik",8961,0.0203815199167276,7
"34945","EG667063",8962,0.020385269129696,7
"36108","LOC100045457",8963,0.0203908873823713,7
"33733","D16H22S680E",8964,0.0203920505466806,21
"21691","A330017A19Rik",8965,0.0203922100411524,13
"36554","LOC195286",8966,0.020395025422979,7
"29816","4930511H01Rik",8967,0.0203965481529721,7
"35784","LOC100040525",8968,0.0204010990053415,7
"37920","LOC381445",8969,0.0204021712894055,7
"31217","9930115F03Rik",8970,0.0204032775872951,7
"28117","1110003P22Rik",8971,0.0204071808020464,8
"22775","Gm12000",8972,0.0204105213741375,6
"30374","5930400G23Rik",8973,0.0204117360311331,7
"46325","Gm9736",8974,0.0204139188039642,5
"34528","E530018B05Rik",8975,0.0204139866974703,7
"45761","Gm19913",8976,0.0204172033588053,5
"34786","EG546896",8977,0.0204191895025862,14
"29425","4121402D02Rik",8978,0.0204197749539098,16
"36559","LOC195531",8979,0.0204230060560792,15
"27513","Sprtn",8980,0.0204233224399517,6
