"","X","ranking","median","mean","sd"
"1","UBC",3359,0.0944593396551277,0.0952649657279076,0.0887707761789445
"2","GAPDH",3864,0.101719549286352,0.144670168639686,0.17056611063318
"3","PPIA",6567,0.130551930502947,0.148353194462466,0.14205485395649
"4","RPL19",7436,0.137687609003851,0.170909778556747,0.173927897125312
"5","HPRT1",8021,0.141856384871808,0.198973563071488,0.189523595632005
"6","RNA18S5",9073,0.149923750255101,0.168333942688526,0.162161532263636
