"","X","ranking","median","mean","sd"
"1","UBC",51,0.0302168510470571,0.11709632799925,0.171130050450813
"2","RPL19",72,0.0331872160063685,0.0974732077671728,0.142100623997278
"3","PPIA",79,0.0337688085847472,0.107237999036834,0.140607478182401
"4","GAPDH",1101,0.0688007407388543,0.158282192671474,0.192604933184656
"5","HPRT1",8404,0.15327419494695,0.209619336860762,0.175088018660875
