"","GSE25401","GSE25910","GSE33070","GSE73655","GSE41223","GSE54280"
"ABCG4",0.241821812764986,0.189171007850266,0.0192321467972266,0.0141862791902736,0.325533616135055,0.0293242068390231
"ABCG5",0.22942241981441,0.196757448333305,0.021200185060119,0.015179304407154,0.255185943559592,0.0145660902219849
"ABCG8",0.239238630820022,0.273446467114922,0.0222029836229726,0.0220842854044562,0.656908192738137,0.0211510323647289
"ABHD1",0.310406810064872,0.495858382387451,0.0350430221067254,0.0168583198855539,0.143032290651077,0.019055341083805
"ABHD10",0.263513704004996,0.457074845600056,0.0288586409749553,0.0304259997040246,0.219323763966917,0.0274341850520972
"ABHD11",0.265282360183255,0.303737261470186,0.0298396384649942,0.0134755037984679,0.21648773083702,0.0168451969229373
"ABHD12",0.260271327036629,0.438250145534805,0.0197015453975747,0.0101061094317673,0.141029609679212,0.0259246404459658
"ABHD12B",0.302859476418508,0.698196731655388,0.0285413147835558,0.0375091112147673,0.306617986783955,0.0113908269911922
"ABHD13",0.245713205207436,0.282957798184997,0.0244976363962159,0.0115276712785441,0.135925538546207,0.0143313615831116
"ABHD14A",0.230649597194639,0.423379715135903,0.0506057998892731,0.0123728449445753,0.150990666950948,0.0153787455200005
"ABHD14B",0.567757625133315,0.352063650421077,0.0285860881879,0.0210610374602284,0.356947658692699,0.00840313131185164
"ABHD15",0.208204442248343,0.561566715978799,0.0454275152958421,0.0245401801347498,0.469056269874135,0.0402670439659004
"ABHD16A",0.263435675622602,0.275063675754267,0.0359346844915248,0.0186210296142654,0.150446983261142,0.0120563354604042
"ABHD16B",0.30004512902284,0.196457850369521,0.0351508984420099,0.0173146132414686,0.5741203052544,0.0200074596410037
"ABHD17A",0.25907331732262,0.320052837279329,0.0457006690678433,0.0166863690018685,0.160101630911163,0.00821190196097674
"ABHD17AP4",0.233075354893762,0.212322350294149,0.0392769276120018,0.0117407798872039,0.271383448887262,0.014070642710095
"ABHD17B",0.237678820344562,0.282127081145551,0.0225120192936289,0.0179032341357877,0.16068021524101,0.0168335845369346
"ABHD17C",0.209601470690911,0.203932774653426,0.0267122861939061,0.00691278503162872,0.178122301134337,0.0201920329405011
"ABHD2",0.296260814132067,0.347223429729516,0.027065903644406,0.0189761589958187,0.162834618177109,0.0105196508925727
"ABHD3",0.196156397975719,0.416922454221447,0.0346661900502623,0.0326915616885911,0.135671304574387,0.0440400302201602
"ABHD4",0.281509860343001,0.403617846115487,0.0503691855952162,0.0186118843930361,0.163805392342589,0.0258159158515675
"ABHD5",0.323094368009794,0.416229850351133,0.0751485447754312,0.0539346074081079,0.537446564209008,0.0207896957119505
"ABHD6",0.30414847548208,0.416056607917364,0.0313980843752069,0.0251040649258534,0.250079242606178,0.0271716611649563
"ABHD8",0.261333744926936,0.309193626386422,0.0204191993813904,0.0135256256458574,0.142949596398957,0.031466510391157
"ABI1",0.251256022184097,0.283890318122358,0.0258009929854951,0.00736822407159226,0.16899401638764,0.0110915249972721
"ABI2",0.264045880795995,0.293067930104629,0.025612935297682,0.0115622138746667,0.128423214365323,0.0173455357503526
"ABI3",0.284008493278422,0.191734686991894,0.0283679470493095,0.0217274915654564,0.256637373889188,0.016086825887073
"ABI3BP",0.379328710072412,0.613120606154778,0.0698516007921989,0.0339895449846207,0.569271011739258,0.0638206128120626
"ABL1",0.276158177137109,0.417298293026447,0.0230163304337553,0.0136754060854078,0.171830950369671,0.0218337811009912
"ABL2",0.479138973317601,0.36198938050168,0.0285691783943178,0.0206858812322622,0.331522155055102,0.0211363140455254
"ABLIM1",0.285326613042538,0.401841437228364,0.0307417686306057,0.0158325539672057,0.160187243837472,0.157119921570648
"ABLIM2",0.284749380033296,0.278929177762089,0.0230743418646847,0.0217469416390892,0.282359762822329,0.024963643581521
"ABLIM3",0.317377644743859,0.418840595630423,0.045054537373622,0.0216988533974705,0.662233150763523,0.0380169158124525
"ABO",0.338856794548602,0.241797945361547,0.0328455911710453,0.0088671144496591,0.332347707610699,0.0277540603598
"ABR",0.291243603717932,0.344456555352063,0.0508242572126358,0.0315529570225041,0.17202921596735,0.0148450149482902
"ABRA",0.261340838771029,0.275170909327912,0.0348562306636656,0.0198379037604923,0.350082278014774,0.0199573189927595
"ABRACL",0.472497410866947,0.536974788396623,0.0455978981243507,0.0470914301058895,0.244827491593499,0.0544526917292525
"ABT1",0.256696388570988,0.322989068534915,0.0313994185496429,0.013345790666934,0.227725026984233,0.00551102294500195
"ABTB1",0.264680008151163,0.257010799129125,0.0378413496366862,0.0188261334905347,0.151238161778138,0.0136726433144815
"ABTB2",0.361762641652103,0.358097301066565,0.0280690169956463,0.0231182101581528,0.293218656315301,0.0207785457628598
"ACAA1",0.275595497110176,0.509325510074036,0.0270335484510787,0.024928376254515,0.342468128330626,0.0121835958274035
"ACAA2",0.244405437259975,0.532948614308637,0.0494646255740563,0.0273389564574087,0.45686506751763,0.007627321232736
"ACACA",0.294838459548371,0.447074103699707,0.0717041065322902,0.0664880557863594,0.197506708760188,0.0251583800868087
"ACACB",0.336243771569254,0.672806089370341,0.0539912842028643,0.0278233382691759,0.63190696456913,0.0323309748384632
"ACAD10",0.226141673343114,0.436901844247549,0.0221832816956202,0.0351636780588972,0.265136664541815,0.0171230059536166
"ACAD8",0.249510414949733,0.641064775754945,0.0290550784817466,0.0218476422929084,0.514392499433069,0.014239328322945
"ACAD9",0.25661993891077,0.470700974529317,0.0243678127651186,0.0248223019387624,0.241515887524742,0.0103524749209417
"ACADL",0.292046544959603,0.890175779835197,0.0680458248093089,0.0482000357962103,0.433337976701892,0.0848204553029486
"ACADM",0.257704296513385,0.61767679504594,0.0450930258814488,0.0360103161971812,0.428878143320909,0.0131336479627017
"ACADS",0.22822886983722,0.624052179204538,0.0553031713148524,0.0243218970948774,0.386820869943756,0.010486923461079
"ACADSB",0.227674917938863,0.569231716848724,0.0455745613848261,0.0325779773864941,0.37412262621694,0.036940933345032
"ACADVL",0.252707658050227,0.460151274823843,0.0376501487456503,0.0193390540763792,0.431802972712156,0.0266250959743141
"ACAN",0.226380586828499,0.213043677972143,0.0313328888288076,0.0205309196798469,0.414669016621109,0.111850985126719
"ACAP2",0.247655270941953,0.302698366234066,0.0214107810416049,0.0222712552075789,0.166719933843387,0.0128357545894176
"ACAP3",0.315772530488117,0.294468744336539,0.0337172838453664,0.0160723125126181,0.139010544613101,0.0181151625234029
"ACAT1",0.262029554996565,0.49540528779117,0.051873242134287,0.0356765622905578,0.196108358633799,0.0316910450705753
"ACAT2",0.326851173858615,0.663101537740066,0.0373642249322097,0.0337249425969327,0.323620578301106,0.0605078701180786
"ACBD3",0.214270146776833,0.280476160911245,0.0210200901559671,0.0144025125539558,0.232171926006734,0.0134332102629971
"ACBD4",0.316087785446856,0.301699595945791,0.0251883319921462,0.0171412454786188,0.187182741797677,0.0326181953585039
"ACBD5",0.242020706310352,0.411826752858377,0.0369787363197695,0.0410959569319551,0.216710803188462,0.0124159937162263
"ACBD6",0.289181435364504,0.312380451574735,0.0313718806220056,0.0235987838577019,0.221654464207684,0.0234389595197232
"ACBD7",0.60851083758921,0.361424346455933,0.0259452074802719,0.0490760252460017,0.494144111210933,0.0194573109151244
"ACCS",0.278812060784192,0.266566084667718,0.0191223943880507,0.0159352252807063,0.181907792121783,0.0154498661134354
"ACCSL",0.348926716913186,0.27188578834545,0.0241929623092432,0.0284769309697461,0.815894184740236,0.0191565206695319
"ACD",0.275624862356937,0.279035434354165,0.0322148933808345,0.0123663190932498,0.311126603758928,0.0120655701068861
"ACE",0.253951924710837,0.243619971757911,0.0225106362727652,0.0204532749185622,0.178841962405384,0.0252464825640268
"ACE2",0.463824265364009,0.232954761038894,0.0466310982955311,0.0718016319135572,0.541335740954389,0.0251126232887797
"ACER1",0.287414063039295,0.259191021969329,0.0206596007434509,0.0154622818208021,0.442277658739545,0.0164383570193951
"ACER2",0.302931134673556,0.682370885902996,0.0555707034358821,0.036774484926098,0.460352124733113,0.0220134302350273
"ACER3",0.239462984947104,0.697227039759498,0.0533492448518514,0.0401335962162159,0.58779887484029,0.0288048944029598
"ACHE",0.307938610152152,1.31078403865719,0.0296862095198547,0.0538132173478119,0.365730546009523,0.0291280257937304
"ACIN1",0.277606855109101,0.308485220863016,0.0280180615415224,0.0151231927097528,0.126614319489088,0.0119136229071276
"ACKR1",0.296032607914765,0.927206309370103,0.0477205989448824,0.0339934384673433,0.241382689122462,0.00911923692426846
"ACKR2",0.317648718310103,0.211475772860917,0.0322585088569393,0.0268193921485211,0.361899963237111,0.0402135803937144
"ACKR3",0.282632387512639,0.417817604185733,0.0521327219685196,0.0298350489927885,0.263240181980014,0.120865921563016
"ACKR4",0.374415307755204,0.512285933115468,0.0745521688829978,0.0583545228409691,0.338008940931153,0.106384521709051
"ACLY",0.446551734388194,0.754923033957208,0.093249005876026,0.0866916486827101,0.322675020661107,0.00736844175653648
"ACMSD",0.376059963862866,0.260074673805535,0.0176465961408887,0.0366514328215736,0.668472435338999,0.00914623655913607
"ACN9",0.257753003357011,0.380060759052209,0.0361791587220887,0.0276466532625942,0.207980261066832,0.0240768713981662
"ACO1",0.181750641622648,0.292953576534138,0.0431138618012903,0.0207056531572661,0.218326153942584,0.0149515909110613
"ACO2",0.230034984807428,0.490112784259686,0.0450830453210071,0.0344849598405143,0.282490875035437,0.00766136625948417
"ACOT1",0.274418193548934,0.637065236449593,0.0461579448862976,0.0335599391545723,0.364048603800188,0.0276577488164229
"ACOT11",0.30829668175307,0.242261960091416,0.0279636504415968,0.021903792461923,0.378936435997618,0.0236089857968854
"ACOT12",0.237766046142909,0.187359837836477,0.0198636773307071,0.029879827729819,0.265668217781685,0.024206257194262
"ACOT13",0.291450218619038,0.474547014484998,0.0485438513789222,0.0326859173376345,0.179458502273737,0.0241305574404469
"ACOT2",0.27410916314722,0.612480802803667,0.0613915082328367,0.0281865283790955,0.457862308744602,0.0359259400201052
"ACOT4",0.292938813715856,0.681786582937869,0.0686059350782586,0.0398571402810321,0.273749990424207,0.0136252251119672
"ACOT6",0.376647802036502,0.321024719206876,0.025249006897677,0.0279792525751325,0.787897211004391,0.019489300383808
"ACOT7",0.168340653109364,0.210026092741059,0.0268910789015426,0.0120254280230298,0.0914939779275497,0.0285869163047432
"ACOT8",0.215114843377509,0.321478469983302,0.0243486461075605,0.0134139097299251,0.143352309183632,0.00827895369872478
"ACOT9",0.276880090171756,0.242798359239597,0.0249848837162548,0.0223917668757514,0.218093622932451,0.0198466024205025
"ACOX1",0.288509122164607,0.465048648506967,0.0638910344569253,0.020996969202592,0.264631867476079,0.0236403377253283
"ACOX2",0.253151634562984,0.455449855185426,0.0395944377878355,0.0264479122409222,0.200773373480217,0.0186267755349592
"ACOX3",0.247568276207752,0.287289940395418,0.0196009925317691,0.0114006181093911,0.17019314788552,0.0230005341311022
"ACOXL",0.263014049287511,0.260477022917382,0.0245482146535288,0.0231995244714876,0.299804399176287,0.0140721452096098
"ACP1",0.215909025012133,0.284065821535326,0.0206096126037059,0.0305530068799833,0.222648998868664,0.0145966651305933
"ACP2",0.287098375205747,0.388349079169363,0.0374403453256447,0.0194836964888926,0.185244191119068,0.00692197039810854
"ACP5",0.907467071639886,0.61236679916941,0.0989713082179984,0.0789142724701921,0.561519506489893,0.0224166645586749
"ACP6",0.300137979375528,0.588277588191408,0.0364154193412736,0.0417371738497416,0.202730870646175,0.0288622792379606
"ACPP",0.337050873419202,0.294479822024951,0.0313564427091048,0.0257562899283405,0.408858617925252,0.020295378860804
"ACPT",0.24277998376304,0.193788582814181,0.0192116854759331,0.0168100145445547,0.242368634912636,0.0167791691670894
"ACR",0.292195930760434,0.214230937389286,0.0188856452231727,0.0339318411657907,0.256562108639409,0.0238945157680768
"ACRBP",0.311301396732266,0.202846511497745,0.0246369233491592,0.0222206936721474,0.240407366136653,0.0111633491743679
"ACRC",0.300510685875517,0.278600636968954,0.0497757791834315,0.0283514052507937,0.150905669536454,0.0495152022112266
"ACRV1",0.296701839161962,0.391558534427712,0.0133424694958977,0.0200352355491612,0.338416942741764,0.0206401872278929
"ACSBG1",0.27278665846262,0.270433255504709,0.0214790827089629,0.0242958357371351,0.53689269644118,0.0290571319439018
"ACSBG2",0.295246012979659,0.275619552142206,0.0242424729456897,0.0198751521132721,0.816776736703487,0.0236841084841553
"ACSF2",0.327815334020849,0.740753260133349,0.055687675581614,0.0732756628642087,0.553114177036192,0.0270340839687747
"ACSF3",0.296754415755114,0.281558404058358,0.036723349611637,0.0135338277646865,0.148392590136937,0.0130739104955558
"ACSL1",0.224618897748136,0.428609919396613,0.0485221652693569,0.0316764477589923,0.246761892236658,0.0182957555284211
"ACSL3",0.248871433606376,0.470005615234949,0.036609736029063,0.0332260779160425,0.382198691310559,0.0177082114265693
"ACSL4",0.283729453813848,0.433124027745191,0.0468112234491804,0.0298413936384668,0.308012589371342,0.0197951204324785
"ACSL5",0.312725818690591,0.531454656800652,0.0234289459459983,0.0290810192767191,0.433595425619409,0.0904977241486907
"ACSL6",0.28553024702598,0.206982278724633,0.0208399722835133,0.0209250408996874,0.305113338832962,0.0121207773364626
"ACSM1",0.387826229651395,0.292685264032722,0.0261887187128478,0.0343580522270812,0.237340012754402,0.0210085411440409
"ACSM2A",0.248763679027596,0.275094167572409,0.0233968679837921,0.0429124511083412,0.623688392102696,0.0231174832946223
"ACSM2B",0.254020435252667,0.308430512936268,0.0205449581169228,0.0373552803528589,0.212998131687629,0.0451790117273713
"ACSM3",0.269298467399878,0.541512721731462,0.0199014963767072,0.0196331625235155,0.390559279375206,0.0176506100776195
"ACSM5",0.339596620292298,0.392759165735968,0.0630157421160473,0.037991491949922,0.240734177181159,0.011130045532687
"ACSM6",0.322754193835097,0.269319116145851,0.0322275895557702,0.0493098265367325,0.709370632897999,0.0184728573153495
"ACSS1",0.311327027459249,0.314180281410563,0.0423826551408268,0.0163369322226516,0.199617503021318,0.0179523146432262
"ACSS2",0.287466257385658,0.810190839876119,0.0706338404049525,0.0475463213321546,0.354110690513554,0.00755694939375066
"ACSS3",0.398411701635253,0.405198002066386,0.0583317667628432,0.0450726334892834,0.185042501250931,0.0843198457373006
"ACTA1",0.269261686447992,0.246580397538629,0.0269603431214823,0.0148144239785676,0.207550298879921,0.0136744524297633
"ACTA2",0.475434479992904,0.869611943723818,0.0682682401408905,0.0483336855540395,0.48385723891238,0.0177624202496512
"ACTA2-AS1",0.307516970136742,0.305633816042624,0.0418829306864747,0.0317764881571638,0.569693730182513,0.016177378416566
"ACTB",0.228345047879446,0.240778958353048,0.022696067854218,0.0108402771157402,0.272265773455077,0.00471921567824261
"ACTBL2",0.41115512356947,0.470128675854819,0.0278038284583048,0.0232648076531794,1.07650404839833,0.0153366677466738
"ACTBP2",0.256961245619682,NA,0.0262663537233942,0.0124457649351234,0.284722923451992,0.00687050472376966
"ACTBP7",0.258005557677675,NA,0.0268656733767019,0.0166189599405328,0.265252870465091,0.00874001405569992
"ACTC1",0.2861707987219,0.223611485193584,0.0701857461320248,0.025665213682237,0.253365168531338,0.0966813193391227
"ACTG1",0.216303720235278,0.28752216144911,0.0239140120246674,0.0169788408042346,0.281648048326532,0.00464617461059106
"ACTG1P1",0.213361532878893,NA,0.0134376044034431,0.0124517662927865,0.265184833869901,0.00504774430102541
"ACTG2",3.0900924216612,1.58596535798555,0.166516723673824,0.0381849620617474,0.44057578401887,0.146065520194593
"ACTL10",0.282113431329052,0.158621968430987,0.0301850150359901,0.0159072172136446,0.231020351625399,0.0220953646022871
"ACTL6A",0.217532914347797,0.298760684177544,0.0293057141445912,0.0249080937050392,0.182098602269856,0.0216206325628046
"ACTL6B",0.163957642299505,0.145858401957453,0.0247271396524215,0.0283188618344865,0.190323434490004,0.0138086342676062
"ACTL7A",0.366003028864708,0.273088356381472,0.0209070579476628,0.0360704907120986,0.399879424938615,0.0299098773454949
"ACTL7B",0.373765408880794,0.219813515026719,0.041677719507241,0.0193653886277372,0.60219546341674,0.0176677381876436
"ACTL8",0.302756302965765,0.319236801971943,0.0305725476672661,0.0196625598276067,0.324588710905495,0.0126780768398362
"ACTL9",0.263289993876022,0.148285281250239,0.0261636834057692,0.027134801170571,0.209693308022621,0.0239477699357476
"ACTN1",0.285444767586783,0.372286153370492,0.036445680310887,0.0173362237225195,0.200117251374196,0.0163189561239148
"ACTN2",0.276792308574879,0.284700992096262,0.020321591854707,0.0394248673846922,0.276285367348651,0.0407088204848579
"ACTN3",0.285150622767004,0.292800424913542,0.0168694320176733,0.029074730573906,0.396914713451517,0.0233183697435927
"ACTN4",0.242268225914034,0.300607843759413,0.0252820386121063,0.0193026734431065,0.173111793695066,0.00846069061429816
"ACTR10",0.233632290505346,0.300176909308345,0.0254065689737678,0.0391128372510229,0.186349426729237,0.0113161224497645
"ACTR1A",0.251365031428924,0.35426064961134,0.0367385496218626,0.0151065418511434,0.138983645878998,0.0139328859843827
"ACTR1B",0.2582825997521,0.310039036351342,0.031686558570374,0.0142382447507665,0.236225861109936,0.0190567494113412
"ACTR2",0.207394022056049,0.234249151684314,0.0222677729252895,0.0253758290884216,0.156767258591242,0.0127652903863678
"ACTR3",0.25972786166479,0.251065938945045,0.0240437433854519,0.0277445610264017,0.17610038975443,0.0192081386000352
"ACTR3B",0.268643124835467,0.248075955393473,0.019346703231995,0.0203798361777647,0.228199572740873,0.0189099002786468
"ACTR3BP2",0.383809474799305,0.528668034756518,0.038356565227914,0.0790035471881476,0.246126176935462,0.120083089613637
"ACTR3C",0.318521667705914,0.379521141680823,0.0847953516468325,0.0466924648380239,0.299962585675959,0.053704340379804
"ACTR5",0.185240327838928,0.242339819969473,0.0202784109381859,0.0190164490480542,0.1442921463723,0.0162327944186424
"ACTR6",0.291103977480836,0.380178609292372,0.0451607697088605,0.0375839860480861,0.202745131688844,0.0350963001801009
"ACTR8",0.289426404775596,0.334252980434356,0.0294903344004109,0.0172952709418021,0.184470573313678,0.00538818334937655
"ACTRT1",0.378394272841333,0.344499848296307,0.0281545526711377,0.0259127637150703,0.821026055973662,0.0150022801669209
"ACTRT2",0.241562901640567,0.189185597557867,0.0213383467179482,0.0195861638216363,0.156493985093581,0.0248741953201919
"ACTRT3",0.252610297679223,0.2939488812959,0.0339833867101773,0.0207425910445359,0.190538826017558,0.021281897493781
"ACVR1",0.26692422573915,0.509180715589869,0.0291565745532362,0.0116883955754065,0.21544593385015,0.0119713085431732
"ACVR1B",0.228777501243456,0.273343659539473,0.020256438858904,0.0164020333866096,0.261846739384227,0.0123519446159813
"ACVR1C",0.354375619842862,0.880120013934469,0.0724494666662735,0.0447478836190875,0.611031314008478,0.0335911932364287
"ACVR2A",0.255987712843613,0.314637426632489,0.0278664778542875,0.0150674474445844,0.185907341388397,0.120039616945659
"ACVR2B",0.339713596366567,0.311370892754579,0.0282308337186259,0.0216115525238957,0.48151566448701,0.0213053691015462
"ACVRL1",0.326438745428728,0.447368781557242,0.0302666286971595,0.023854036602504,0.275391563944849,0.027799254813169
"ACY1",0.24745905803021,0.695483884954544,0.0437759564291177,0.020269297812989,0.300966023927028,0.018056859137368
