"","GSE33070","GSE73655","GSE41223","GSE54280"
"A1BG",0.0295545870543718,0.0133498020611083,0.124934756866871,0.00817923287144006
"A1CF",0.0207225212277692,0.0214413019229572,0.26849484962243,0.00947931412914215
"A2M",0.0159086629013516,0.00945715301342452,0.319526533661939,0.144385891083282
"A2ML1",0.0294502391911792,0.0229289855405572,0.398768281100484,0.0141869746260291
"A3GALT2",0.0337410122261153,0.0357662380226352,0.157184130630735,0.0195574626520763
"A4GALT",0.0375406462975245,0.0164789034494543,0.451793564368874,0.0219910705083113
"A4GNT",0.0242728717216057,0.03578488327425,0.339778794217435,0.0116139845467714
"AAAS",0.0239611458736023,0.0131013382186846,0.117955898441651,0.0139746426587577
"AACS",0.0804902262760462,0.109238523256804,0.154688224585138,0.0204567185808805
"AADAC",0.177776337364942,0.182506713871432,0.129708041821425,0.0334020786822467
"AADACL2",0.0874310616980518,0.0390014422854201,0.436730667380015,0.0160999556783292
"AADACL3",0.0278129421672818,0.0456280025841003,0.371311115990144,0.0220456156088902
"AADACL4",0.0207034549871247,0.0368172400566767,0.207063925158363,0.020454847525149
"AADAT",0.0426236274527753,0.0240108895351402,0.0938419211608999,0.0130651653534121
"AAED1",0.047643496173635,0.0344533241988934,0.167377695495924,0.0394473801186649
"AAGAB",0.0290191017948114,0.0259271242153157,0.104723633162412,0.0173449619819328
"AAK1",0.0277690411635401,0.0394933766894815,0.181909327717952,0.0145857069024613
"AAMDC",0.0329883587088384,0.0389837614188811,0.0973777517854935,0.0149335966914468
"AAMP",0.0111628678515725,0.0345437540419271,0.116985100348282,0.0172103955953146
"AANAT",0.0293054405444484,0.0101214039477377,0.225509151941677,0.00897201765598374
"AAR2",0.0215619920478731,0.0256054838598253,0.111953151983986,0.00668461402032841
"AARD",0.0332229417578425,0.0453598119661162,0.259048865773884,0.0950235998110381
"AARS",0.012488170816678,0.028763732039274,0.16452710470073,0.00814988648422259
"AARS2",0.0217864949716961,0.0103956135484483,0.239442281640347,0.0104499442162347
"AASDH",0.0344449642498006,0.0534543352919126,0.0853221641681869,0.0284849646020706
"AASDHPPT",0.0134061316868317,0.0114370328134766,0.147233257859875,0.0141008509449428
"AASS",0.0370790700723358,0.0421435058922707,0.293526279369277,0.036575878949565
"AATF",0.0218171949421862,0.0125513149962459,0.115773825903577,0.0137106054887728
"AATK",0.0192821773988512,0.033177989336976,0.170953461038801,0.00614383241828457
"AATK-AS1",0.0249940541809039,0.0163499057965557,0.0758400583572762,0.0114770748246561
"ABAT",0.0161878024527008,0.0107310778412384,0.0993789288817955,0.0147917180267041
"ABCA1",0.0411217839689498,0.0589314255358516,0.572386011019341,0.0361059857139468
"ABCA10",0.0479062002937251,0.0743087009027871,0.164310079155062,0.0782963471782993
"ABCA11P",0.0390048699429477,0.0389014778615528,0.308958051074047,0.0128716045007377
"ABCA12",0.0163974739527123,0.0235031876088781,0.0509378232391641,0.0117597904489825
"ABCA13",0.0211469677459078,0.0279176156617587,0.205222641694549,0.00572204769751728
"ABCA2",0.0463382397355375,0.0381082567174255,0.0960030083491869,0.0356916568318622
"ABCA3",0.026877300750254,0.0115295661878535,0.127780226805448,0.0432999067320599
"ABCA4",0.0190441383282467,0.0164791538241743,0.0661465212720153,0.012122671785554
"ABCA5",0.0407670093665475,0.0307014403647967,0.266518585643464,0.0523639419261409
"ABCA6",0.0367535433675549,0.0439826032471448,0.327472686467215,0.113537249912471
"ABCA7",0.0288737415028831,0.0293332770526239,0.0867817448219678,0.0172612773572559
"ABCA8",0.0320495983689208,0.0665931879190331,0.478520095856884,0.0791522617100133
"ABCA9",0.0451687450081431,0.0381649029082872,0.235614209096221,0.142595726970038
"ABCB1",0.0704127452670942,0.0488016723130245,0.328832567391132,0.0221016030330374
"ABCB10",0.0268463328431054,0.00641643131131664,0.173627291175549,0.0134780482274073
"ABCB11",0.0612826143318292,0.097195827517473,0.297062824130098,0.0187281110966292
"ABCB4",0.0373358809421077,0.0205183190549293,0.205553409125337,0.0371740509404357
"ABCB5",0.142692010016621,0.0435985406276107,0.306979988868474,0.0114169112920158
"ABCB6",0.0295660344526307,0.0203301137123155,0.0707622450764356,0.0482578482399569
"ABCB7",0.0252881491570436,0.0421720329210409,0.049081993117952,0.00851226464178056
"ABCB8",0.0274153006604883,0.00575732048099675,0.133748778155281,0.00870499397987431
"ABCB9",0.0236972040030086,0.0115714120948029,0.0534189482398297,0.0259577256241617
"ABCC1",0.0495469075061977,0.0200200256130669,0.344351936986171,0.0286094259647171
"ABCC10",0.0192306451944547,0.00671709839415548,0.148702919698136,0.0102282055156159
"ABCC11",0.0281528962953382,0.0232575126354939,0.196295014726329,0.0146517701793675
"ABCC12",0.0241190105526378,0.0287103730270912,0.252558617389715,0.0225232166922
"ABCC13",0.0112468999943881,0.0618783225580331,0.0539330417934861,0.00808514236804151
"ABCC2",0.030532712539864,0.0316756477468245,0.51779053588392,0.0412357335098908
"ABCC3",0.0306736479738026,0.0372554342716352,0.248820892911499,0.0996083879732577
"ABCC4",0.0368518915300646,0.0355781516366338,0.2578847682735,0.0229315714240418
"ABCC5",0.0353198100639592,0.049590357121403,0.18651804787503,0.0459568464238671
"ABCC6",0.0410511242882918,0.0264420937245139,0.234707663226291,0.0165423788208093
"ABCC8",0.0195793721904063,0.0159792259439498,0.127769744174113,0.0133409838684686
"ABCC9",0.0304207827719175,0.0512624409394609,0.196924962898235,0.0436239953619769
"ABCD1",0.0357030314176025,0.0297264577966694,0.0875639650148277,0.0163420729975363
"ABCD2",0.0617453148012033,0.0522133401770137,0.356403380139084,0.0186887555348377
"ABCD3",0.0266644513546383,0.0616686929070245,0.0875204086824653,0.0226307110486163
"ABCD4",0.0281880831778432,0.00348403758597421,0.134546383628979,0.0172764718401827
