"","X","ranking","median","mean","sd"
"1","PPIA",5941,0.0487723670070774,0.139524504826324,0.147429379636627
"2","GAPDH",7822,0.05186864405058,0.143791522093116,0.142388131631289
"3","RPL19",20197,0.0691981378848196,0.104537406301831,0.104024853900357
"4","UBC",20325,0.0695013496152995,0.118725687558991,0.116895809137258
"5","HPRT1",27084,0.0950776552488757,0.117590961947516,0.101065498883172
"6","RNA18SN5",28824,0.108231181344663,0.219930536014736,0.160765283513811
