"","X","ranking","median","mean","sd"
"1","UBC",803,0.144633755227917,0.122760651152876,0.0721328063065656
"2","RPL19",1144,0.15128067594959,0.144802202356997,0.1008219074954
"3","HPRT1",6997,0.203927347202645,0.190559172330812,0.115114933404659
"4","GAPDH",18894,0.272753749088222,0.223566699798764,0.110701605892619
"5","PPIA",21285,0.291822302447367,0.252286902546095,0.135827078422306
