"","X","ranking","median","mean","sd"
"1","PPIA",36,0.0269646448724748,0.0842301984272392,0.105436184546482
"2","UBC",75,0.032331695277995,0.0984647695120392,0.131049367316318
"3","RPL19",82,0.0329419505419369,0.10631512350747,0.143114394657155
"4","GAPDH",1069,0.0532875962937051,0.15852908722803,0.199476339598022
"5","HPRT1",12585,0.12331627333805,0.210258871720219,0.204810859491672
