"X","medianGPL1261","medianGPL6246","medianGPL6887","medianGPL6885","medianGPL16570"
"1110059G10Rik",0.0547486516116227,0.0264525108615299,0.0222980361678656,0.0650086764597149,0.0302823385587019
"1110059H15Rik",NA,NA,0.0158103734288289,NA,NA
"1110059M19Rik",NA,NA,0.10201806331739,NA,0.115760354015518
"1110059P08Rik",NA,NA,0.0222172351174979,0.069341702103462,NA
"1110061N23Rik",NA,NA,NA,0.0934437006970748,NA
"1110061O04Rik",NA,NA,NA,0.121018819791178,NA
"1110062G22Rik",NA,NA,0.0181001499112654,NA,NA
"1110062M06Rik",NA,NA,0.0274316569871386,NA,NA
"1110063F24Rik",NA,NA,NA,0.153265947622665,NA
"1110063G11Rik",NA,NA,NA,0.0706086728676413,NA
"1110064A23Rik",0.0756555497357076,NA,NA,NA,NA
"1110064P04Rik",NA,NA,0.0131674457271147,0.072764802032075,NA
"1110065P20Rik",0.121983332665919,0.0157763710380871,0.02575205445539,NA,NA
"1110067B18Rik",NA,NA,0.0346317209985009,NA,NA
"1110067D22Rik",NA,NA,0.0205135143992376,0.109156441109117,0.034378291937313
"1110067I12Rik",NA,NA,NA,0.210360965188186,NA
"1110068E08Rik",NA,NA,0.0244941687739767,NA,NA
"1110069O07Rik",NA,NA,0.0146089731811233,NA,NA
"1110070O15Rik",NA,NA,0.0343611599855712,NA,NA
"1190002A17Rik",NA,NA,0.0448691227382105,0.131047599237731,NA
"1190002A23Rik",NA,NA,0.0114695228124083,NA,NA
"1190002C06Rik",NA,NA,NA,0.131900408671587,NA
"1190002F15Rik",0.0909476666739907,NA,0.035663584454108,NA,0.0579567045503443
"1190002H23Rik",NA,NA,0.0232784996341475,0.148582688869615,0.0475853473381727
"1190002J23Rik",NA,NA,NA,0.106085266950312,NA
"1190002L16Rik",NA,NA,NA,0.0868141398173122,NA
"1190002N15Rik",0.102043984401329,0.0223921999830033,0.0319513048320127,0.0703562738701923,0.0281960058940473
"1190003J15Rik",NA,NA,0.0504351308300303,0.177016572043763,0.0335393458780286
"1190003K10Rik",0.0648546407192345,NA,0.0264019323667354,NA,0.0392758209499129
"1190003M12Rik",NA,NA,0.0318859371623398,0.080166486244193,NA
"1190004M23Rik",NA,NA,0.0180723351906503,NA,NA
"1190005F20Rik",NA,NA,0.0174015560410733,0.0828764421109945,0.0159880022825169
"1190005I06Rik",0.136317411324081,0.0353648089539721,0.0365973825621955,0.17204624283067,0.0413055110316187
"1190005N23Rik",NA,NA,0.0243332694972743,NA,NA
"1190005P17Rik",NA,NA,NA,0.0838001709313778,NA
"1190006E07Rik",NA,NA,NA,0.0583293592935769,NA
"1190007F08Rik",NA,NA,0.0459805854588661,0.267849364623839,0.029870903681275
