"X","medianGPL1261","medianGPL6246","medianGPL6887","medianGPL6885","medianGPL16570"
"1110017F19Rik",NA,NA,0.0200677111538005,NA,0.0380127095780343
"1110017I16Rik",NA,NA,0.0124968976807659,0.0613913858243677,NA
"1110017O22Rik",NA,NA,NA,0.0884183948032295,NA
"1110018F16Rik",0.0644216310635708,NA,NA,NA,NA
"1110018G07Rik",NA,NA,0.0222179025892371,0.112578188696856,0.0167817078509867
"1110018H23Rik",NA,NA,0.0138869866418312,NA,NA
"1110018J12Rik",NA,NA,NA,0.0380298489946804,NA
"1110018J18Rik",NA,NA,0.0166631263467263,0.0831223963195411,0.0170991279876029
"1110018J23Rik",NA,NA,0.0430043321606277,NA,NA
"1110018M03Rik",NA,NA,0.016040531101477,0.0471280298430424,NA
"1110018N20Rik",0.172191089374011,NA,0.0320564733982579,NA,NA
"1110019B22Rik",0.0813138312085225,NA,0.0132540386843147,NA,NA
"1110019C08Rik",NA,NA,NA,0.0761666385187696,NA
"1110019D14Rik",0.104315623498576,NA,NA,NA,0.0580760612973322
"1110019K23Rik",NA,NA,0.015498752385621,0.0388602252410035,NA
"1110019L22Rik",NA,NA,NA,0.131252239588703,NA
"1110019N10Rik",NA,NA,0.0207395497151185,0.0558979112760861,NA
"1110020A09Rik",NA,NA,NA,0.0793521452365283,NA
"1110020A21Rik",0.0926518901397345,NA,0.0134977790081647,NA,0.0258519612620296
"1110020C03Rik",NA,NA,0.0268418467334738,0.0651733995605694,NA
"1110020C13Rik",NA,NA,NA,0.0881171657145541,NA
"1110020C17Rik",0.0635366609827933,0.0251377894635502,0.0192662931186286,NA,0.0348752189120449
"1110020G09Rik",NA,NA,0.0123446725417892,0.0434979672969004,NA
"1110020L19Rik",NA,NA,NA,0.0423368308697662,NA
"1110020M19Rik",NA,NA,NA,0.065490070647863,NA
"1110020N13Rik",NA,NA,0.0261797165886672,NA,NA
"1110020P15Rik",NA,NA,0.0121161449066874,0.0862484522908865,NA
"1110021H02Rik",NA,NA,NA,0.0866137967002329,NA
"1110021J02Rik",NA,NA,0.0216891704612486,NA,0.0149866987154885
"1110021L09Rik",NA,NA,0.0318787669374357,NA,0.0588543951013064
"1110021N19Rik",NA,NA,NA,0.0613804314806981,NA
"1110021P09Rik",NA,NA,0.014901955959872,NA,NA
"1110025F24Rik",NA,NA,NA,0.0960506195738673,NA
"1110025G12Rik",NA,NA,NA,0.166147208909272,NA
"1110025H03Rik",NA,NA,0.0127573318146108,NA,NA
"1110025I09Rik",NA,NA,NA,0.0654301621201931,NA
"1110025L11Rik",0.0878829254951196,NA,0.0104037794910381,NA,0.0281639747653002
"1110027O12Rik",NA,NA,0.0141366336268843,NA,NA
