"","GSE73108","GSE72158","GSE65221","GSE58559","GSE42809","GSE119717","GSE115645"
"ABCA6",0.0445931670265413,0.204634453301062,0.338556606562002,0.0468145619172333,0.0169954089397222,0.0792509254562021,0.487123591207569
"ABCA7",0.018826702893391,0.0656761493075711,0.0924070131474962,0.0275825563045642,0.00189926903430693,0.0763748871313976,0.182782231848871
"ABCA8",0.0609231926406642,0.414370573915124,0.320563655670973,0.0556631380389823,0.0380856317837619,0.053204819147994,0.389877054536515
"ABCA9",0.102599306283144,0.28390244821558,0.273971599188709,0.0438355369030012,0.0208821808250919,0.108505597161509,0.418713943278798
"ABCB1",0.335641879666683,0.106631064454116,0.251823138032412,0.0618631814985483,0.00161019562427574,0.0430159510156838,0.316187991692543
"ABCB10",0.0110593502646716,0.218869239287449,0.211495294701302,0.0256990553788258,0.0162624995716653,0.0346640354530229,0.523957422459263
"ABCB11",0.0542081565324663,0.0862299129914517,0.190540864600879,0.0416300276046331,0.00272137083022651,NA,0.27301513561901
"ABCB4",0.153393926873697,0.128951409386379,0.184201201299174,0.0358903352110186,0.00301340438885409,NA,0.511378488979299
"ABCB5",0.0266102302156602,0.0708678811117915,0.123385218515407,0.0355872209809947,0.00180517486140805,NA,0.345003641282016
"ABCB6",0.0459700674355644,0.196706432202557,0.304055276223099,0.0352840627209045,0.0130627493678056,0.0483602538117665,0.235330492258648
"ABCB7",0.0733562725834126,0.30451042119439,0.295394754932196,0.0305597226304528,0.0186864459715368,0.0450039478132509,0.309820225756407
"ABCB8",0.0413057641193484,0.0938104789270206,0.172766824213862,0.0335597003465469,0.00734156093313308,NA,0.235960250316349
"ABCB9",0.108681302390141,0.138911814971324,0.297290493299386,0.0323040863964512,0.0311452327469408,0.0369783033968895,0.358546116987505
"ABCC1",0.0485430456368958,0.0970111294020423,0.172872256409521,0.0232468197471876,0.00318452914832011,NA,0.415848547024209
"ABCC10",0.0738148380734587,0.0910079995197716,0.187874695981866,0.0520932741023622,0.0137637624932096,0.0357565004352112,0.229461707204664
"ABCC11",0.0207273164903777,0.0744241264382835,0.10612151259271,0.0394832341848544,0.00368842397824696,NA,0.226027550768772
"ABCC12",0.0150799659724862,0.0699627877703895,0.106983267995713,0.0349698215102781,0.00449545782407383,NA,0.335063369993847
"ABCC13",0.0416719548215907,0.0561716218705648,0.1064012572889,0.032581601626618,0.00309894198095205,NA,0.34141187258271
"ABCC2",0.111101801796795,0.198154944252122,0.300379033355864,0.0455904024072318,0.0150976337185937,0.0608549983351829,0.422658335339994
"ABCC3",0.0741006245273073,0.727997185933313,0.730826011174903,0.0588938941921408,0.0460378177171578,0.122780416726267,0.468148599961423
"ABCC4",0.170191337281841,0.119302299313316,0.199009481492884,0.0378844627874408,0.0161075237645896,0.0404800575371443,0.360476611226929
"ABCC5",0.067207511444305,0.218338761719096,0.291862210915119,0.0527998518555008,0.0114717407683814,0.040501788901645,0.519009501889454
"ABCC6",0.0728545604593458,0.0924975492252973,0.226573292432589,0.0305993639483093,0.00262398064062612,0.0382754468935977,0.248543966983092
"ABCC6P1",0.107156438817084,0.0940236255679456,0.212878863768763,0.0336800283501465,0.00518991002660987,NA,0.288243837383519
"ABCC6P2",0.121772161681619,0.253072409188917,0.319703711519493,0.0463721552909161,0.00838487417511026,0.0237070572721562,0.253223983800486
"ABCC8",0.0262554796150573,0.0800054610411586,0.166171832257047,0.0423807426836621,0.00447256908559937,0.0525771239763909,0.381482340454963
"ABCC9",0.0703742708011159,0.161584212159045,0.261128736075099,0.0274861068091193,0.00296903679381946,0.0393278687459151,0.264646286903919
"ABCD1",0.173275309328153,0.226364323908935,0.309990355172978,0.0639935733404369,0.0103565784459564,0.0448170569153881,0.329032915213343
"ABCD2",0.0491892061569228,0.0942859835773542,0.251551933425932,0.0513101024791085,0.00344206623300525,NA,0.20920407172458
"ABCD3",0.0440302413691611,0.145042130734417,0.169930880184798,0.0264593863460761,0.0101177910645507,0.0372386783145369,0.400630355956365
"ABCD4",0.0284576250021916,0.0543672811145453,0.0941418778826321,0.0239461792581306,0.00317630051288549,NA,0.194475561395926
"ABCE1",0.0493804096456758,0.234054773430647,0.198732904864206,0.0416379879935,0.0549036102409839,0.0207420824684855,0.347378418726632
"ABCF1",0.0134438139126471,0.185412370051813,0.196076398462952,0.0228101982314922,0.10048582178368,0.0326447508656778,0.139073291893207
"ABCF2",0.0725717108761258,0.132354702375072,0.202439567665756,0.037532125169036,0.0119905856144312,0.0272114239643016,0.278923956095176
"ABCF3",0.0773388780624263,0.175088508978718,0.148699771934316,0.049472253397916,0.0102087643309591,0.0276212528367745,0.425316405496237
"ABCG1",0.0604612073745935,0.062292125842129,0.14638080557009,0.0236244472840737,0.00211845414502416,0.0514456304118731,0.178951928294038
"ABCG2",0.0404675500507079,0.114566646997452,0.12442042279766,0.0412470967720736,0.00545326495514659,NA,0.361420144494469
"ABCG4",0.0791005514359973,0.0694601681435494,0.172241034935588,0.0262781094590825,0.00383102374596098,NA,0.140748506826942
"ABCG5",0.0621603162823701,0.077565080276464,0.105734544346688,0.0360197170664201,0.00193434032817651,NA,0.508500465780059
"ABCG8",0.0560533877588399,0.0711746100507405,0.141412674766299,0.034898921464258,0.00446517345143812,NA,0.283546096313355
"ABHD1",0.13430062559683,0.177224848404902,0.285665197985023,0.0434113520561785,0.00302671180781897,0.0408971598237884,0.345942934439287
"ABHD10",0.0231779712054497,0.223417208227417,0.200216119927714,0.0348076250293831,0.00774333109559977,0.0378934009426459,0.408396988439448
"ABHD11",0.0804685940497577,0.100647521611184,0.217986491988449,0.0372327063889003,0.00804180018780388,NA,0.313399074997932
"ABHD12",0.070002931513032,0.226234583201758,0.259378518217444,0.0320024195086936,0.00953372215701482,0.0385501287831489,0.357519193055331
"ABHD12B",0.148403539346174,0.0708583509577715,0.12784998781575,0.0307376615034515,0.00138147497760544,NA,0.431577866548046
"ABHD13",0.021794812998118,0.060504871664172,0.0811277574508956,0.0257277994013851,0.00164919425849068,NA,0.305294275387885
"ABHD14A",0.0249346211722979,0.220017912957539,0.203138299932987,0.027883311306543,0.045151597557479,0.0484433131477493,0.395509231233164
"ABHD14B",0.073634555923038,0.304564996952726,0.203116993637108,0.0360048002142446,0.0221122243134375,0.0513213403240873,0.410837553216431
"ABHD15",0.0471130995810959,0.256190890587423,0.311622544407335,0.0382373868514567,0.0237251061466653,0.0645561164657726,0.30667716549939
"ABHD2",0.0627171758920896,0.107421660027123,0.131813561244889,0.0420913532219297,0.0297601893153971,0.0276790392969264,0.235987951712779
"ABHD3",0.0532667180440256,0.203778508933204,0.257490405178024,0.0392884518387176,0.0135533221633177,0.0488292068697039,0.31289472125943
"ABHD4",0.0849993628568039,0.236812995732921,0.281670002810922,0.0400495271806228,0.0173350894393053,0.0399429373297112,0.483112649069744
"ABHD5",0.122065997850093,0.428479152129704,0.454378405454924,0.0665733911222917,0.0214393492028867,0.143712770269545,0.60785026697507
"ABHD6",0.0865489958887336,0.177359868689337,0.249615771239536,0.031587070186958,0.00875024334534727,0.0429137081923317,0.255573239587232
"ABHD7",0.0353847208279689,0.12132307271351,0.223920515295986,0.0334623706512326,0.0190781795638168,0.0299575911789893,0.290901628190714
"ABHD8",0.045785447524806,0.180737646538399,0.235672712426939,0.0375449607957779,0.043432768506453,0.0398388845839061,0.313178593141318
"ABHD9",0.0478495788399638,0.113981456477997,0.144899276085953,0.0332576305740374,0.00428505598243964,NA,0.392867628652942
"ABI1",0.0398294393997048,0.128030002592867,0.184963717317328,0.0196146753127176,0.00768822152187656,0.0435897890446046,0.281129659882896
"ABI2",0.0921364239999909,0.100739585619716,0.130422056343645,0.0168723344703769,0.00509810903045221,0.0407897806504923,0.163555886362433
"ABI3",0.0637204914847165,0.147225631190781,0.236947363337218,0.0634938021247794,0.00501157545301555,0.0624446343607462,0.36118828967581
"ABI3BP",0.119892557071363,0.500988403341814,0.527342082104304,0.060122093670233,0.156593568445537,0.0687064587757892,0.532695916235473
"ABL1",0.0741837173210598,0.0886030635564893,0.14005448703427,0.037396832078919,0.00408299326117934,0.0495497852713244,0.320011567647367
"ABL2",0.127922566093156,0.0473390207220974,0.171791627926147,0.0364490747433758,0.00674978537262114,NA,0.329417488171977
"ABLIM1",0.0168793700631305,0.303541413929409,0.311285223282476,0.0293779329484063,0.0164966757496838,0.0583330465260414,0.486965534959855
"ABLIM2",0.117072625425598,0.167900180694349,0.30100700514302,0.0705685516605966,0.00481802783212993,0.0524964796909915,0.380086554150115
"ABLIM3",0.0854681926333377,0.38215312010555,0.317546524728465,0.047685148907778,0.0402319109197708,0.0616977667343853,0.371265807220262
"ABO",0.0244281655660098,0.0602070481548569,0.0916685710249506,0.0317467223160371,0.00269858887336651,NA,0.449083789762613
"ABP1",0.0136904017602157,0.0654677747679628,0.10734446919606,0.0364971671004622,0.00274988986004238,NA,0.252516981410231
"ABR",0.0417254703134805,0.0531737927742087,0.126884279916373,0.028772746716013,0.00756349085390812,0.0232070410036405,0.256412823095792
"ABRA",0.020193615150435,0.0543738491971725,0.105368171047018,0.0378403603572028,0.00235284500491538,NA,0.516270973045124
"ABT1",0.0518545878709454,0.143132613512289,0.196879499658757,0.0307500528272112,0.0149159603236973,0.0403203267164282,0.248457741577231
"ABTB1",0.0565875588875848,0.249968399213436,0.265629658595242,0.0326330144944224,0.0181338852639988,0.0386079888184211,0.291892353321703
"ABTB2",0.0809870806311461,0.111792640867316,0.161553101116539,0.0362823134408133,0.0118519329330704,NA,0.320386962142335
"ACAA1",0.0441102481546878,0.275031673916097,0.206277989189985,0.0298797531735095,0.00832724073592132,0.0503848949200937,0.307578747156419
"ACAA2",0.0537733350994914,0.187456786326007,0.247144515023632,0.0378809954566763,0.025629708279512,0.0759251854665911,0.184156086835242
"ACACA",0.0396859376793729,0.501607516413329,0.59635948504574,0.0700092829847764,0.0234945473706048,0.0823142558244588,0.484028826033866
"ACACB",0.0463403269658315,0.544411165601732,0.360643742366384,0.03711540139601,0.0230693710074907,0.123936905311299,0.235809077823499
"ACAD10",0.0313410350300917,0.172089169014459,0.180395790493934,0.0380708127746873,0.0297440690266682,0.025019136647314,0.224703468714165
"ACAD11",0.0364203294435079,0.385133702418526,0.392127226739207,0.033992703763485,0.0275929450451127,0.0316082549462387,0.300974232541444
"ACAD8",0.0151456511824228,0.14593011944853,0.178093264150836,0.0333080134542977,0.00594851779732471,0.0209384788106659,0.199656276750999
"ACAD9",0.0309783804969381,0.216447343068617,0.258025162872733,0.0483081766771972,0.0254560432723664,0.035217840200975,0.166911120989553
"ACADL",0.0809394761254577,0.261310757620476,0.302901947785687,0.0411252366677788,0.0037346760185428,0.0915082942901351,0.39921202359725
"ACADM",0.0337754843362846,0.313261521020711,0.29999442911475,0.0517527620605795,0.0348095668707098,0.055750358912009,0.41118592866916
"ACADS",0.126544756420433,0.344239162784982,0.292732897536026,0.0497487187996972,0.00557328987730518,0.0642708380054967,0.40139350737607
"ACADSB",0.0986071158006213,0.0854430950555743,0.191001187758025,0.0300197822036563,0.00309274294730626,NA,0.225989353136212
"ACADVL",0.0421105802207629,0.357280041093834,0.270581957992482,0.0371226139585761,0.036141339742775,0.0500909063761699,0.285258549440664
"ACAN",0.0102210728643322,0.07242665693201,0.113423852893774,0.0348092460304375,0.00301221774473235,NA,0.716067204232766
"ACAP1",0.0939280723106271,0.173693365086696,0.297981819748866,0.060684088340387,0.00264099573251185,0.0970753260963437,0.329039741210647
"ACAP2",0.0536823665486069,0.249707081887011,0.195738000627752,0.0322953394777358,0.00955112939233303,0.0638374248228413,0.53334672242602
"ACAP3",0.0992068710168902,0.0854255758663419,0.239503406966913,0.0461132056813422,0.00592794286840632,NA,0.459727250249256
"ACAT1",0.0275420540370386,0.254527326753175,0.298501950519007,0.035527102407354,0.0637228511329883,0.0755182060935971,0.224952734500274
"ACAT2",0.0395432254860528,0.195387018499257,0.246218019157931,0.0276666488200892,0.0548022976202785,0.0437046944371116,0.270563099338993
"ACBD3",0.0330484753845395,0.222511185831882,0.197335498938808,0.0227331420207129,0.0114794268631814,0.0318378168074223,0.455007360128789
"ACBD4",0.0878414771761168,0.158078586158704,0.225376350928082,0.0395752312603943,0.00541911823077808,0.0310998153628926,0.256822707295825
"ACBD5",0.0200554015971637,0.0937797092330498,0.0905624260167385,0.0252707883131253,0.00298178753206243,NA,0.366544813365371
"ACBD6",0.0474434875960141,0.176982881574863,0.166606372087888,0.0392989402691935,0.0154108429843586,0.0315846095101784,0.285716196838703
"ACBD7",0.0183895863745017,0.0708803392092782,0.0779573534293909,0.0229482923870353,0.0131173734563873,NA,0.395630364925322
"ACCN1",0.0361173324707934,0.0609772521479318,0.0747151431883711,0.0276526925042978,0.00353246872626155,NA,0.309687533068444
"ACCN2",0.110861843779935,0.111338348549043,0.190030081901435,0.0298911264917987,0.0125690084506283,0.0367882665148407,0.318996369485045
"ACCN3",0.0273185260240119,0.0524174089826235,0.104428095166677,0.0259415391476009,0.00258779812268301,NA,0.264573764811651
"ACCN4",0.0319716097552224,0.0452338724689337,0.062912922492602,0.0300384601755802,0.00217939732407832,NA,0.127108747161601
"ACCN5",0.0343736159510954,0.0775214843696341,0.128748294058846,0.0445412118080462,0.00286989568278641,NA,0.357230176042587
"ACCS",0.046676185422217,0.312337921629438,0.335481034446986,0.0590762168509989,0.0337504051221022,0.0550468948542369,0.51518933201891
"ACCSL",0.0159385944844281,0.050635308825364,0.0692581095331646,0.0247324772926978,0.00324006768778531,NA,0.341488328857866
"ACD",0.0710099525283429,0.14503638919254,0.245370596744836,0.0300565860229574,0.0145781730083825,0.0332708216677943,0.200112744103211
"ACE",0.0285542554880844,0.0588762715539553,0.0938089568719083,0.027676698883954,0.00285170597800349,NA,0.375351004881142
"ACE2",0.121850371163088,0.0720539771347526,0.176784908690782,0.0325100303958934,0.00319101074830259,0.0284371182314719,0.37997286280757
"ACER1",0.0241047673831736,0.0464338161899681,0.0971530358398765,0.0251294473609025,0.00202893649222044,NA,0.184955962309722
"ACER2",0.0466216138147953,0.0847060224112036,0.150805315472174,0.0220743606296237,0.00434569794975043,0.0496243261645762,0.259700347413471
"ACER3",0.103461958236041,0.347243485132538,0.315390684128306,0.0580503625430662,0.0137942096155058,0.0626261344938108,0.6971663922989
"ACHE",0.0251000661955605,0.0617311757715087,0.108020955430267,0.026840605784146,0.00240337491809909,NA,0.165794963226537
"ACIN1",0.0473788328974548,0.184899436908352,0.21555055986964,0.0334133246083295,0.0459746705181099,0.054515665562983,0.342117172348197
"ACLY",0.0362251589730364,0.492257455377001,0.578093205689012,0.0633326534149048,0.0155443561506117,0.0282468216879005,0.513481175333909
"ACMSD",0.0314422077261076,0.0844475747376035,0.111649829215473,0.0417254776296394,0.0029750027795833,NA,0.498482350417817
"ACN9",0.0307553642093848,0.23875162139871,0.209798955291082,0.0280937784007561,0.0139732542180663,0.0463395185381767,0.350939678564925
"ACO1",0.027389560735434,0.169236847318756,0.196949370145259,0.0310617158850179,0.0651469849216954,0.0732587828750189,0.294097813977254
"ACO2",0.07052399449384,0.325409745550241,0.397218759420783,0.0501921816429832,0.0116387371638468,0.0609069132006311,0.338040376283428
"ACOT1",0.0487490818112051,0.381955949408007,0.439105717933744,0.034306876827772,0.0197995650907029,0.101083236288692,0.715115162996136
"ACOT11",0.0849096115719572,0.0771404571773023,0.105042502964923,0.0324475161842371,0.00862754420802806,NA,0.198572030673308
"ACOT12",0.0276883611319816,0.0623997253968208,0.102688677717752,0.0330939055851992,0.00415161973446179,NA,0.32707640677219
"ACOT2",0.0774152045107935,0.3924997373745,0.411439443610462,0.0601741584910223,0.0218987672955329,0.111672254799845,0.767629116893957
"ACOT4",0.0623403844914997,0.205440095882507,0.275703794787603,0.0342800662887019,0.0197067965092014,0.0929201542781882,0.26527330794282
"ACOT6",0.0367191377885037,0.0628483415480223,0.124465452799617,0.0345012028909114,0.00569560556041554,NA,0.401893989211837
"ACOT7",0.0374634439791066,0.0544845819239836,0.0838558344733696,0.039384555871067,0.00214629344928697,0.0366032900685912,0.228981291320879
"ACOT8",0.0844388556023377,0.112983758185358,0.190505031362807,0.0343803725750133,0.00593971444219825,0.0234905741239255,0.272512916707726
"ACOT9",0.0316171896801879,0.168269510597958,0.214059000918561,0.0184499968936631,0.0297342443487279,0.0190132519351573,0.154021131839723
"ACOX1",0.0277463004328432,0.0831596694217415,0.188010994011771,0.0424681723438973,0.00205327813179186,0.0721880538228358,0.310033643025414
"ACOX2",0.0188556329901751,0.33261412607699,0.279530167995259,0.0327782792357713,0.099947195001647,0.0578850379047813,0.182628279220921
"ACOX3",0.0894033367385274,0.232580944508931,0.220518283052155,0.0315600132160203,0.0223401191509657,0.0302130276903121,0.297837970808904
"ACOXL",0.0332002297852915,0.0628069793021143,0.0854185010362694,0.0428101936921416,0.00281848081698135,NA,0.316662699711884
"ACP1",0.0390017735421109,0.32734456466707,0.186718027025434,0.0260257727032437,0.0391484008773927,0.0666256884378509,0.595637520844335
"ACP2",0.0694939811707283,0.309441549766818,0.322208934238391,0.0405873414730735,0.0332731757233846,0.0583347255379545,0.34099185624525
"ACP5",0.0876282388161768,0.899523797843234,0.760670452355629,0.105415684359763,0.00454078207931939,0.123342654251132,0.571509053666982
"ACP6",0.0776611594787416,0.208577358831933,0.321114936674075,0.0548784406458279,0.172505820945299,0.0404486966327553,0.494547868443946
"ACPL2",0.0720449151573937,0.138135770275289,0.197070651379833,0.0329731482859821,0.0128819863821635,0.0333502597866363,0.306124010791376
"ACPP",0.162395902239693,0.0927221598431992,0.147520751683954,0.0302447295967815,0.00492135170826045,NA,0.251141512773616
"ACPT",0.0520957500770417,0.0774811118828551,0.128792177957901,0.036672473021206,0.00414510802913137,NA,0.216765912285528
"ACR",0.0311645655508434,0.0633907064561568,0.112807152808037,0.0352556252605034,0.00296155794587001,NA,0.347264897982961
"ACRBP",0.114712999521788,0.0962169104240498,0.15204551998398,0.0332324937283991,0.00493906234923518,NA,0.258008793548247
"ACRC",0.116805921009992,0.104089294700282,0.197936778564355,0.0482163138721522,0.00441042848748643,0.0202930169227087,0.385050099634853
"ACRV1",0.0137076561724194,0.055340284393768,0.106461076853684,0.0253708949403034,0.00217746563728043,NA,0.419963428044131
"ACSBG1",0.0293084804140703,0.0842194733754298,0.127134413531344,0.031836363148911,0.00481635878399567,NA,0.44113961998511
"ACSBG2",0.0433736568265911,0.0496416667572308,0.110722419505974,0.0447599877765123,0.00422393891922266,NA,0.277032921968774
"ACSF2",0.0712253271079986,0.297621944648703,0.41889180518618,0.0663913257590699,0.0188867620362346,0.054942289374801,0.429468388769327
"ACSF3",0.0123609237167391,0.0759225493243136,0.109182576131477,0.0365658641630372,0.00573109077697585,NA,0.461163295596547
"ACSL1",0.0254385039130951,0.406488216584175,0.416064872268461,0.0445063663950807,0.0079352027950342,0.130485273697391,0.475908485308843
"ACSL3",0.04733573756575,0.219065237861359,0.263115217806951,0.0367817488652707,0.0248000386195647,0.0376697999143791,0.252330233288079
"ACSL4",0.0306874482471025,0.0650743697380672,0.112592838236934,0.0327422592813886,0.00501043881972693,0.0553956575290524,0.155474780265381
"ACSL5",0.0364636535852765,0.0729350947509486,0.118330810042938,0.0367335414470599,0.00972663566419299,0.0356386367013271,0.185339264600943
"ACSL6",0.0198244064568867,0.0597245742113427,0.0625054616661156,0.0270156203719318,0.00130196776649274,NA,0.266792660575235
"ACSM1",0.0206164047207931,0.0579968851389941,0.124083636908192,0.0359345213424108,0.00492263199523298,NA,0.418820813157447
"ACSM2A",0.0415022850702519,0.0697753611314564,0.117833279329958,0.0375108874450147,0.00251609630661262,NA,0.29540701037583
"ACSM2B",0.020695796440099,0.0599774398717213,0.0806400435500791,0.0362499432371418,0.00465729441473319,NA,0.253047649315974
"ACSM3",0.0461878949832557,0.0784157949874573,0.100482659553548,0.0307065769318482,0.00442414950508992,NA,0.348370040069029
"ACSM4",0.0297788920362886,0.0793047303801547,0.122610205816411,0.0386510620293676,0.00272482341369673,NA,0.308669045288031
"ACSM5",0.171973394205157,0.341169012415962,0.373001919183096,0.0696940460400148,0.00173907924591115,0.0953922620644686,0.233684933226224
"ACSS1",0.076226759189608,0.223447443981431,0.228168697384359,0.0335775427301543,0.0169164944251237,0.0622293392093246,0.553884560202404
"ACSS2",0.142339906811325,0.293899276496621,0.482821627532003,0.060454946174231,0.00510942098767589,0.10809484710308,0.582077980853821
"ACSS3",0.112232257815636,0.184899031409669,0.432432886491061,0.0730616466058098,0.00500811025319232,0.0443276098508236,0.315313365411348
"ACTA1",0.0287148820653538,0.0600524273147553,0.310980369770387,0.258917496480903,0.00433022646970222,NA,0.519767692429903
"ACTA2",0.0700627585628677,0.605532756403619,0.645677180301982,0.0534096661210516,0.379622294068223,0.0717598110294737,0.447781398159611
"ACTB",0.0168639858504576,0.352646862765216,0.243018309815683,0.0342236606679426,0.0330734608920774,0.0354962524141149,0.394523922156695
"ACTBL2",0.0231739720880541,0.0727212722079943,0.110565775320806,0.0337848483576867,0.00542646782736869,NA,0.397394729067022
"ACTC1",0.0469337824763372,0.049707253325833,0.11941676387833,0.0353277421165267,0.00231986993065865,0.087588712702816,0.166611771929505
"ACTG1",0.0261997673170618,0.213041470492732,0.161190847589784,0.0239330321602117,0.0297601722427798,0.0740643828102345,0.209233704333113
"ACTG2",0.390485266600164,0.357739381331115,1.32577572652326,0.124668754807368,0.198190264330002,0.169279053999819,0.973581378085252
"ACTL6A",0.0433055790244084,0.184616245640553,0.168717053121366,0.0205477569239867,0.0414033108069546,0.0520680077631138,0.30528117333558
"ACTL6B",0.017969731430006,0.0785907294058966,0.123082217041745,0.0432460150557616,0.00223891668077973,NA,0.449133503143397
"ACTL7A",0.0129670591460129,0.0515207321623462,0.0860950883884796,0.0365613258474852,0.00319688199060369,NA,0.557837035631415
"ACTL7B",0.0234249506391583,0.100059951638426,0.131918402509787,0.0368233701375989,0.00528819292779847,NA,0.393621820728168
"ACTL8",0.0463719259127075,0.0800605282924523,0.146063513376808,0.0452750865176694,0.00456789401180207,NA,0.357828969951168
