"","GSE33684","GSE113808","GSE104128","GSE97910","GSE70857","GSE62324","GSE57659","GSE39313"
"1110006G06Rik",0.0979611416595492,0.305537873965627,0.104764742872835,0.0523750308132754,0.013358237872231,0.0977996026849783,0.0395260638890383,0.00397667020148468
"1110006I15Rik",0.0816558720832411,0.164231484865601,0.282289247733202,0.164013895235404,0.0250850078299579,0.0966875055467697,0.0321832875198345,0.0267857142857143
"1110007A06Rik",0.092513366941279,0.114206128133705,0.0593672319290587,0.0282012439322155,0.00672053826895575,0.282980716722386,0.0535618971971206,0.00160685591858593
"1110007A13Rik",0.0631630463607268,0.204903401931962,0.222956503201655,0.130339779503076,0.0139517521971869,0.109718708214586,0.0295024897418065,0.00932741116751273
"1110007C02Rik",0.0631130120503567,0.281118309518043,0.217416661015471,0.149150992075706,0.0276392738710093,0.0825102768584773,0.053770025488445,0.0653272377285851
"1110007C05Rik",0.119019224080321,0.31156976744186,0.217521594402968,0.154221950520346,0.0502339693436406,0.0754078376044506,0.0474818614694836,0.0598170731707318
"1110007C09Rik",0.0688556077337086,0.191125690607735,0.0631953777026708,0.0238379287341924,0.00719463207737697,0.305001262757493,0.0952365090558243,0.00020096463022504
"1110007C24Rik",0.0710235488283467,0.1809830225617,0.0623734489604942,0.119368084980938,0.0354539180788908,0.0993939856566659,0.0274459368177421,0.03515625
"1110007F05Rik",0.0882485344835557,0.228080568720379,0.103728874611448,0.0141350207611244,0.0068870463931889,0.119487051650793,0.108261495481118,0.00100482315112534
"1110007F12Rik",0.0818618956894803,0.189344262295082,0.130952349000706,0.0465393184011736,0.0105723248365726,0.147455946147428,0.0585538250358959,0.00180674518201277
"1110007H17Rik",0.0943308262235741,0.22229381443299,0.0351746248926061,0.0168220120230428,0.00575735024262942,0.435981046860306,NA,0.00100698174006439
"1110007L15Rik",0.0750218062305581,0.142222966747634,0.079232480095488,0.158594785498043,0.0254166928053672,0.0754359946303231,0.0203074443113973,0.029204185933317
"1110007M04Rik",0.0573487571281459,0.0789628640967259,0.121412212551443,0.593288402489516,0.122375452778806,0.103449741231441,0.0418159892886386,0.0908056440600819
"1110008F13Rik",0.120073195054999,0.136083699488583,0.29281310640373,0.443649165292014,0.129267167976969,0.092984605262567,0.0412986276870083,0.0594900849858357
"1110008J03Rik",0.0400246864656256,0.175750652741514,0.0556042820344223,0.0643169766891956,0.0154089198935733,0.196599176009953,0.0366966398411684,0.000802139037433138
"1110008K04Rik",0.0685150667398132,0.212361878453039,0.0668797959847449,0.015796304829125,0.0063888546061236,0.226136674494304,NA,0.000804721030042901
"1110008P14Rik",0.151110137788197,0.256052326291366,0.270053261765648,0.621852816956413,0.076326896264951,0.191942793147771,0.039394377606192,0.0555071832825424
"1110011D13Rik",0.0897283505701005,0.309312638580931,0.0779663444412179,0.502110123260533,0.0205585920296319,0.396521543419442,0.0873446902286483,0.0531115879828325
"1110011K10Rik",0.112476913782275,0.137202819272039,0.177065785180851,0.241602266541659,0.0539170150940487,0.125833987071789,0.0297241031157565,0.0205223880597015
