"","X","ranking","median","mean","sd"
"1","Ppia",483,0.013049737957449,0.037959997747608,0.0753401787782157
"2","Rpl19",22655,0.0306655167047036,0.0776189483830589,0.130193934389482
"3","Gapdh",25178,0.0350477695508151,0.0848097255527483,0.138380913852012
"4","Hprt",26637,0.0386553029979785,0.0786085663984449,0.102212369987845
"5","Rn18s",28247,0.044825587962062,0.0698524947825707,0.0831205071711556
