"","X","ranking","median","mean","sd"
"1","Ppia",17,0.00714190638494733,0.0124567661035995,0.0117467604070345
"2","Ubc",2171,0.0168952670357573,0.031441988664373,0.0343199070295201
"3","Gapdh",4052,0.0202400250524997,0.0188813757204384,0.00772620158915504
"4","Hprt",5115,0.0217209727894489,0.0410892533554845,0.0534801808433646
"5","Rpl19",6339,0.0232384397609312,0.0249756580471229,0.0161713148841377
