"","X","ranking","median","mean","sd"
"1","Ppia",642,0.00908867227317716,0.0282941087067249,0.0557546937988025
"2","Rpl19",24126,0.0223434586797886,0.0571023121754478,0.098596375006608
"3","Gapdh",25152,0.0237771025819336,0.0588525869419008,0.102468133126568
"4","Hprt",26153,0.025433005482379,0.107385289895701,0.179880510510137
"5","Rn18s",26851,0.0268183852510255,0.045997172759711,0.0567954339237217
