"","GSE65221","GSE119717","GSE115645"
"ACTG1",0.107361705034681,0.0583732052975135,0.249851226361821
"ACTG2",1.30534362617948,0.134174096845726,0.792157113485862
"ACTL6A",0.143007377188608,0.0350727723466037,0.166746595512714
"ACTL6B",0.0878355641212637,NA,0.338548905185385
"ACTL7A",0.0537513680462527,NA,0.431968584982636
"ACTL7B",0.0873788167353992,NA,0.207888108914524
"ACTL8",0.0903133297834091,NA,0.227597952812649
"ACTN1",0.242015965619823,0.0300908448790382,0.290161138993987
"ACTN2",0.0756152084896762,NA,0.21481995165302
"ACTN3",0.0588405343952823,NA,0.232848008678442
"ACTN4",0.156615052119918,0.0478126663017935,0.197951204174455
"ACTR10",0.135476395201537,0.0309126224034526,0.177274031351302
"ACTR1A",0.191514897063156,0.0224427378107832,0.167134788161144
"ACTR1B",0.104525111420451,0.0239933332954393,0.151465424880693
"ACTR2",0.163969939012636,0.0318365305886222,0.230302823112167
"ACTR3",0.212203182619406,0.0380480834916151,0.246214033711932
"ACTR3B",0.0610102712023121,NA,0.0667525192064063
"ACTR5",0.138824808214143,0.0232684291967119,0.126839161536231
"ACTR6",0.154658261450266,0.024017644254572,0.158664614666152
"ACTR8",0.126992967184181,0.0198525767269361,0.282471837102314
"ACTRT1",0.182944822384118,0.0307634304923792,0.194118748050328
"ACTRT2",0.0935721562784065,NA,0.217397643393063
"ACVR1",0.230238371468217,0.0366498987783129,0.220753648516561
"ACVR1B",0.0574863713970457,0.0280431912095057,0.172421211716944
"ACVR1C",0.245694009399004,0.0821177631226671,0.101960174338012
"ACVR2A",0.106483999100498,0.0198213156273485,0.118717786599225
"ACVR2B",0.054172331536169,NA,0.169230834214051
"ACVRL1",0.162650674529946,0.0315298433938652,0.258707406900693
"ACY1",0.286259637857015,0.0424618908240298,0.210998743938254
"ACY3",0.0742514959207485,NA,0.279409299397131
"ACYP1",0.119414019645466,0.0159084093515683,0.227652714106297
"ACYP2",0.200100341061101,0.0471083597983449,0.361695857870647
"ADA",0.220829200596197,0.0260815072136928,0.242127484135483
"ADAD1",0.0966580377007416,NA,0.240205444840056
"ADAD2",0.217643126556706,NA,0.262353505523126
"ADAL",0.156942987789187,0.0222026496519,0.211149568461862
"ADAM10",0.13971021861128,0.0424383334522503,0.235576432527893
"ADAM11",0.0911257416581873,NA,0.172249882193381
"ADAM12",0.062054700094344,NA,0.161280886869127
"ADAM15",0.19464052166401,0.0377056049777288,0.233486599524823
"ADAM17",0.15454861776459,0.0200359383279275,0.286042668169655
"ADAM18",0.0584804541316386,NA,0.167109473298342
"ADAM19",0.0809109551734451,0.070711166476116,0.181072779629324
"ADAM2",0.0857364973981608,NA,0.119654542553576
"ADAM20",0.0672760293774112,NA,0.142030727800949
"ADAM21",0.065590864483532,NA,0.233444427615948
"ADAM21P",0.0686109499529681,NA,0.221179397902992
"ADAM22",0.0580217109180413,NA,0.146486239094507
"ADAM23",0.125217040256076,NA,0.364046757371403
"ADAM28",0.0519179858907734,NA,0.210621374171267
"ADAM29",0.081290038410859,NA,0.156791836020021
"ADAM30",0.080123525172271,NA,0.143666751092078
"ADAM32",0.0861185486648105,NA,0.11918819401566
"ADAM33",0.0751563913164866,NA,0.0938408854336787
"ADAM3A",0.0578418743553801,NA,0.130118945068762
"ADAM5",0.0592733600883919,NA,0.162074832996378
"ADAM5P",0.0601535880182777,NA,0.255178972497569
"ADAM6",0.0613273699780155,NA,0.180039869190447
"ADAM7",0.0665044752774353,NA,0.184193680737229
"ADAM8",0.155766619702885,0.0705185045723038,0.332224749645783
"ADAM9",0.209104957842717,0.0203711317382562,0.238806620871915
"ADAMDEC1",0.0916776116071668,NA,0.228643406211427
"ADAMTS1",0.306145137331567,0.0611452718711161,0.333953473347856
"ADAMTS10",0.0908972655612714,NA,0.259214392048649
"ADAMTS12",0.0896046650457195,NA,0.285032801021669
"ADAMTS13",0.0730300939317207,NA,0.277052973396068
"ADAMTS14",0.0802207070811002,NA,0.178534644223976
"ADAMTS15",0.0976659041846858,NA,0.100616398581094
"ADAMTS16",0.0844128448544846,NA,0.208002644030814
"ADAMTS17",0.0728460347634841,NA,0.140583445586526
"ADAMTS18",0.160509494420256,NA,0.10727354797683
"ADAMTS19",0.083919425654161,NA,0.366602971246955
"ADAMTS2",0.177421708462862,0.0194533836954335,0.162709264123305
"ADAMTS20",0.0643347551147025,NA,0.0963821723418424
"ADAMTS3",0.121953404044335,0.0208198514066771,0.314131881298119
"ADAMTS4",0.0884374858993995,NA,0.228159393030165
"ADAMTS5",0.335975365640212,0.0670986477889679,0.352520252749409
"ADAMTS6",0.170629552506391,0.0214495435020442,0.188755979286056
"ADAMTS7",0.0883544073922777,NA,0.14948293192479
"ADAMTS8",0.0927439220760984,NA,0.174311653225869
"ADAMTS9",0.293740686506945,0.0576639672118657,0.573291404022862
"ADAMTSL1",0.070091609988696,NA,0.167151032610226
"ADAMTSL2",0.217317035531878,0.0677468128989027,0.228827704526384
"ADAMTSL3",0.238549970632418,0.0398208413163018,0.294654136302922
"ADAMTSL4",0.300282904053279,0.0415265461434202,0.482564760657145
"ADAMTSL5",0.116076945737073,0.021244407383573,0.181617511883214
"ADAP1",0.136726019766322,NA,0.221301456001014
"ADAP2",0.325965679837193,0.0486461295106941,0.249262586592026
"ADAR",0.152905878150025,0.0364714991948918,0.219211953988878
"ADARB1",0.119104969174206,0.0232543707305212,0.227188282050819
"ADARB2",0.0604826217244324,NA,0.311418139775472
"ADAT1",0.177659037795051,0.0269092620419536,0.131930809167219
"ADAT2",0.102042372203855,NA,0.246615988374912
"ADAT3",0.116306177223769,NA,0.184143892328859
"ADC",0.0551407063985012,NA,0.182735245363547
"ADCK1",0.190178137432858,0.0220176831440903,0.174192542015792
"ADCK2",0.130987407070378,0.02895399452665,0.0752179700711267
"ADCK4",0.170066746001404,0.0226478340907875,0.198425163083331
"ADCK5",0.119855456306775,0.0192445338442229,0.0876634465451738
"ADCY1",0.13722475454366,0.0553243804337597,0.174688959847483
"ADCY10",0.062513795634098,NA,0.46722248913443
"ADCY2",0.0757128719648029,NA,0.229008284345798
"ADCY3",0.206333085924495,0.0379864705934187,0.13024365812017
"ADCY4",0.218651474276392,0.036102082864025,0.270228557652912
"ADCY5",0.13329888685318,0.0202118014598822,0.187050116368088
"ADCY6",0.139343334680663,0.0527320640921741,0.255716964184627
"ADCY7",0.230748118978968,0.0520495014797048,0.186316865564146
"ADCY8",0.0816410224856997,NA,0.172604145665116
"ADCY9",0.185467358904101,0.0304570413673281,0.122851603421913
"ADCYAP1",0.0791389100952826,NA,0.295205097644439
"ADCYAP1R1",0.0649765828463877,NA,0.155706344745048
"ADD1",0.0877439005129543,0.0163353098401159,0.122404977090796
"ADD2",0.0557255087913364,NA,0.238031263734526
"ADD3",0.178218068174115,0.0832112442862198,0.199905431012299
"ADH1A",0.269543283594898,0.0929414190131645,0.290933628112062
"ADH1B",0.309830080680601,0.123972990526271,0.261142537775592
"ADH1C",0.272804962620794,0.0785387544023402,0.12237315407584
"ADH4",0.0715926177771577,0.0277073882249844,0.174570936283873
"ADH5",0.106799987625978,0.0658793776347443,0.17841704581367
"ADH6",0.0594120768727201,NA,0.244014782743009
"ADH7",0.0666476738427956,NA,0.150154759510715
"ADHFE1",0.191384132637274,0.0547591163584081,0.1499100021207
"ADI1",0.244264390886789,0.0518484513585695,0.202071982969535
"ADIG",0.0789625598526135,NA,0.213735523086571
"ADIPOQ",0.276592987172706,0.1044916838646,0.610689295379171
"ADIPOR1",0.136138919264478,0.032122702424807,0.160494505183963
"ADIPOR2",0.223064160034423,0.0581604488044178,0.252594764988537
"ADK",0.127394654179966,0.0234579363922124,0.299725551732911
"ADM",0.269701541961408,0.0591473494017066,0.23848295915114
"ADM2",0.0754112965900231,NA,0.184719071640842
"ADNP",0.139083555925648,0.0284042356897655,0.161607502747532
"ADNP2",0.134552128997033,0.0131776095426068,0.174168614983344
"ADO",0.162218030526791,0.0258260541081004,0.106001392922269
"ADORA1",0.172804220526205,0.0472420361692265,0.491915369059095
"ADORA2A",0.0809777936974429,0.0335084271100744,0.286863548981796
"ADORA2B",0.119708860442288,NA,0.221067626827417
"ADORA3",0.169527639407938,0.0347620773369209,0.127234763234506
"ADPGK",0.101086059558392,0.0427594844743442,0.122391854866423
"ADPRH",0.134142485421701,0.0205070858438094,0.153103544200884
"ADPRHL1",0.080930806805774,0.0198644217236247,0.167052556429357
"ADPRHL2",0.141165866407048,0.0270026444860322,0.128826925311562
"ADRA1A",0.146481710523992,0.0155144455169087,0.166456449165588
"ADRA1B",0.22817474406739,0.0428349139737186,0.161338060875152
"ADRA1D",0.0735467732490215,NA,0.212060078545172
"ADRA2A",0.233246089537907,0.0404615946127055,0.312211175817049
"ADRA2B",0.122295238257376,0.0288112491347147,0.187278246214979
"ADRA2C",0.0670767217934509,NA,0.183575840122385
"ADRB1",0.264566709103587,NA,0.236315304535844
"ADRB2",0.255713145061125,0.0289999973740849,0.404067038762328
"ADRB3",0.149252347757202,NA,0.364559302010724
"ADRBK1",0.194050555811697,0.0550133547841866,0.15513189742442
"ADRBK2",0.168384513866085,NA,0.194416407496346
"ADRM1",0.181059177346554,0.0174322597433645,0.127342846515411
"ADSL",0.141492771505502,0.022135687887913,0.0919054708117345
"ADSS",0.116185677313948,0.0280003431279385,0.138874522005889
"ADSSL1",0.119823797688327,0.0634825026634176,0.213975560785617
"AEBP1",0.367780007964331,0.0575464479789077,0.297949061914552
"AEBP2",0.128363287703906,0.0230940497999481,0.20025657536822
"AEN",0.139679373275619,0.0349752929027224,0.142280318992175
"AES",0.233074206098817,0.0317634333419803,0.250533694879047
"AFAP1",0.0537001836715539,0.0418600967645128,0.147127889010889
"AFAP1L1",0.185511707829806,0.0399739488203478,0.248708327874432
"AFAP1L2",0.225360479098195,0.0538051318688836,0.132265100375192
"AFAR3",0.143515007362303,NA,0.25612128166103
"AFARP1",0.0532319752345021,NA,0.145174673790779
"AFF1",0.153933747414519,0.0434318236664932,0.12865174840008
"AFF2",0.338000591083831,NA,0.175490023155172
"AFF3",0.334511360658183,0.0405545942319431,0.163303295653912
"AFF4",0.166008530991269,0.0370870645383026,0.196876258763025
"AFG3L1",0.0599628579334044,0.0251065396544849,0.133358058387385
"AFG3L2",0.120086891679404,0.0286253723190066,0.0790158267290291
"AFM",0.0759877495132257,NA,0.307140314167778
"AFMID",0.145862492703864,0.0280763700320033,0.160828794788499
"AFP",0.0675549184151935,NA,0.209932707302491
"AFTPH",0.101942779653445,0.0166885829371228,0.311302847443655
"AGA",0.179348865103686,0.0269264041229544,0.169521113148688
"AGAP1",0.0511271424933233,NA,0.114550621493394
"AGAP11",0.0591743263053626,NA,0.257339800310953
"AGAP2",0.0752904367177853,NA,0.188000028140119
"AGAP3",0.102537778661211,0.0297862053757463,0.170793898644564
"AGAP6",0.232957057377782,0.037867138806223,0.325203915340432
"AGAP7",0.0699813326350318,NA,0.122870805318332
"AGAP8",0.311438126002118,0.022127914421612,0.3555209071619
"AGBL1",0.046321940380601,NA,0.148463294337845
"AGBL2",0.048571471586353,NA,0.181868033039015
"AGBL3",0.0826458533152928,NA,0.271387850069381
"AGBL4",0.083062684343111,NA,0.199972799101611
"AGBL5",0.106814559017638,0.016880717886182,0.141397534116739
"AGC1",0.0830048428556204,NA,0.260202943574845
"AGER",0.0974164846587074,NA,0.127178010033109
"AGFG1",0.186829609782689,0.0177753004711542,0.165332640417733
"AGFG2",0.0841509473948198,0.0179463907423532,0.157075711896206
"AGGF1",0.15868587575083,0.0244473049156605,0.278910208915998
"AGK",0.0854914982848289,0.0178978224504223,0.161200343878002
"AGL",0.047202194692075,0.028824605382791,0.0639115784133862
"AGMAT",0.0827898157489262,NA,0.436565149354675
"AGPAT1",0.0641348841042746,0.0201873142054907,0.252818865228937
"AGPAT2",0.2620197742722,0.084418021829201,0.217711316304356
"AGPAT3",0.177393355012804,NA,0.256881599105011
"AGPAT4",0.164825687460218,0.0332823102556205,0.136010999279579
"AGPAT5",0.136422653954875,0.022802688287564,0.299542211800325
"AGPAT6",0.161262967811259,0.0239067667086747,0.233584110215563
"AGPAT9",0.826119223612318,0.0888043760663335,0.43763782117967
"AGPS",0.123641936207044,0.0205563668377934,0.112672834386731
"AGR2",0.0618061646464398,NA,0.166547450885752
"AGR3",0.072746639515061,NA,0.161831744575133
"AGRN",0.145952429638052,0.0378247118440818,0.202843619500658
"AGRP",0.0630168533070682,NA,0.130996236380431
"AGT",0.419824361954454,0.042989190579344,0.262713614171682
"AGTPBP1",0.13353326889451,0.0170632339270597,0.162722271068418
"AGTR1",0.247581033248048,0.0591804799595732,0.299666535592332
"AGTR2",0.0965121031883124,NA,0.164640457786283
"AGTRAP",0.1675409176446,0.0282562280100715,0.181341421968407
"AGXT",0.132362639354062,NA,0.220561760418137
"AGXT2",0.0663610942144497,NA,0.209480677611202
"AGXT2L1",0.059804213903214,NA,0.235844682440724
"AGXT2L2",0.149693236195301,0.0241898733449226,0.191803068482517
"AHCTF1",0.265490815483328,0.0242662172656665,0.374022461612436
"AHCY",0.171048087564399,0.0434183682745261,0.23051040890216
"AHCYL1",0.13042150141242,0.0328324890087362,0.0985397349992201
"AHCYL2",0.126670666505238,0.015584216360364,0.111727400028013
"AHDC1",0.149044236664872,0.0438663704301946,0.144155439920579
"AHI1",0.260085593890145,0.0333909335726652,0.234377661505069
"AHNAK",0.342325062056681,0.0659011792526061,0.278981800342757
"AHNAK2",0.313461399722138,0.0777407552862283,0.370040562717812
"AHR",0.136396446819313,0.0231451115963089,0.408823996181473
"AHRR",0.0911868492126375,NA,0.244126953588499
"AHSA1",0.117489650130736,0.0186538659471208,0.137591841108869
"AHSA2",0.176170351402665,0.0314881117732485,0.403786871120184
"AHSG",0.069911569628915,NA,0.34708875185451
"AHSP",0.227830648113551,0.0575299405542106,0.136944054363222
"AICDA",0.0972363581898065,NA,0.177874052066581
"AIDA",0.137840919682229,0.0213992105359726,0.306695702059041
"AIF1",0.328087059457983,0.0724282024053321,0.536727240157637
"AIF1L",0.1790137522148,0.0472155344538418,0.260618999573224
"AIFM1",0.153985670141368,0.0204220117442165,0.082863451600314
"AIFM2",0.176930441302992,0.0740908425547232,0.176841680992793
"AIFM3",0.078572899958088,NA,0.229114255424157
"AIG1",0.203304708438074,0.0281043531328957,0.254424299678809
"AIM1",0.196507586181832,0.0263743077555347,0.222061263624642
"AIM1L",0.0396435464639103,NA,0.151280354259509
"AIM2",0.0912877365908456,0.107345631493321,0.113839195414842
"AIMP2",0.197461685289709,0.0175223901463095,0.199540497475562
"AIP",0.111324121341965,0.0319069832861613,0.211040555614336
"AIPL1",0.0590277253872816,NA,0.221382641275267
"AIRE",0.0615221136052545,0.0159396582879725,0.225456861098254
"AJAP1",0.0723037980055354,NA,0.193010415816435
"AK1",0.215360602835464,0.023054676140683,0.199125217252529
"AK2",0.288684237862148,0.0344813599080678,0.192448405346779
"AK2P2",0.160305852754517,0.0576859241490976,0.291462906496698
"AK3",0.154631486164627,0.0400019770227242,0.166818363099715
"AK3L1",0.367797504758071,0.0701806630257025,0.171708202244336
"AK5",0.0631085199274392,NA,0.22267263224851
"AK7",0.091863556429069,NA,0.270633891084538
"AKAP1",0.196973358239376,0.0564994860405467,0.228589246113416
"AKAP10",0.11384157709641,0.0258654752590254,0.144029733102235
"AKAP11",0.17731732457305,0.025653550693278,0.502678250314041
