"","X","ranking","median","mean","sd"
"1","UBC",28,0.0386109293666377,0.0386109293666377,0.0454943016814084
"2","RPL19",39,0.0412716056761823,0.0412716056761823,0.0471731089875833
"3","HPRT1",3115,0.0861073689747475,0.0861073689747475,0.0825888909302325
"4","GAPDH",4242,0.0944081843328774,0.0944081843328774,0.104786480653251
"5","PPIA",5694,0.103316662690714,0.103316662690714,0.0905953643258606
