"","X","ranking","median","mean","sd"
"1","HPRT1",981,0.0622339727014719,0.0887833936287673,0.0755724177754395
"2","RNA18S5",2914,0.0767625889365799,0.11281678154525,0.0967279576115946
"3","GAPDH",5465,0.091719280253492,0.0922055910948608,0.0579282416699423
"4","RPL19",15909,0.140189680387754,0.127017148495757,0.106935231607976
"5","UBC",22995,0.171774840198106,0.127632654754498,0.0906194154533994
"6","PPIA",25535,0.187020471606613,0.163325990356162,0.128145462247735
