"","GSE32512","GSE27666"
"ACAA1",0.0307267191772854,0.211780020520199
"ACAA2",0.0404125130343893,0.300734673480249
"ACACA",0.0706239009173596,0.455962554356652
"ACACB",0.0382738396814041,0.3500480766244
"ACAD10",0.0566944094953959,0.270524036757105
"ACAD11",0.0283509089932956,0.205416781655493
"ACAD8",0.0330797214503236,0.161590856950472
"ACAD9",0.0276077115476007,0.180931752902914
"ACADL",0.0659082488757507,0.409237753128615
"ACADM",0.0457840054558156,0.279303162568701
"ACADS",0.048079512890689,0.309048737300575
"ACADSB",0.0978250708514549,0.311631468286823
"ACADVL",0.037191933114351,0.269082705672999
"ACAN",0.0347735800162566,0.317588575835006
"ACAT1",0.0309419903104893,0.245309740806237
"ACAT2",0.0343085304737793,0.237322395237151
"ACBD3",0.0260615543751098,0.175501540845979
"ACBD4",0.111264834206802,0.344837814417982
"ACBD5",0.0472951252633001,0.325731518489993
"ACBD6",0.0413314460593851,0.2153650538759
"ACBD7",0.034663822591062,0.329086484084071
"ACCN1",0.0325489465845617,0.234397665661775
"ACCN2",0.055157546714786,0.258252136355225
"ACCN3",0.0642649825960246,0.215568822061578
"ACCN4",0.0497821336735552,0.358893578535761
"ACCN5",0.0460674457029641,0.427868190671102
"ACD",0.047513518630144,0.236604141991796
"ACE",0.0354177008022849,0.219783561909658
"ACE2",0.129157261363873,0.42709194032554
"ACHE",0.0480963777639081,0.327151604842314
"ACIN1",0.0218409061873177,0.137864722995903
"ACLY",0.0444276549992816,0.310507849045302
"ACMSD",0.0866579631221281,0.252388209897022
"ACN9",0.0326315157464447,0.203105472139837
"ACO1",0.0187042286877843,0.160796796278019
"ACO2",0.0573015273770961,0.349739171106127
"ACOT1",0.0571782889914989,0.356855218661276
"ACOT11",0.0574216349649024,0.310056873749268
"ACOT12",0.0555353835456495,0.331142991115904
"ACOT2",0.0707007475677554,0.457177504857849
"ACOT4",0.0462647426720699,0.294238830919498
"ACOT6",0.0421263733501157,0.406927954586828
"ACOT7",0.053957362919051,0.279695041976066
"ACOT8",0.0984445790278093,0.319949248100037
"ACOT9",0.0366801291679638,0.195652718019566
"ACOX1",0.102119175414478,0.36946902946486
"ACOX2",0.028022264910861,0.225722571001982
"ACOX3",0.0324700055961626,0.17903419547011
"ACOXL",0.033854204878441,0.34927439374278
"ACP1",0.0186155268548301,0.158122701129616
"ACP2",0.0515951478500903,0.273347423745197
"ACP5",0.238249759005227,1.08584473460481
"ACP6",0.103860531298034,0.41708988626872
"ACPL2",0.0553372021443646,0.210411933416616
"ACPP",0.0467478682040706,0.386490948054818
"ACPT",0.0593243862477319,0.335163373521356
"ACR",0.11033887902482,0.351395008513113
"ACRBP",0.30091635585233,0.976345100969765
"ACRC",0.064793729949093,0.253786045506504
"ACRV1",0.0608365380360346,0.265123773384327
