"","GSE33070","GSE73655","GSE41223","GSE54280"
"A1BG",0.0273497168290243,0.0264482639648179,0.122579000749852,0.00801365382902482
"A1CF",0.0275591237757649,0.0285473151932975,0.268963216625932,0.0113242271048379
"A2M",0.0168281972985028,0.0175506572999412,0.595488323973769,0.140367849050768
"A2ML1",0.0409437429982963,0.0381699149166524,0.354393044873382,0.00478682987644586
"A3GALT2",0.0558080996167434,0.0624398975159435,0.169272179301939,0.022571346202627
"A4GALT",0.0238079003804975,0.0273120436309416,0.772744232690864,0.0350342003612293
"A4GNT",0.0416633329930471,0.0602992901044241,0.387997196230366,0.0213971448911562
"AAAS",0.0275636244084628,0.0219107178736343,0.208214752660221,0.0173285565637723
"AACS",0.0386242053516571,0.0552195079644722,0.181490198716626,0.0173811093738444
"AADAC",0.177749932705394,0.217513251112955,0.186846231296326,0.0311356118026902
"AADACL2",0.108708775705586,0.0100784893971632,0.109780387559592,0.0168917422853993
"AADACL3",0.0429305105689372,0.0805904618029141,0.576712281313868,0.0167615585911914
"AADACL4",0.0340362608565761,0.0508119241092452,0.197600619583953,0.0292040798093077
"AADAT",0.0446068086282984,0.0254617100291434,0.0712409383383505,0.0206911883842305
"AAED1",0.0180820141187658,0.0469911110290791,0.122843593260028,0.0377325971665656
"AAGAB",0.0245566806852404,0.0195035292137604,0.157134884549147,0.0106877528089761
"AAK1",0.0242091824379282,0.045802579771819,0.176677402019213,0.00877835681948604
"AAMDC",0.0587797998139938,0.0150194858536363,0.15228434482627,0.0185117998797613
"AAMP",0.00773964021152148,0.0321812215391234,0.107908706231467,0.0236398300507879
"AANAT",0.0336589144808287,0.00524828773654499,0.0476614950542077,0.00922422095420597
"AAR2",0.00857890801933344,0.0295564218821509,0.0756876653769304,0.00321354854498336
"AARD",0.050157867598255,0.0568116827843687,0.329627662202221,0.0795887634700535
"AARS",0.012723623088728,0.0531456845247514,0.240253825612316,0.0101231709870899
"AARS2",0.043292626458069,0.00572201435197995,0.348610382476438,0.0144453062083571
"AASDH",0.0583174689053908,0.0327515853700041,0.0927348239421887,0.039327069624134
"AASDHPPT",0.018752888496521,0.0169119203603306,0.0336053724597133,0.0198087849158898
"AASS",0.0420920540293213,0.0469772124677808,0.444278308459658,0.0719694342752812
"AATF",0.0202219177068572,0.0211022522150255,0.0988518430064047,0.0132089313269235
"AATK",0.0318050191403882,0.047043345654472,0.0539379593281716,0.00609282709650458
"AATK-AS1",0.0334681603634796,0.011166017821646,0.102873577020162,0.0136123228273589
"ABAT",0.0308954016207626,0.0203998132663928,0.10873122565225,0.0180739259270107
"ABCA1",0.0415687071711142,0.0289139615083085,0.993111448275183,0.04399966423962
"ABCA10",0.0735685907739842,0.037103260892055,0.123030594468722,0.0920609342843411
"ABCA11P",0.03126833268116,0.045692758903346,0.461252492725853,0.0144028557240984
"ABCA12",0.0145243351593094,0.0186017457161775,0.0723997129373653,0.00813892374124167
"ABCA13",0.0378836500258205,0.0292694194129541,0.348419521454872,0.00357016830936394
"ABCA2",0.0525113082646559,0.050378510774169,0.151757219331226,0.0639192849000308
"ABCA3",0.0327742290189401,0.0210860300998863,0.0673543160894943,0.0735997744542699
"ABCA4",0.0337986132079012,0.0245716058832694,0.107697342479177,0.0214422789520499
"ABCA5",0.079180182253001,0.0692558855922163,0.425355860743902,0.0589171385114285
"ABCA6",0.0525409635626104,0.0263644416062981,0.504770910852639,0.210331495523679
"ABCA7",0.0418351829682082,0.0159573859814143,0.0483192662244503,0.0172520658095737
"ABCA8",0.0455390219402433,0.0897219117588562,0.879688648726271,0.0833103584625722
"ABCA9",0.0587149904700233,0.0222087849790071,0.403892778701964,0.141817746071397
"ABCB1",0.0136658311712706,0.0469897894605184,0.452491875469814,0.0232073045323554
"ABCB10",0.0515592503152512,0.00415655158988604,0.282692922242854,0.0157491719894571
"ABCB11",0.0872967960794453,0.102291424225507,0.429314475489717,0.0362092853863938
"ABCB4",0.0435675500024287,0.0270397270743341,0.205975396750081,0.0528545103565054
"ABCB5",0.0632497821633979,0.0467415632545095,0.441093447518956,0.0129383899988199
"ABCB6",0.0255353406813138,0.0309652788787193,0.116673661898967,0.0811918833069709
"ABCB7",0.0207150251367192,0.0592324944989415,0.0765139410559432,0.0117535917082501
"ABCB8",0.0439795300173371,0.00718436957465149,0.0829858509233169,0.0123214182751292
"ABCB9",0.0410353524476953,0.0203396225172191,0.0485819208840699,0.0176333180764552
"ABCC1",0.0416551886475193,0.0311159244705527,0.587035637825817,0.035246275616579
"ABCC10",0.0330851731016999,0.0132152740566678,0.219294148556763,0.0145782415975263
"ABCC11",0.0415070676502739,0.0259550186704134,0.101339534489572,0.0154670392843184
"ABCC12",0.0264121249791807,0.0292639659559624,0.324931527269644,0.0256755802904809
"ABCC13",0.0195532224688634,0.0866259469519939,0.0378849930495955,0.0115680104665911
"ABCC2",0.0492825170110263,0.0353016490157615,0.971339652875964,0.0450983502379438
"ABCC3",0.0499029685148265,0.0202294150450097,0.317196217678536,0.178018566815883
"ABCC4",0.0781401296199265,0.0235157718758295,0.410358237566302,0.0298446627621277
"ABCC5",0.0468616082884487,0.0999631460225545,0.286210248577969,0.0439424164729721
"ABCC6",0.0843288346239983,0.0368975546141192,0.229243359630757,0.0243795108653701
"ABCC8",0.0153188099747031,0.00197267775212441,0.177672059649771,0.0131801195144781
"ABCC9",0.0447141859016014,0.0369393156620848,0.329070178356164,0.091113234187424
"ABCD1",0.0645817754654727,0.00988944923252095,0.0221524964426572,0.018561409027863
"ABCD2",0.107204070380545,0.0788601413849217,0.582978983693826,0.025862195783244
"ABCD3",0.0442967167588688,0.114036382562971,0.142943164592834,0.0246317733250055
"ABCD4",0.0147407326732981,0.00671839613052253,0.171622756916088,0.0344813911184978
"ABCE1",0.0967850764839637,0.0685630850881202,0.125655194357046,0.0227052464837782
"ABCF1",0.0358828069223388,0.00931354983389336,0.088272665954374,0.0135111712240265
"ABCF2",0.0350172794269008,0.0368071479050331,0.125571374369679,0.0195979880542226
"ABCF3",0.0285956472690332,0.0276851254736344,0.160605657685409,0.0107977966121749
"ABCG1",0.0736900709158024,0.0769607429217992,1.73399110197252,0.00735348933934591
"ABCG2",0.0424877293481938,0.0638954518776925,0.206365266230441,0.0141916236341008
"ABCG4",0.0198653346292022,0.0463036491483625,0.143189828230699,0.00659076422403017
"ABCG5",0.0221202325622299,0.0285201604876922,0.101945841748717,0.0127891645702262
"ABCG8",0.0680576540285323,0.0382485595959707,0.0877675822278737,0.0190982801091167
"ABHD1",0.0370670838535814,0.0399205298654785,0.117970184101079,0.0304454789757102
