"X","medianGPL570","medianGPL6244","medianGPL10558","medianGPL6947"
"7A5",NA,NA,0.0369482900016588,0.175658867888514
"A1BG",0.113694952127332,0.0313480697562878,0.0425754240671352,0.123417444248851
"A1BG-AS1",0.0902845132131613,NA,NA,NA
"A1CF",0.0917621240913956,0.0399874234365473,0.0295135154375787,0.149389517761087
"A26A1",NA,NA,NA,0.128792971436685
"A26B1",NA,NA,NA,0.191649403471469
"A26C1B",NA,NA,NA,0.175387020714072
"A26C3",NA,NA,0.0382937123971661,0.144871478582879
"A2BP1",NA,NA,0.0255104654485086,0.0908367842048262
"A2LD1",NA,NA,0.0831068215087513,NA
"A2M",0.0617987229739717,0.104473781489669,0.052758707866545,0.269649790906865
"A2M-AS1",0.108079906474591,NA,NA,NA
"A2ML1",0.11631839301438,0.0557249531073741,0.0454212361696847,0.177632434595123
"A2MP1",0.121795136672505,NA,NA,NA
"A3GALT2",NA,0.0529429824354143,0.0347275657038731,0.122844419147931
"A4GALT",0.097837341025408,0.0385533560963866,0.0736410850003205,0.261977212766088
"A4GNT",0.0929806382578689,0.0666272576935647,0.0708922756683318,0.204673701460034
"AA06",0.135735467631293,NA,NA,NA
"AAA1",NA,NA,0.0299681899613155,0.108617834297633
"AAAS",0.0505129798853223,0.0308956061262023,0.0420046445056277,0.160063288264113
"AACS",0.0987316564473598,0.0801553627544907,0.0607692716616854,0.389916173165839
"AACSL",NA,NA,0.0677932770894316,0.212857220677583
"AACSP1",0.144571881020675,NA,NA,NA
"AADAC",0.254933378849883,0.245500620711789,0.12378665172199,0.424314513360511
"AADACL1",NA,NA,0.070579325686379,0.285452124744465
"AADACL2",0.280332027582717,0.0838331928459286,0.0948560486898342,0.169035238164487
"AADACL3",NA,0.0747251069425413,0.0420833666267387,0.144835723958745
"AADACL4",NA,0.0933425786073159,0.0717521226590528,0.211823401964507
"AADACP1",0.132701700715155,NA,NA,NA
"AADAT",0.0954153204238155,0.0493694291968823,0.0369870132511887,0.10102476081587
"AAED1",0.0927018341017495,0.0537627773353594,NA,NA
"AAGAB",0.0756014886400042,0.0503964727924302,0.0474738570481887,NA
"AAK1",0.0870318945071634,0.0371093250612379,0.0389217863529733,0.129091581816298
"AAMDC",0.0503642833138391,0.0542355012908636,NA,NA
"AAMP",0.0403865329570166,0.0273663706199471,0.036237530710685,0.213567964212968
"AANAT",0.142890991966182,0.0453317954822324,0.0385085069643745,0.163176694459219
"AAR2",0.038568488070797,0.0266674147680092,NA,NA
"AARD",NA,0.0934442774876891,NA,NA
"AARS",0.032515683201686,0.0270254011479946,0.0218733690549958,0.140768878836838
