"","X","ranking","median","mean","sd"
"1","Ppia",16,0.0234694589978929,0.0403729410224947,0.0439134708631802
"2","Ubc",703,0.038734195916097,0.0783905121807377,0.0874458061755726
"3","Hprt",3672,0.0509732160682767,0.116533610511273,0.166787899335673
"4","Rpl19",4313,0.0528377003669829,0.0587497505133787,0.0528374414804667
"5","Gapdh",9573,0.0669627937087045,0.11516453170863,0.159800330860969
"6","Rn18s",21077,0.184078530312743,0.26798049352134,0.345656355747696
