"","X","ranking","median","mean","sd"
"1","Ppia",69,0.00697820033627674,0.0308988331468792,0.0545219566407963
"2","Rn18s",72,0.0069952295669678,0.114443290189053,0.243796669593551
"3","Rpl19",393,0.00924963519710939,0.0410220034754402,0.0737649188477154
"4","Ubc",925,0.0110892600980892,0.0786317660494143,0.154847469294588
"5","Gapdh",2682,0.0141166791523973,0.125491176841426,0.25490924980544
"6","Hprt",4659,0.0165954281281918,0.0615559075235778,0.0890858568694357
