"","GSE32512","GSE27666"
"AKAP12",0.0447592287280936,0.252132287109553
"AKAP13",0.0389819358498694,0.216452772148889
"AKAP14",0.0208752949143174,0.218530464157843
"AKAP2",0.0566366877880091,0.18156091115744
"AKAP3",0.0681153758031146,0.215425528297262
"AKAP4",0.0342801080622574,0.209097234372057
"AKAP5",0.0485021700578585,0.243197859589312
"AKAP6",0.0318278025035154,0.29921385305606
"AKAP7",0.0611593264432579,0.25020905335145
"AKAP8",0.0205523996502455,0.135563584144463
"AKAP8L",0.0383826648690747,0.164953201641364
"AKAP9",0.0380792970590752,0.193604081347743
"AKNA",0.0391325303576269,0.246239677849505
"AKR1A1",0.0134343923918355,0.106227208172108
"AKR1B1",0.0189934369991972,0.138177983127975
"AKR1B10",0.0466380677544621,0.291742564467211
"AKR1C1",0.0318154615139765,0.307793892861475
"AKR1C2",0.0321262134585709,0.200003468857033
"AKR1C3",0.0301264547605768,0.267032686673344
"AKR1C4",0.0182526611035135,0.155565711005703
"AKR1CL1",0.0612983004109144,0.244680207817497
"AKR1CL2",0.051531319550791,0.252010234194307
"AKR1D1",0.0118405867319648,0.100041058896051
"AKR7A2",0.018445406321051,0.159321475669745
"AKR7A3",0.021363113339524,0.185514370509587
"AKT1",0.0147841113385453,0.109592917397008
"AKT1S1",0.0680578393121863,0.19013202240073
"AKT2",0.0835451271437242,0.270397811661737
"AKT3",0.0270898483911735,0.149616627944763
"AKTIP",0.0232390158609342,0.100549635095585
"ALAD",0.0639826722375409,0.233320831735776
"ALAS1",0.0579532911689951,0.172962182833377
"ALAS2",0.103005928338544,0.39995702136948
"ALB",0.0262783276770346,0.198314106279832
"ALCAM",0.145826474931092,0.650174260542147
"ALDH16A1",0.0491307958746022,0.205958469033914
"ALDH18A1",0.0376460371576377,0.232321747631357
"ALDH1A1",0.031514184956806,0.269091588242387
"ALDH1A2",0.0633655218540025,0.328223147117067
"ALDH1A3",0.082373083004619,0.49992114927161
"ALDH1B1",0.0545037840203756,0.230766404122027
"ALDH1L1",0.0739812070940979,0.51043613578168
"ALDH1L2",0.0471835833959927,0.206653703566112
"ALDH2",0.0179653567450542,0.177213833500952
"ALDH3A1",0.0452800396742849,0.295931269737196
"ALDH3A2",0.0220680839189334,0.182575334323884
"ALDH3B1",0.0457607461686258,0.245967892091834
"ALDH3B2",0.0238295893472116,0.173047970344465
"ALDH4A1",0.0490905191047413,0.257404139404611
"ALDH5A1",0.0401197026704937,0.161861130029119
"ALDH6A1",0.0571848646126638,0.3347898443841
"ALDH7A1",0.0210519474542686,0.137600559792278
"ALDH8A1",0.0340991551084167,0.237445808835083
"ALDH9A1",0.0156410666558945,0.157078876119027
"ALDOA",0.0209708256494357,0.145133778744302
"ALDOB",0.0720387163309559,0.249863103778195
"ALDOC",0.0408769759903988,0.365944582414792
"ALG1",0.0734350332331914,0.226755396462567
"ALG10B",0.0458676785860876,0.202365595503475
"ALG11",0.0838460217430951,0.279797903539719
"ALG12",0.0682808606835116,0.209822982352251
"ALG13",0.0220394375508028,0.131824648588815
"ALG14",0.0353906947446852,0.180200382078956
"ALG2",0.0341751438438632,0.141310745879715
"ALG3",0.0162700909275346,0.13295154026863
"ALG5",0.0272741251361592,0.175360292527784
"ALG6",0.0264610599954293,0.144931587753016
"ALG8",0.0223224890828111,0.133096543123721
"ALG9",0.0237181203336514,0.172936133486015
"ALK",0.0510523301934127,0.203648193260277
"ALKBH1",0.0338041957777651,0.135120339480614
"ALKBH2",0.0300218017008325,0.149310111817702
"ALKBH3",0.0224629233005888,0.139777438963816
"ALKBH4",0.0672578538111309,0.202815007898946
"ALKBH5",0.00958452109235176,0.0827565583028475
"ALKBH6",0.023604797519874,0.121924771626938
"ALKBH7",0.0268761639770729,0.157135649086722
"ALKBH8",0.0530408121728908,0.177955292274574
"ALLC",0.0263879607603897,0.208379275004909
"ALMS1",0.0612631960365626,0.214785350393472
"ALOX12",0.0812668094974632,0.478508883243512
"ALOX12B",0.033168588501911,0.277450104684147
"ALOX12P2",0.0232776850852406,0.213520954383845
"ALOX15",0.0248630198925672,0.169224845327971
"ALOX15B",0.0294741161026372,0.202855889658313
"ALOX5",0.0388512440684389,0.268106354136378
"ALOX5AP",0.0560317859183622,0.427014375068515
"ALOXE3",0.0445767532140284,0.24928828252253
"ALPI",0.118910342382653,0.415963715940747
"ALPK1",0.0447103907074339,0.23260922199719
"ALPK2",0.116625816564349,0.368910658585038
"ALPK3",0.106690370522042,0.499574569667649
"ALPL",0.0741118410097347,0.466110336124483
"ALPP",0.024692709609673,0.194208968342896
"ALPPL2",0.0886954340161968,0.326057196340234
"ALS2",0.0194142871228611,0.123220008017312
"ALS2CL",0.0498321825202675,0.236225573470337
"ALS2CR11",0.0289850440816812,0.282566438520974
"ALS2CR12",0.0446103541533584,0.33016838768937
"ALS2CR13",0.0264866437621168,0.170861436764698
"ALS2CR14",0.0348411287332983,0.204697190335724
"ALS2CR16",0.0717109600282657,0.208869805220974
"ALS2CR2",0.0440876982216405,0.33359614810569
"ALS2CR4",0.0279003846338485,0.166103809943476
"ALS2CR8",0.0627588824805656,0.206242766375408
"ALX3",0.0394446069991435,0.179926658190198
"ALX4",0.0334580291932783,0.270535807316079
"AMAC1",0.0703025431252003,0.217783600084982
"AMAC1L1",0.0333250409112443,0.257821624313249
"AMAC1L2",0.0441986839408135,0.219632715439907
"AMACR",0.0686935725727305,0.245247652972737
"AMBN",0.0177487725291149,0.148047204094898
"AMBP",0.0424237092227492,0.18389127864649
"AMBRA1",0.0544768726009975,0.224350188986491
"AMD1",0.0283438745839459,0.14592056892347
"AMDHD1",0.0662039450981571,0.235331786889639
"AMDHD2",0.0487342310653363,0.17347796335906
"AMELX",0.0282890943271562,0.291722485536615
"AMELY",0.0390325843782239,0.229002648991744
"AMFR",0.033618386570219,0.234170097626984
"AMH",0.0328278494694406,0.247868147635749
"AMHR2",0.0528561377000401,0.330263740319246
"AMICA1",0.137387410272814,0.937078326001395
"AMIGO1",0.0690136414596275,0.208203939745075
"AMIGO2",0.0627469445742556,0.19407427093267
"AMIGO3",0.0424804888382256,0.221215501938954
"AMMECR1",0.0628742323013576,0.238030788715835
"AMMECR1L",0.039861456870692,0.220310487275467
"AMN",0.0337350541672754,0.252816607635288
"AMN1",0.0741158928572493,0.236666414508495
"AMOT",0.0444063218521681,0.276662885382771
"AMOTL1",0.0415028006941687,0.216819718801706
"AMOTL2",0.0774354021520174,0.228082452076996
"AMPD1",0.032581370605387,0.301463340758853
"AMPD2",0.0291575898724364,0.200271847030141
"AMPD3",0.0212344978612975,0.148841741691359
"AMPH",0.0493452153679644,0.43471999831797
"AMT",0.0401284336511765,0.241550105719987
"AMTN",0.0273516721783123,0.238034271918223
"AMY1A",0.0250043944025281,0.213279505813097
"AMY1B",0.0625377379533418,0.22319695321821
"AMY1C",0.0248688214351215,0.22459054209473
"AMY2A",0.0378604189839762,0.193198269329294
"AMY2B",0.0638487310510861,0.22670266172943
"AMZ1",0.0345352915310762,0.246054511360594
"AMZ2",0.0200652999008155,0.120638053261857
"ANAPC1",0.0449617209525047,0.19128222693632
"ANAPC10",0.0196564596800777,0.123385997271315
