"","X","ranking","median","mean","sd"
"1","RPL19",242,0.0941346886852686,0.100608938700756,0.0654678403736962
"2","UBC",422,0.0998792550256884,0.101429112970935,0.0644387879546369
"3","HPRT1",8766,0.158439471290964,0.143204741182404,0.0749343962640971
"4","PPIA",18601,0.199764617448459,0.163195941420089,0.0833407241932841
"5","GAPDH",19330,0.204171513456645,0.179765166079156,0.0988516617726175
