"","GSE118876","GSE104955","GSE87661","GSE79711","GSE60150"
"1700007J10Rik",0.0187277051129608,0.0388602658548135,0.0963012689612851,0.0294540702261967,0.0194237288135593
"1700007K09Rik",0.0392307692307692,0.0434784940239728,0.0325269172262412,0.0598031215520414,0.0275335492827395
"1700007K13Rik",0.0260791366906474,0.0165001553417936,0.0431732749228512,0.0377599761045376,0.0228211482858323
"1700007L15Rik",0.0333333333333334,0.0298925442870112,0.0333439823420075,0.0216531607687674,0.0192285876347135
"1700007M16Rik",0.0971350078492936,0.0347625786245324,0.0851820756468985,0.0572003017307418,0.0335490742257907
"1700007P06Rik",0.0460680751173708,0.0131750635964868,0.0808996434378638,0.0118782737722165,0.0143629604596147
"1700008A04Rik",0.036101083032491,0.0379805970133387,0.0286568441147204,0.0237941992839615,0.0356366797044763
"1700008F21Rik",0.045631825273011,0.0441211859132096,0.101149192024098,0.0515600972070354,0.0572076612903226
"1700008I05Rik",0.0375586854460094,0.0371402699026455,0.118487453017909,0.0420014209541314,0.0450360288230584
"1700008J07Rik",0.0899042844120329,0.0335730797399981,0.0372871531413476,0.0184770755764262,0.0207050329156933
"1700008K24Rik",0.0322885196374623,0.0246554932822885,0.0418434878427926,0.0348758895575731,0.0259755524212506
"1700008O03Rik",0.0167666303162486,0.0442654940862044,0.0343699140830695,0.0232546012931809,0.0170390712769942
"1700008P02Rik",0.0373328380386331,0.0311729568083051,0.05557404816881,0.0282477891451362,0.0161226114649681
"1700008P20Rik",0.0153808593749999,0.0219580824269049,0.0567485893337069,0.0139800866915584,0.0321120958681813
"1700009C05Rik",0.0558385579937305,0.0349635159137824,0.130335690402563,0.0437642643077646,0.0294650623369092
"1700009J07Rik",0.0442251461988304,0.0197181142465543,0.0583568509768866,0.010938233276777,0.0185787564118603
"1700009N14Rik",0.0458715596330275,0.0508578021537021,0.0814580172796566,0.0282768235938142,0.0307398402222995
"1700009P17Rik",0.146654564315353,0.0216703810570635,0.0616142273088549,0.0439675987580189,0.0631974921630094
"1700010B08Rik",0.0168490783410137,0.0442253621183456,0.0804762758024245,0.026933894321886,0.0258872651356994
"1700010B13Rik",0.0456243329775881,0.0286809828743486,0.0247176897476194,0.0527523019546789,0.0203092783505155
"1700010D01Rik",0.0686546463245492,0.0509114785082894,0.250784918398944,0.126167627167042,0.046343537414966
"1700010I02Rik",0.0260934393638169,0.0410955250946718,0.0523608855083601,0.0760794263246514,0.0320101724900486
"1700010I14Rik",0.0364645858343337,0.0434701570205084,0.0440811087068826,0.0213978312617121,0.0259707331208345
"1700010J16Rik",0.019672131147541,0.0356353614579551,0.0869314753045091,0.0843137746586153,0.0323827292110875
"1700010M22Rik",0.0405405405405405,0.0736412782582364,0.0629420331897691,0.055044323533515,0.0268085650912814
"1700011A15Rik",0.0286989795918366,0.0109706697484929,0.0330714281982425,0.038909594820989,0.0193529935172239
"1700011B04Rik",0.0230473751600512,0.0321798572202031,0.0417156362180024,0.0194792829709236,0.015320616883117
"1700011E24Rik",0.026639344262295,0.0192773702440373,0.0751463137561293,0.0297481597664226,0.0267780938833571
"1700011F03Rik",0.0231299212598425,0.0248445038406196,0.0338651553127314,0.0366689970471626,0.0199669017124766
"1700011F14Rik",0.0258413461538461,0.0212834226270482,0.107276755521514,0.0907938116720306,0.0245675377254325
"1700011H14Rik",0.0320564516129033,0.0268063189428655,0.183308792607893,0.071789223165997,0.0309033280507132
"1700011I03Rik",0.0341530054644809,0.0295514873982865,0.126936305426675,0.0584767589774939,0.0195060219933671
"1700011J10Rik",0.0289485359361136,0.0276755164797089,0.0558382925640601,0.0233734887575166,0.0241528711846871
"1700011L22Rik",0.024024024024024,0.0241228958201584,0.0174861895390495,0.034870696380836,0.0231498359460444
"1700011M02Rik",0.0151209677419354,0.0191181803469316,0.0227197081518722,0.0336670864085254,0.0373071864163578
"1700012A03Rik",0.0195312500000001,0.0321977206973023,0.170494932033414,0.0294627109055209,0.0288372808366656
"1700012A16Rik",0.0227449455676516,0.0232549691111957,0.0430123038974935,0.0245954349690047,0.0320249630481195
"1700012B07Rik",0.0309523809523809,0.0294542774667766,0.0185697905337233,0.0177865055067163,0.0309031631520533
"1700012B09Rik",0.0228040540540541,0.0250254860725984,0.126774078468713,0.0350489844599817,0.0174043062200958
"1700012B15Rik",0.0183443085606773,0.0169382103456509,0.0406885853990164,0.0148683752254906,0.0160350678733032
"1700012D01Rik",0.00680443548387109,0.0320436615886834,0.0319472678583646,0.0226326405510377,0.0146110056925996
"1700012D14Rik",0.118685567010309,0.0365842002056186,0.0454307662802592,0.0260162817161059,0.0223904813412655
"1700012I11Rik",0.0342639593908629,0.0121328394418157,0.0574183764578099,0.0280071879282017,0.0274875421957884
"1700012L04Rik",0.0218858885017422,0.0105521627729448,0.0422863742982708,0.0260950544072774,0.0525878126663119
"1700012P22Rik",0.0306232091690546,0.0228549943164301,0.103622346034041,0.0606537093121297,0.0210886806056237
"1700013D24Rik",0.0233753315649868,0.0135833862235242,0.0644633309639337,0.0479337389054095,0.0225120209820779
"1700013F07Rik",0.0558350100603622,0.0390275778375006,0.0270851286756727,0.0275700780177959,0.0227339937897383
"1700013G23Rik",0.0242214532871973,0.0237179039667137,0.0612908281349262,0.0431162963272737,0.0183944103807216
"1700013G24Rik",0.0490412979351032,0.0386243497437428,0.0253829108896789,0.0428563922150114,0.0180608365019012
"1700013H16Rik",0.0272346368715085,0.0422251000483493,0.0998707393964401,0.0252347238486186,0.0183513838748496
"1700013N06Rik",0.0411290322580645,0.0332893146405641,0.113650012739163,0.0471736547221686,0.0335746380429356
"1700014N06Rik",0.0322336561743342,0.0310146898243822,0.0807206434264174,0.0259595436210579,0.0282866379310345
"1700015E13Rik",0.0325221238938052,0.0310219921043386,0.134741110435448,0.0500846044397,0.0224883680854731
"1700015F17Rik",0.0451388888888889,0.0273136041484035,0.0332656311922691,0.0322864527661444,0.0223280325443788
"1700015G11Rik",0.0330882352941177,0.0267721508061639,0.0426280382685283,0.0379229328202001,0.0301397033459814
"1700015O11Rik",0.0369120209059234,0.0308010524945843,0.0265347628059977,0.0375914729867893,0.0227926463231616
"1700016C15Rik",0.0432224025974026,0.0343456893455904,0.111938770889277,0.0330912521096631,0.0310947404488607
"1700016D06Rik",0.029422253922967,0.0357212984813821,0.0329442451785411,0.0337396882745355,0.0205912076806468
"1700016G22Rik",0.0532006920415225,0.031416451969997,0.119396842378877,0.102749922735601,0.0490730643402398
