"","X","ranking","median","mean","sd"
"1","Ppia",11168,0.0896536939726345,0.0820474437448388,0.0540690122829448
"2","Ubc",11206,0.0899924821348088,0.0988112450962041,0.0834952344560463
"3","Gapdh",13824,0.114812120033172,0.12591260900906,0.0964925870151568
"4","Rpl19",15954,0.147579051650033,0.174810109271938,0.154766234697989
"5","Hprt",17234,0.196868113803402,0.218965362733394,0.213130195402858
