"","X","ranking","median","mean","sd"
"1","Ppia",8,0.0269093707092998,0.043819790000518,0.0444624569565006
"2","Ubc",65,0.0354034823071091,0.0757186456867518,0.0821897912404956
"3","Rpl19",1462,0.0518925712026682,0.0609344779371424,0.0660906232613383
"4","Hprt",4842,0.0642544652778219,0.107497857771104,0.110918817672133
"5","Gapdh",15569,0.0991919693892942,0.149478766537114,0.202369730088615
"6","Rn18s",21399,0.271094583713134,0.324940451145414,0.361968603759907
