"","Gene","metaRanking","RP"
"14430","Frmd8os",14430,15300
"14431","Ankrd39",14431,15300
"14432","Ralgps1",14432,15301
"14433","Skint7",14433,15301
"14434","Becn1",14434,15303
"14435","Gm15308",14435,15303
"14436","Pcbp1",14436,15303
"14437","Zfp653",14437,15304
"14438","scl0002223.1_98",14438,15304
"14439","Gm5",14439,15305
"14440","Gm11529",14440,15305
"14441","Tdg",14441,15305
"14442","6530401I16Rik",14442,15305
"14443","Tbc1d5",14443,15306
"14444","4930590J08Rik",14444,15307
"14445","LOC674944",14445,15307
"14446","Gm10426",14446,15308
"14447","D630010B17Rik",14447,15309
"14448","4631422O05Rik",14448,15309
"14449","Apoa1bp",14449,15310
"14450","B930001L07Rik",14450,15310
"14451","Olfr1066",14451,15312
"14452","Olfr123",14452,15312
"14453","Abr",14453,15313
"14454","Pgp",14454,15315
"14455","Zfp7",14455,15315
"14456","Klf3",14456,15315
"14457","Gm7851",14457,15316
"14458","Olfr1441",14458,15316
"14459","Fam133b",14459,15317
"14460","Pou5f1",14460,15317
"14461","Gm5278",14461,15318
"14462","Fam98c",14462,15319
"14463","Gm10580",14463,15321
"14464","Gm7443",14464,15322
"14465","Gm16391",14465,15323
"14466","Flt4",14466,15324
"14467","Sec14l3",14467,15324
"14468","Rab22a",14468,15324
"14469","Zscan20",14469,15325
"14470","A830092H15Rik",14470,15326
"14471","Gm25366",14471,15328
"14472","Olfr488",14472,15328
"14473","Pacs2",14473,15328
"14474","Gm5134",14474,15329
"14475","6030470M02Rik",14475,15329
"14476","Gm10485",14476,15331
"14477","4833412C05Rik",14477,15332
"14478","Zcchc2",14478,15333
"14479","Sdad1",14479,15335
"14480","Slc38a8",14480,15336
"14481","Slco4c1",14481,15338
"14482","Dhx40",14482,15338
"14483","Pcsk1",14483,15338
"14484","LOC667776",14484,15338
"14485","Dcun1d5",14485,15338
"14486","Tulp4",14486,15338
"14487","A630008E13Rik",14487,15340
"14488","Them5",14488,15340
"14489","scl0003608.1_34",14489,15341
"14490","Acp2",14490,15341
"14491","1810046K07Rik",14491,15342
"14492","BC017647",14492,15342
"14493","Gm19693",14493,15342
"14494","Nelf",14494,15343
"14495","Gm6471",14495,15344
"14496","Parp2",14496,15345
"14497","Gm6274",14497,15345
"14498","A430107J10Rik",14498,15346
"14499","Ppp1r26",14499,15347
"14500","Tmem89",14500,15347
"14501","BC037594",14501,15348
"14502","Ufm1",14502,15349
"14503","1700019B03Rik",14503,15350
"14504","4933408N05Rik",14504,15351
"14505","D330003G07Rik",14505,15351
"14506","4930445K14Rik",14506,15352
"14507","Clca6",14507,15353
"14508","LOC385959",14508,15353
"14509","AU022751",14509,15354
"14510","Sox6",14510,15355
"14511","LOC384593",14511,15357
"14512","Mir1964",14512,15358
"14513","Tmem201",14513,15358
"14514","Prmt1",14514,15360
"14515","LOC385251",14515,15360
"14516","Ndufs7",14516,15361
"14517","2810405K07Rik",14517,15361
"14518","D030032C23Rik",14518,15363
"14519","A630098G03Rik",14519,15364
"14520","9330154K18Rik",14520,15366
"14521","Grin3a",14521,15367
"14522","A530092L01Rik",14522,15368
"14523","Rpl13",14523,15369
"14524","Cyb561d1",14524,15369
"14525","Gcc2",14525,15370
"14526","Kif13b",14526,15371
"14527","Galnt13",14527,15371
"14528","Sval3",14528,15372
"14529","Adprhl2",14529,15372
"14530","Olfr1462",14530,15372
"14531","23309032_1",14531,15373
"14532","Slc5a2",14532,15375
"14533","Gm536",14533,15375
"14534","Itpr1",14534,15377
"14535","Olfr1178",14535,15377
"14536","2410012H22Rik",14536,15377
"14537","BC049702",14537,15377
"14538","Smek2",14538,15378
"14539","C630002L24Rik",14539,15379
"14540","Olfr583",14540,15379
"14541","Krtap6-2",14541,15379
"14542","A430023D23Rik",14542,15382
"14543","Vcp",14543,15382
"14544","Oit3",14544,15382
"14545","Nfia",14545,15383
"14546","B930095G10Rik",14546,15383
"14547","Cypt4",14547,15384
"14548","E530018O14Rik",14548,15385
"14549","Snrpb2",14549,15385
"14550","Lrrc55",14550,15386
"14551","Kif14",14551,15386
"14552","Hnrnph3",14552,15388
"14553","Sprr2i",14553,15388
"14554","Hnrnpa0",14554,15389
"14555","Gm19872",14555,15389
"14556","scl0003669.1_14",14556,15390
"14557","Defb1",14557,15391
"14558","Olfr632",14558,15391
"14559","AU042651",14559,15391
"14560","Atg4d",14560,15392
"14561","0610038L08Rik",14561,15394
"14562","Tshb",14562,15394
"14563","8030467N07Rik",14563,15396
"14564","6330439K17Rik",14564,15396
"14565","Gtpbp6",14565,15396
"14566","LOC381520",14566,15397
"14567","Ooep",14567,15397
"14568","Tmx1",14568,15397
"14569","2310067E19Rik",14569,15398
"14570","6820402O18Rik",14570,15398
"14571","Pin1",14571,15399
"14572","Cacng4",14572,15400
"14573","9930004E17Rik",14573,15400
"14574","Pcnxl2",14574,15400
"14575","Ostf1",14575,15401
"14576","Atp6v1g2",14576,15401
"14577","Ralyl",14577,15401
"14578","Dub2a",14578,15402
"14579","Cebpe",14579,15402
"14580","A430071O12Rik",14580,15402
"14581","V1rf3",14581,15403
"14582","Hdac8",14582,15404
"14583","Ppp1r2",14583,15405
"14584","LOC102638502",14584,15405
"14585","9830137M10Rik",14585,15406
"14586","Kel",14586,15407
"14587","Dbx2",14587,15407
"14588","Ogg1",14588,15407
"14589","E130010M05Rik",14589,15409
"14590","Adat2",14590,15409
"14591","G630018N14Rik",14591,15410
"14592","Crb2",14592,15411
"14593","1700095D23Rik",14593,15412
"14594","Tmem247",14594,15413
"14595","Gm24899",14595,15415
"14596","Tmem164",14596,15415
"14597","Ttc24",14597,15415
"14598","2310044H10Rik",14598,15417
"14599","Mir101a",14599,15417
"14600","9630024J24Rik",14600,15418
"14601","Narg2",14601,15419
"14602","BC004004",14602,15420
"14603","2010008E23Rik",14603,15421
"14604","1700084J12Rik",14604,15422
"14605","Tspan31",14605,15422
"14606","V1rb1",14606,15422
"14607","Fam120b",14607,15423
"14608","Ctsq",14608,15424
"14609","6030469F06Rik",14609,15424
"14610","Lhfpl3",14610,15425
"14611","Azi1",14611,15426
"14612","Arl10",14612,15426
"14613","Ndp52",14613,15427
"14614","LOC100046395",14614,15428
"14615","Nprl2",14615,15428
"14616","Dchs1",14616,15431
"14617","EG406223",14617,15431
"14618","Slc5a9",14618,15432
"14619","Rars",14619,15432
"14620","Xab2",14620,15433
"14621","Ccl20",14621,15434
"14622","Pkd2",14622,15435
"14623","Polr1c",14623,15436
"14624","LOC380844",14624,15438
"14625","Inpp5e",14625,15439
"14626","9330147J08Rik",14626,15439
"14627","4930435F02Rik",14627,15440
"14628","Cebpg",14628,15441
"14629","Pqbp1",14629,15441
"14630","1500001M20Rik",14630,15441
"14631","A930031H19Rik",14631,15442
"14632","LOC100045940",14632,15443
"14633","Gm3173",14633,15446
"14634","Gm904",14634,15446
"14635","Snrpf",14635,15446
"14636","Ep400",14636,15446
"14637","Spata2l",14637,15446
"14638","LOC635860",14638,15447
"14639","1700019B21Rik",14639,15449
"14640","Uqcc",14640,15451
"14641","Zcchc24",14641,15451
"14642","2810440J20Rik",14642,15451
"14643","Pcdhgb8",14643,15451
"14644","Mir378a",14644,15452
"14645","Ripk1",14645,15453
"14646","Ntan1",14646,15453
"14647","2310003F16Rik",14647,15454
"14648","A530064L23Rik",14648,15454
"14649","Paqr8",14649,15455
"14650","Gm5742",14650,15455
"14651","Acbd5",14651,15456
"14652","scl0004166.1_8",14652,15456
"14653","Zfp623",14653,15457
"14654","Rfxap",14654,15458
"14655","C330022B21Rik",14655,15458
"14656","Osta",14656,15458
"14657","Mrps9",14657,15458
"14658","DXImx39e",14658,15459
"14659","9930021D14Rik",14659,15460
"14660","1700094C09Rik",14660,15460
"14661","Tnfaip8l3",14661,15460
"14662","C130064E22Rik",14662,15460
"14663","Myh6",14663,15464
"14664","LOC100048858",14664,15465
"14665","LOC677180",14665,15466
"14666","Fam65c",14666,15467
"14667","LOC328820",14667,15468
"14668","Olfr535",14668,15469
"14669","Chic1",14669,15471
"14670","Rpusd2",14670,15471
"14671","Syt11",14671,15471
"14672","Pigp",14672,15471
"14673","Srst",14673,15471
"14674","A830093I24Rik",14674,15471
"14675","9430069I07Rik",14675,15471
"14676","Zfp286",14676,15471
"14677","Tada1",14677,15473
"14678","Gm3785",14678,15473
"14679","Sds",14679,15473
"14680","Anp32a",14680,15474
"14681","LOC100043313",14681,15474
"14682","Gm9932",14682,15476
"14683","Kpna6",14683,15476
"14684","Gtf2e2",14684,15478
"14685","LOC100047012",14685,15479
"14686","Ids",14686,15480
"14687","Lifr",14687,15481
"14688","1700106J16Rik",14688,15481
"14689","Cdh23",14689,15481
"14690","LOC100861778",14690,15482
"14691","V1rc15",14691,15482
"14692","Mpdz",14692,15483
"14693","LOC383809",14693,15485
"14694","Olfr883",14694,15485
"14695","LOC383621",14695,15486
"14696","A830035A12Rik",14696,15487
"14697","Ccdc23",14697,15488
"14698","Gm25004",14698,15488
"14699","Rpl11",14699,15489
"14700","St7",14700,15489
"14701","LOC102632427",14701,15490
"14702","Plekhg3",14702,15490
"14703","Gm8840",14703,15492
"14704","Ubl7",14704,15492
"14705","Foxo4",14705,15492
"14706","Pax1",14706,15495
"14707","LOC666652",14707,15495
"14708","Patl1",14708,15496
"14709","Ifnar2",14709,15496
"14710","Chrna3",14710,15496
"14711","Gm25820",14711,15496
"14712","Hars2",14712,15497
"14713","F830005K03Rik",14713,15497
"14714","Rcan3",14714,15497
"14715","Ang3",14715,15498
"14716","Otx1",14716,15498
"14717","Zfhx3",14717,15499
"14718","Gm6878",14718,15501
"14719","6030495H03Rik",14719,15502
"14720","Bccip",14720,15503
"14721","Adamts7",14721,15503
"14722","Neto2",14722,15504
"14723","4930443G12Rik",14723,15504
"14724","Gm24446",14724,15504
"14725","4930441O14Rik",14725,15504
"14726","Mrpl28",14726,15505
"14727","Rhox6",14727,15506
"14728","LOC634731",14728,15508
"14729","Rusc1",14729,15509
"14730","Gjc2",14730,15509
"14731","EG330513",14731,15510
"14732","Olfr1427",14732,15510
"14733","9130023H24Rik",14733,15512
"14734","Dpf1",14734,15512
"14735","Sharpin",14735,15512
"14736","9530062M13Rik",14736,15513
"14737","Tbx10",14737,15513
"14738","Gm17266",14738,15514
"14739","Xkr5",14739,15514
"14740","Arhgap21",14740,15515
"14741","A330021D07Rik",14741,15515
"14742","Zfp93",14742,15517
"14743","OTTMUSG00000001246",14743,15517
"14744","EG625424",14744,15517
"14745","EG632248",14745,15517
"14746","Olfr522",14746,15518
"14747","Pick1",14747,15518
"14748","1700025F24Rik",14748,15519
"14749","Lman1l",14749,15519
"14750","2610027O18Rik",14750,15519
"14751","Bglap-rs1",14751,15520
"14752","LOC102632303",14752,15520
"14753","Gm6537",14753,15523
"14754","Hmx3",14754,15523
"14755","LOC381302",14755,15524
"14756","Araf",14756,15524
"14757","Coil",14757,15525
"14758","3110003A17Rik",14758,15526
"14759","B430305J03Rik",14759,15526
"14760","Fbxo8",14760,15526
"14761","1700058G18Rik",14761,15527
"14762","Mettl23",14762,15527
"14763","Ube2u",14763,15528
"14764","Nfkbil1",14764,15528
"14765","Ncr3-ps",14765,15528
"14766","G630007B09Rik",14766,15529
"14767","LOC102633991",14767,15531
"14768","Gm7855",14768,15533
"14769","Tmem200b",14769,15533
"14770","C130027E04Rik",14770,15534
"14771","4930557A04Rik",14771,15535
"14772","Cd177",14772,15536
"14773","9630029G12Rik",14773,15536
"14774","Smg5",14774,15536
"14775","Zmpste24",14775,15537
"14776","Snx31",14776,15537
"14777","Abcb5",14777,15538
"14778","Ovol2",14778,15541
"14779","Zdhhc17",14779,15542
"14780","6030434H13Rik",14780,15542
"14781","Sema3e",14781,15542
"14782","Traf3ip1",14782,15544
"14783","Utp23",14783,15544
"14784","4931428F04Rik",14784,15544
"14785","Gm815",14785,15544
"14786","LOC101055956",14786,15545
"14787","LOC331507",14787,15546
"14788","LOC101055894",14788,15548
"14789","4930578N18Rik",14789,15548
"14790","Insrr",14790,15552
"14791","LOC238829",14791,15554
"14792","Lhx9",14792,15554
"14793","IGHV1S52_M34982_Ig_heavy_variable_1S52_158",14793,15555
"14794","V2r16",14794,15555
"14795","Nudt16",14795,15556
"14796","Lrrc41",14796,15558
"14797","Olfr411",14797,15558
"14798","Olfr812",14798,15559
"14799","Lrrfip2",14799,15559
"14800","Rapl",14800,15560
"14801","Cers2",14801,15561
"14802","Gm5429",14802,15561
"14803","Olfr291",14803,15561
"14804","Magi2",14804,15561
"14805","Ankrd42",14805,15563
"14806","A430089I07Rik",14806,15564
"14807","Gm2449",14807,15566
"14808","B230107K20Rik",14808,15567
"14809","Tnfsf15",14809,15568
"14810","scl0003073.1_164",14810,15568
"14811","Pank",14811,15570
"14812","Slc26a3",14812,15571
"14813","LOC669999",14813,15571
"14814","R3hcc1",14814,15572
"14815","Dis3",14815,15573
"14816","Hisppd1",14816,15574
"14817","Mdga1",14817,15574
"14818","4833411B01Rik",14818,15577
"14819","Olfr1247",14819,15578
"14820","Arhgef17",14820,15580
"14821","Wdr88",14821,15582
"14822","Alox8",14822,15584
"14823","Lrrc37a",14823,15585
"14824","Dlgap4",14824,15587
"14825","2610028E06Rik",14825,15587
"14826","LOC100047053",14826,15588
"14827","2510002D24Rik",14827,15588
"14828","Cwc22",14828,15593
"14829","Rgs8",14829,15593
"14830","LOC381971",14830,15593
"14831","Sst",14831,15594
"14832","Mecp2",14832,15594
"14833","Il6st",14833,15596
"14834","LOC236297",14834,15598
"14835","Dncl2a",14835,15598
"14836","Gm12176",14836,15599
"14837","Ccdc21",14837,15599
"14838","4930563F16Rik",14838,15601
"14839","Foxj2",14839,15602
"14840","Gm10244",14840,15602
"14841","Obsl1",14841,15602
"14842","C730039N23Rik",14842,15604
"14843","Spata2",14843,15606
"14844","LOC102631912",14844,15606
"14845","Gm10797",14845,15608
"14846","Olfr125",14846,15610
"14847","EG433623",14847,15610
"14848","Dsg1a",14848,15610
"14849","Olfr1084",14849,15611
"14850","4930557F10Rik",14850,15611
"14851","5730470C09Rik",14851,15611
"14852","Glra1",14852,15613
"14853","Xrn2",14853,15614
"14854","Mir1186b",14854,15614
"14855","LOC236598",14855,15615
"14856","Mllt2h",14856,15615
"14857","Lrrc61",14857,15616
"14858","Wbscr22",14858,15616
"14859","Gm13531",14859,15617
"14860","Pde11a",14860,15618
"14861","Gpn2",14861,15619
"14862","Srrd",14862,15619
"14863","6530401O14Rik",14863,15619
"14864","Mrps33",14864,15620
"14865","C330013F16Rik",14865,15621
"14866","Gm156",14866,15622
"14867","LOC100047261",14867,15622
"14868","BC039632",14868,15624
"14869","A830035O19Rik",14869,15625
"14870","Cars2",14870,15626
"14871","LOC546711",14871,15627
"14872","Zkscan14",14872,15629
"14873","Acpl2",14873,15629
"14874","Gk5",14874,15629
"14875","Eif2ak1",14875,15629
"14876","Nebl",14876,15630
"14877","Lins",14877,15631
"14878","Gm10762",14878,15631
"14879","5830443L24Rik",14879,15632
"14880","Stat3",14880,15632
"14881","V1re2",14881,15632
"14882","Haus1",14882,15633
"14883","Rln3",14883,15635
"14884","Prss53",14884,15636
"14885","5033414D02Rik",14885,15636
"14886","Sohlh2",14886,15637
"14887","Selenoprotein 15",14887,15637
"14888","Myh14",14888,15638
"14889","Ankrd55",14889,15639
"14890","Snora43",14890,15639
"14891","Gm9359",14891,15640
"14892","F830104G03Rik",14892,15641
"14893","Olfr426",14893,15642
"14894","Xpo4",14894,15643
"14895","Gm20202",14895,15643
"14896","4930432E11Rik",14896,15643
"14897","Mllt4",14897,15645
"14898","A430071A18Rik",14898,15646
"14899","D130009I18Rik",14899,15646
"14900","Proz",14900,15648
"14901","Agphd1",14901,15651
"14902","Stfa2l1",14902,15651
"14903","C330024D21Rik",14903,15654
"14904","ENSMUSG00000074075",14904,15656
"14905","1700054O13Rik",14905,15657
"14906","St8sia3",14906,15658
"14907","Olfr1259",14907,15659
"14908","Zfp85-rs1",14908,15659
"14909","Zfp563",14909,15659
"14910","4930407I10Rik",14910,15661
"14911","Urad",14911,15661
"14912","LOC382145",14912,15663
"14913","Card9",14913,15665
"14914","Il22",14914,15666
"14915","Vangl2",14915,15666
"14916","Epha1",14916,15666
"14917","EG382843",14917,15667
"14918","Gm21839",14918,15670
"14919","9030624J02Rik",14919,15670
"14920","Rpl13-ps5",14920,15672
"14921","2900016J09Rik",14921,15673
"14922","Adrbk1",14922,15675
"14923","E030038D23Rik",14923,15675
"14924","Piasg-pending",14924,15677
"14925","Ankrd36",14925,15678
"14926","3222401L13Rik",14926,15678
"14927","Hoxc13",14927,15679
"14928","Mapk10",14928,15679
"14929","EG631304",14929,15679
"14930","Mir673",14930,15680
"14931","Mtap7d1",14931,15680
"14932","Gpcpd1",14932,15682
"14933","LOC667368",14933,15682
"14934","A530088H08Rik",14934,15682
"14935","1700049L16Rik",14935,15684
"14936","6030443J06Rik",14936,15684
"14937","Strada",14937,15685
"14938","EG633692",14938,15685
"14939","LOC382462",14939,15686
"14940","LOC333424",14940,15689
"14941","Nagk",14941,15689
"14942","Homer3",14942,15690
"14943","Gm10530",14943,15691
"14944","Gpr162",14944,15692
"14945","Gm9963",14945,15692
"14946","Kif15",14946,15692
"14947","Olfr429",14947,15693
"14948","Gm5121",14948,15694
"14949","LOC223672",14949,15696
"14950","Abi2",14950,15696
"14951","9630041A04Rik",14951,15697
"14952","1700061I17Rik",14952,15697
"14953","Fam65a",14953,15698
"14954","Gm1553",14954,15698
"14955","Adra2b",14955,15700
"14956","BC021785",14956,15700
"14957","Aps-pending",14957,15701
"14958","Krtap3-1",14958,15701
"14959","Lcn10",14959,15704
"14960","4933434M16Rik",14960,15704
"14961","4833408A19Rik",14961,15705
"14962","1110033O09Rik",14962,15705
"14963","2900016G23Rik",14963,15706
"14964","Olfr547",14964,15706
"14965","Ilvbl",14965,15707
"14966","LOC100039001",14966,15707
"14967","Lyar",14967,15707
"14968","Lrsam1",14968,15707
"14969","Exo1",14969,15708
"14970","Siah1b",14970,15709
"14971","9130019P16Rik",14971,15709
"14972","LOC631029",14972,15710
"14973","Arid4a",14973,15710
"14974","Nkrf",14974,15710
"14975","4731419I09Rik",14975,15711
"14976","Safb2",14976,15711
"14977","Uncx",14977,15711
"14978","Prdx6-ps2",14978,15712
"14979","Capns2",14979,15713
"14980","LOC100046143",14980,15713
"14981","Dnah10",14981,15715
"14982","Ccdc53",14982,15716
"14983","Uba5",14983,15716
"14984","Lrp8os2",14984,15719
"14985","Zfp264",14985,15720
"14986","Med1",14986,15720
"14987","C330023J09Rik",14987,15720
"14988","1110002H13Rik",14988,15721
"14989","Gm9913",14989,15722
"14990","Med24",14990,15722
"14991","Olfr301",14991,15724
"14992","1700065J11Rik",14992,15724
"14993","Gm24478",14993,15726
"14994","Dhx57",14994,15726
"14995","Dhx34",14995,15726
"14996","1700120K04Rik",14996,15727
"14997","Jmjd6",14997,15727
"14998","ENSMUSG00000068790",14998,15728
"14999","Dnajc30",14999,15728
"15000","Usb1",15000,15729
"15001","F12",15001,15729
"15002","Fras1",15002,15730
"15003","Rfc1",15003,15730
"15004","Reg3b",15004,15732
"15005","Hdac3",15005,15732
"15006","Ndufv3",15006,15734
"15007","Ranbp1",15007,15735
"15008","4931431F19Rik",15008,15735
"15009","LOC381501",15009,15735
"15010","Pglyrp3",15010,15736
"15011","D130035M05Rik",15011,15737
"15012","Arl3",15012,15737
"15013","Prmt3",15013,15738
"15014","Unc80",15014,15738
"15015","Tmem183a",15015,15738
"15016","Cybrd1",15016,15738
"15017","Gm25104",15017,15739
"15018","Fgr",15018,15740
"15019","Tdp2",15019,15740
"15020","E130012G03Rik",15020,15741
"15021","Cchcr1",15021,15742
"15022","A930026L03Rik",15022,15742
"15023","Zrsr1",15023,15742
"15024","Gm10548",15024,15745
"15025","LOC100045678",15025,15745
"15026","Rgmb",15026,15745
"15027","Ibsp",15027,15745
"15028","Sar1b",15028,15746
"15029","1600022A19Rik",15029,15747
"15030","4930408F14Rik",15030,15748
"15031","Nprl3",15031,15749
"15032","D830031G23Rik",15032,15750
"15033","Dnajc8",15033,15751
"15034","Tdpoz3",15034,15751
"15035","4930403C10Rik",15035,15752
"15036","Opalin",15036,15752
"15037","Gm216",15037,15753
"15038","2610311E24Rik",15038,15753
"15039","Gm12129",15039,15754
"15040","BC003940",15040,15755
"15041","Zfp583",15041,15758
"15042","C730013O11Rik",15042,15759
"15043","Rhox12",15043,15759
"15044","Gpr62",15044,15761
"15045","2310003M01Rik",15045,15762
"15046","Stim2",15046,15763
"15047","Gm16515",15047,15763
"15048","Fem1a",15048,15764
"15049","1700123L14Rik",15049,15764
"15050","LOC100046586",15050,15765
"15051","Cript",15051,15766
"15052","Hmgb1-ps3",15052,15767
"15053","D15Bwg0759e",15053,15768
"15054","Gtf2b",15054,15771
"15055","8430417A20Rik",15055,15771
"15056","4931406B18Rik",15056,15772
"15057","2610002J02Rik",15057,15772
"15058","1700123A16Rik",15058,15773
"15059","Noto",15059,15774
"15060","LOC639931",15060,15774
"15061","Pctk2",15061,15774
"15062","Wdr20b",15062,15775
"15063","4921503C21Rik",15063,15777
"15064","4930404N11Rik",15064,15778
"15065","Dnajb6",15065,15779
"15066","LOC383700",15066,15779
"15067","Zc3h15",15067,15779
"15068","Zfp607",15068,15782
"15069","Trav6n-6",15069,15782
"15070","Olfr1380",15070,15782
"15071","Tnks",15071,15783
"15072","Olfr1324",15072,15784
"15073","5830417I10Rik",15073,15786
"15074","BC125332",15074,15787
"15075","Ruvbl1",15075,15789
"15076","A530078M04Rik",15076,15789
"15077","Daf2",15077,15789
"15078","Gm17751",15078,15791
"15079","Gngt1",15079,15791
"15080","E230026L19Rik",15080,15792
"15081","Ncln",15081,15795
"15082","Olfr753-ps1",15082,15795
"15083","Plcd4",15083,15796
"15084","Pnpla6",15084,15797
"15085","Wdr33",15085,15798
"15086","Wdr65",15086,15798
"15087","Aldh8a1",15087,15799
"15088","A530076E23Rik",15088,15799
"15089","Pih1d1",15089,15801
"15090","Cldn19",15090,15802
"15091","Rhox9",15091,15803
"15092","Rnf19a",15092,15804
"15093","Gm10812",15093,15805
"15094","Fancg",15094,15806
"15095","2310028H24Rik",15095,15808
"15096","Myst3",15096,15808
"15097","Rps27a",15097,15809
"15098","Zfp579",15098,15809
"15099","Fus",15099,15809
"15100","1700084C06Rik",15100,15809
"15101","Gm23624",15101,15810
"15102","Rhox4a",15102,15810
"15103","Kprp",15103,15810
"15104","Psmb3",15104,15811
"15105","Gm25079",15105,15813
"15106","Tlx3",15106,15814
"15107","4930405A10Rik",15107,15815
"15108","4833431P16Rik",15108,15816
"15109","Uchl4",15109,15816
"15110","Dpp6",15110,15817
"15111","9230105E05Rik",15111,15817
"15112","Gm5752",15112,15819
"15113","LOC227393",15113,15820
"15114","LOC100039128",15114,15821
"15115","Cacnb4",15115,15821
"15116","Shc3",15116,15821
"15117","Prb1",15117,15822
"15118","Vash1",15118,15822
"15119","Atp6ap1",15119,15822
"15120","Gm26439",15120,15823
"15121","Gabra5",15121,15823
"15122","1700012P22Rik",15122,15825
"15123","2900058M19Rik",15123,15826
"15124","Ankrd32",15124,15826
"15125","Dus2l",15125,15826
"15126","Slc34a3",15126,15830
"15127","LOC674147",15127,15830
"15128","Rtbdn",15128,15830
"15129","Gm19687",15129,15832
"15130","Gm26300",15130,15833
"15131","Pitx2",15131,15834
"15132","Zbtb26",15132,15835
"15133","Pdpk1",15133,15836
"15134","OTTMUSG00000016293",15134,15836
"15135","Oacyl",15135,15837
"15136","Plekhg1",15136,15838
"15137","Dmrtc1c2",15137,15838
"15138","Ripk5",15138,15840
"15139","LOC100045266",15139,15840
"15140","4930438A08Rik",15140,15841
"15141","Gpr85",15141,15841
"15142","E130309N05Rik",15142,15842
"15143","Uri1",15143,15842
"15144","7030411D10Rik",15144,15843
"15145","Mrpl14",15145,15844
"15146","Tssc6",15146,15844
"15147","Tsta3",15147,15847
"15148","Twsg1",15148,15850
"15149","1700047I17Rik1",15149,15850
"15150","Olfr1316",15150,15850
"15151","9130017K11Rik",15151,15851
"15152","Kdm5c",15152,15851
"15153","Chn1",15153,15851
"15154","D18Ertd653e",15154,15852
"15155","Napg",15155,15853
"15156","LOC100044122",15156,15853
"15157","D030029G14Rik",15157,15855
"15158","Cd44",15158,15856
"15159","Gm4775",15159,15856
"15160","Alkbh6",15160,15857
"15161","1110034G24Rik",15161,15857
"15162","4932442E05Rik",15162,15857
"15163","Bxdc5",15163,15858
"15164","Ube2g1",15164,15858
"15165","Atn1",15165,15860
"15166","Cab39l",15166,15861
"15167","D830014E11Rik",15167,15862
"15168","1700127G21Rik",15168,15863
"15169","Olfr733",15169,15863
"15170","Pank4",15170,15865
"15171","E430039I23Rik",15171,15866
"15172","Cdc20b",15172,15866
"15173","Hrh4",15173,15867
"15174","A830007N09Rik",15174,15867
"15175","Bmp10",15175,15867
"15176","Brunol4",15176,15868
"15177","Gm382",15177,15868
"15178","Olfr469",15178,15869
"15179","LOC666403",15179,15869
"15180","Olfr100",15180,15869
"15181","Cnot8",15181,15870
"15182","Gm4919",15182,15870
"15183","Pomgnt1",15183,15870
"15184","Crnkl1",15184,15871
"15185","Olfr657",15185,15871
"15186","LOC230592",15186,15872
"15187","4933427G23Rik",15187,15873
"15188","Olfr473",15188,15874
"15189","5730403B10Rik",15189,15874
"15190","Dear1",15190,15874
"15191","Snord88c",15191,15874
"15192","Ssr4",15192,15875
"15193","Sh3bp5",15193,15875
"15194","Atmin",15194,15875
"15195","Gnb1l",15195,15878
"15196","Wdr17",15196,15878
"15197","Olfr20",15197,15880
"15198","1700096J18Rik",15198,15881
"15199","Nme1",15199,15882
"15200","Fem1b",15200,15883
"15201","F730039D13Rik",15201,15883
"15202","BC094274",15202,15884
"15203","EG667378",15203,15885
"15204","A630007M06Rik",15204,15886
"15205","C630030A18Rik",15205,15887
"15206","Ankra2",15206,15887
"15207","6330408A02Rik",15207,15888
"15208","Nr5a2",15208,15889
"15209","Cd300e",15209,15889
"15210","Gm12302",15210,15890
"15211","Atp5d",15211,15890
"15212","Ccdc91",15212,15891
"15213","EG546036",15213,15891
"15214","Cdc45",15214,15893
"15215","Gm15880",15215,15893
"15216","Cdkn1b",15216,15893
"15217","Nup153",15217,15893
"15218","Gm25300",15218,15894
"15219","Socs7",15219,15896
"15220","Gm21985",15220,15896
"15221","Msrb3",15221,15897
"15222","Rnf20",15222,15897
"15223","5830462I19Rik",15223,15899
"15224","LOC100045312",15224,15901
"15225","Lrrc19",15225,15905
"15226","6330417E04Rik",15226,15905
"15227","Fam76b",15227,15905
"15228","LOC637353",15228,15906
"15229","9930022N03Rik",15229,15907
"15230","1700016L21Rik",15230,15908
"15231","Ppp1cb",15231,15908
"15232","Psd",15232,15909
"15233","Lrdd",15233,15911
"15234","Megf8",15234,15912
"15235","BC018507",15235,15912
"15236","2810039B14Rik",15236,15913
"15237","C030003A18Rik",15237,15913
"15238","LOC100046264",15238,15914
"15239","Surf4",15239,15915
"15240","9830165K03Rik",15240,15916
"15241","Cog1",15241,15917
"15242","LOC226955",15242,15917
"15243","Kdm6a",15243,15918
"15244","Olfr140",15244,15919
"15245","LOC277837",15245,15919
"15246","Sec22l3",15246,15920
"15247","Hecw2",15247,15924
"15248","Olfr168",15248,15927
"15249","2410042D21Rik",15249,15927
"15250","Eif2ak3",15250,15929
"15251","Nup50",15251,15930
"15252","C630004M23Rik",15252,15931
"15253","Gm19501",15253,15931
"15254","3110001I22Rik",15254,15932
"15255","LOC102633612",15255,15933
"15256","Galp",15256,15933
"15257","Hspbp1",15257,15934
"15258","Olfr878",15258,15935
"15259","Mtor",15259,15935
"15260","A030007L17Rik",15260,15936
"15261","Zfp541",15261,15936
"15262","Nkx2-6",15262,15936
