"","Gene","metaRanking","RP"
"184","D330016H05Rik",184,338
"185","LOC384688",185,339.2
"186","LOC677551",186,340.5
"187","4930528J18Rik",187,341.8
"188","D330011G23Rik",188,343.1
"189","LOC638794",189,344.6
"190","LOC672498",190,345.9
"191","LOC385292",191,347.5
"192","LOC209371",192,348.8
"193","Mir449b",193,350.2
"194","F730046H10Rik",194,351.6
"195","1500011J06Rik",195,353.8
"196","AU042671",196,356.5
"197","LOC381017",197,357.7
"198","LOC384521",198,360
"199","Krtap16-10",199,362.8
"200","Fin15",200,364.2
"201","1810008N23Rik",201,366.4
"202","LOC269980",202,368.2
"203","LOC385838",203,369.4
"204","LOC100044766",204,370.7
"205","LOC672200",205,373.3
"206","ENSMUSG00000049427",206,374.5
"207","C130069I09Rik",207,375.9
"208","LOC100044008",208,377.5
"209","AV344025",209,378.9
"210","4631416I11Rik",210,380.2
"211","3110003L01Rik",211,381.9
"212","Cn1a",212,384.5
"213","Sec8",213,386.6
"214","LOC381799",214,388.2
"215","LOC100042964",215,390
"216","EG432985",216,392.1
"217","A730080H06Rik",217,394
"218","A230055P19Rik",218,395.3
"219","LOC385469",219,396.6
"220","EG626571",220,397.8
"221","LOC100048514",221,399
"222","D030005C18Rik",222,400.7
"223","LOC240879",223,402.1
"224","LOC632431",224,403.4
"225","22164589_5684_rc",225,404.6
"226","A730023A08Rik",226,405.8
"227","Gsdmc1",227,407.1
"228","C330009J20Rik",228,408.6
"229","C030004L23Rik",229,410
"230","LOC383601",230,411.9
"231","LOC671784",231,413.9
"232","MJ-500-33_192",232,418.4
"233","LOC386158",233,419.8
"234","LOC100044363",234,421.1
"235","Mscp-pending",235,422.6
"236","3110030G19Rik",236,423.8
"237","1700041C02Rik",237,425.7
"238","Defcr20",238,426.9
"239","LOC383412",239,428.2
"240","LOC100048303",240,429.4
"241","Rps12-ps20",241,430.6
"242","2610036E23Rik",242,431.8
"243","EG635702",243,433.2
"244","LOC383842",244,435.9
"245","1700096C12Rik",245,437.4
"246","B830020B14Rik",246,438.7
"247","Fth1",247,441.4
"248","EG215895",248,442.1
"249","LOC380816",249,443.3
"250","3110001K24Rik",250,444.7
"251","LOC238074",251,447.8
"252","5730530J16Rik",252,449.1
"253","Gm77",253,450.6
"254","mtDNA_ND4",254,451.8
"255","A830027B17Rik",255,453.4
"256","scl000806.1_69",256,455.2
"257","D530033B14Rik",257,457.1
"258","V2r3",258,459.3
"259","LOC666466",259,460.5
"260","E130112L23Rik",260,461.8
"261","LOC212970",261,463.3
"262","BC042720",262,466
"263","Rpl21-ps6",263,467.5
"264","LOC380910",264,468.7
"265","1700012M13Rik",265,469.9
"266","Srsf11",266,471.3
"267","D030018F01Rik",267,472.7
"268","LOC386181",268,474
"269","A730096N15Rik",269,475.4
"270","Gm12017",270,476.6
"271","Tbx13",271,478.1
"272","LOC383751",272,479.4
"273","2510016D11Rik",273,481.6
"274","Zfp518",274,483.2
"275","Bat2d",275,484.4
"276","2900006N09Rik",276,485.5
"277","OTTMUSG00000005065",277,487.6
"278","LOC384920",278,488.8
"279","LOC209183",279,490.3
"280","LOC383428",280,491.7
"281","A430046P16Rik",281,493.4
"282","Laf4",282,494.8
"283","LOC382785",283,496.1
"284","D930026C10Rik",284,498
"285","LOC100041194",285,500
"286","F730015K02Rik",286,501.3
"287","3732404C04Rik",287,503.4
"288","LOC381663",288,504.7
"289","9930010D11Rik",289,506
"290","EG629643",290,507.5
"291","LOC547329",291,508.8
"292","2900042B11Rik",292,510.6
"293","Septin 7",293,511.8
"294","LOC385669",294,514
"295","4930550G17Rik",295,515.3
"296","LOC100046259",296,516.8
"297","LOC381565",297,518
"298","A630039F22Rik",298,519.4
"299","Gm846",299,520.6
"300","LOC381985",300,521.7
"301","E130001K05Rik",301,523.5
"302","LOC385707",302,525.3
"303","B230334K19Rik",303,526.5
"304","LOC386413",304,527.7
"305","LOC622481",305,529.4
"306","9330197B14Rik",306,530.5
"307","C130071N01Rik",307,531.8
"308","LOC277744",308,533.3
"309","D0Kist2",309,534.9
"310","LOC666792",310,536.1
"311","E330032E20Rik",311,537.2
"312","4930415J05Rik",312,538.4
"313","LOC386137",313,540
"314","LOC382922",314,542.1
"315","LOC100048055",315,543.4
"316","LOC665792",316,545.3
"317","EG224576",317,548.4
"318","A030007I19Rik",318,549.5
"319","E130301F19Rik",319,551.4
"320","LOC209931",320,552.5
"321","B230217N24Rik",321,554.8
"322","1700030E15Rik",322,556.7
"323","Es2el",323,558.6
"324","LOC333749",324,560.2
"325","LOC627424",325,563.1
"326","LOC385319",326,564.9
"327","B230220B15Rik",327,566.1
"328","LOC386156",328,567.3
"329","4921518A06Rik",329,568.6
"330","Scgb2b1",330,570.5
"331","LOC272681",331,571.7
"332","Gm10166",332,573.3
"333","LOC383859",333,574.7
"334","3632432H19Rik",334,575.9
"335","LOC385258",335,577
"336","LOC634955",336,578.3
"337","LOC384837",337,579.5
"338","LOC637011",338,581.2
"339","LOC672663",339,582.6
"340","LOC632784",340,583.8
"341","A930103B21Rik",341,585
"342","9530053H22",342,586.4
"343","EG668725",343,587.6
"344","A630042M04Rik",344,589.8
"345","2810043G22Rik",345,593.6
"346","LOC381650",346,594.8
"347","F730011O15Rik",347,596
"348","EG668829",348,597.2
"349","LOC669429",349,598.4
"350","LOC213449",350,599.6
"351","A630025O09Rik",351,600.9
"352","LOC671060",352,602
"353","LOC382308",353,604.3
"354","4933403G17Rik",354,605.6
"355","LOC328272",355,606.9
"356","A930026F04Rik",356,608.4
"357","2210404I19Rik",357,609.7
"358","4833440M03Rik",358,611.1
"359","LOC100038949",359,612.5
"360","D030049F17",360,613.8
"361","LOC100042083",361,615.1
"362","LOC382668",362,616.2
"363","LOC545339",363,617.9
"364","Pmscl1",364,619.1
"365","LOC383709",365,620.3
"366","LOC269691",366,621.6
"367","LOC100047184",367,623.8
"368","A330044P14Rik",368,625
"369","2700078E11Rik",369,625
"370","LOC100046800",370,626.7
"371","B130034E13Rik",371,628.1
"372","LOC383461",372,629.7
"373","5930402G23Rik",373,631.1
"374","EG665903",374,632.5
"375","Olfr421",375,634.9
"376","E530015N03Rik",376,636
"377","E030034H13Rik",377,637.8
"378","V1rb10",378,639
"379","LOC634015",379,640.2
"380","9930021F22Rik",380,641.3
"381","Zfp262",381,642.5
"382","LOC382232",382,645.2
"383","EG627311",383,646.4
"384","scl0003425.1_488",384,648.5
"385","mtDNA_ATP6",385,649.7
"386","LOC385122",386,650.9
"387","5330429D05Rik",387,652.4
"388","LOC102631589",388,653.9
"389","LOC100047726",389,655.2
"390","6130401J04Rik",390,656.4
"391","LOC242235",391,658.1
"392","6430561B16Rik",392,659.2
"393","1700008G05Rik",393,660.6
"394","LOC384448",394,662
"395","LOC382493",395,663.4
"396","LOC100045341",396,664.9
"397","LOC382064",397,666.6
"398","Dncli2",398,668.6
"399","2900083I11Rik",399,669.8
"400","2900060F21Rik",400,671
"401","B230112L11Rik",401,672.2
"402","Defcr3",402,673.7
"403","A730020O09Rik",403,675.7
"404","EG384813",404,676.9
"405","Ndrp",405,678
"406","Gm12034",406,679.8
"407","1700085A12Rik",407,681.5
"408","LOC386238",408,682.7
"409","LOC381587",409,684
"410","LOC381372",410,685.4
"411","LOC232364",411,686.5
"412","LOC381666",412,688.1
"413","D230050J18Rik",413,689.3
"414","A730011P13Rik",414,691
"415","LOC384302",415,692.1
"416","LOC384049",416,693.9
"417","EG433024",417,696.1
"418","LOC381668",418,697.4
"419","LOC382524",419,698.7
"420","LOC638434",420,700.3
"421","scl000994.1_0",421,701.5
"422","LOC100047300",422,702.8
"423","C130093G08Rik",423,703.9
"424","OTTMUSG00000008594",424,705.1
"425","LOC667084",425,706.3
"426","6430521C12Rik",426,707.7
"427","Lamtor3",427,709
"428","D2Ertd485e",428,709.1
"429","A930014I12Rik",429,710.3
"430","LOC384726",430,711.8
"431","scl0001837.1_178",431,713.4
"432","LOC333685",432,715.8
"433","B230343B06Rik",433,717.2
"434","LOC241073",434,718.4
"435","LOC100039479",435,720.3
"436","LOC229022",436,721.4
"437","Kremen-pending",437,722.7
"438","6446580_744",438,724.4
"439","LOC100044150",439,726.2
"440","LOC640746",440,727.6
"441","C430047I10Rik",441,728.8
"442","LOC622602",442,730.1
"443","LOC675815",443,731.5
"444","LOC380992",444,732.7
"445","A430083A02Rik",445,733.9
"446","LOC667411",446,735.1
"447","EG654432",447,736.5
"448","LOC235966",448,738.5
"449","LOC380838",449,740.2
"450","C130058G02Rik",450,741.3
"451","5530401P20Rik",451,742.6
"452","6446580_669",452,744.8
"453","LOC637809",453,746.1
"454","LOC383469",454,747.6
"455","D030074K08Rik",455,748.7
"456","4921520D03Rik",456,752
"457","E430035L19Rik",457,753.3
"458","C130019M09Rik",458,755.5
"459","A130098D12Rik",459,756.7
"460","LOC100047839",460,758.3
"461","C730048C13Rik",461,759.5
"462","9629812_772_rc",462,760.6
"463","B230345N14Rik",463,761.9
"464","5330434F23Rik",464,763.2
"465","A330058L12Rik",465,764.4
"466","1300003O07Rik",466,766.7
"467","4921519A02Rik",467,768.6
"468","4930427E19Rik",468,769.8
"469","LOC385031",469,772.2
"470","5430409I15Rik",470,774.1
"471","8430426H19Rik",471,775.2
"472","LOC675954",472,776.6
"473","LOC635671",473,778.1
"474","LOC382670",474,780.4
"475","6330419D11Rik",475,782
"476","1600010O03Rik",476,783.2
"477","LOC214151",477,785.7
"478","EG432825",478,787.2
"479","LOC382441",479,788.3
"480","AW125296",480,789.5
"481","PLP-E",481,791.8
"482","LOC229837",482,793.1
"483","LOC385005",483,794.6
"484","LOC383713",484,796
"485","LOC666218",485,797.1
"486","E430029J22Rik",486,799
"487","LOC100040701",487,800.2
"488","LOC380947",488,801.5
"489","3830408P06Rik",489,802.8
"490","LOC382812",490,804
"491","LOC380703",491,806.6
"492","4931433E08Rik",492,808.3
"493","LOC241251",493,810.2
"494","Ubxd7",494,811.4
"495","LOC381773",495,812.6
"496","LOC385672",496,813.7
"497","C130007D14",497,815
"498","EG627967",498,816.3
"499","221973_54",499,817.5
"500","C030019G06Rik",500,818.6
"501","LOC383376",501,819.9
"502","LOC381844",502,821
"503","LOC213977",503,822.2
"504","E230017H14Rik",504,823.4
"505","4930408G06Rik",505,826.7
"506","D730040F13Rik",506,828.2
"507","LOC239017",507,830.2
"508","7330438C15Rik",508,831.3
"509","LOC380890",509,832.4
"510","LOC385462",510,834.1
"511","E430025L11Rik",511,835.9
"512","5730591F21Rik",512,837.4
"513","LOC279872",513,839.1
"514","LOC545867",514,840.3
"515","Akirin2",515,840.4
"516","LOC236509",516,841.7
"517","LOC386402",517,842.9
"518","LOC100048648",518,844.1
"519","MJ-5000-151_3293",519,845.2
"520","E030027H19Rik",520,847.8
"521","B930096H04Rik",521,848.9
"522","LOC380908",522,850
"523","LOC669365",523,852.2
"524","LOC384757",524,853.6
"525","Rlbp1l1",525,854.7
"526","9630025H21Rik",526,858.9
"527","Ralgapa1",527,859.7
"528","C530043J03Rik",528,860
"529","LOC383074",529,861.6
"530","A930007L02Rik",530,862.7
"531","F730038L14Rik",531,864.5
"532","2310002J21Rik",532,865.6
"533","LOC383573",533,867.1
"534","2610034E18Rik",534,868.9
"535","Rpl7a-ps11",535,870.2
"536","scl0002022.1_2978",536,871.7
"537","A630094K18Rik",537,873
"538","A630074O09Rik",538,874.2
"539","E230022G02Rik",539,875.4
"540","1700012C15Rik",540,876.6
"541","4732490P12",541,877.8
"542","4930430K04Rik",542,879.1
"543","LOC385611",543,881.2
"544","1700030G11Rik",544,882.4
"545","Gm6444",545,883.5
"546","A930011O08Rik",546,884.8
"547","6330404F12Rik",547,885.9
"548","LOC270533",548,887.7
"549","2410078J06Rik",549,889.3
"550","LOC241293",550,890.6
"551","Ppia",551,891
"552","LOC227397",552,893.1
"553","LOC385231",553,894.7
"554","GPR37",554,896.4
"555","LOC544718",555,898.1
"556","5330439M10Rik",556,899.4
"557","LOC626061",557,901.9
"558","LOC384235",558,903.4
"559","E130013D14Rik",559,904.7
"560","G430060O14Rik",560,905.8
"561","LOC384047",561,907
"562","LOC380826",562,908.3
"563","4930523C11Rik",563,911.4
"564","5730601F06Rik",564,912.5
"565","Arid1b",565,912.7
"566","A230050B20Rik",566,914.7
"567","LOC100040657",567,915.9
"568","LOC381875",568,917.2
"569","5330440M16Rik",569,918.5
"570","LOC382321",570,919.7
"571","LOC673419",571,920.8
"572","LOC382409",572,922.1
"573","LOC382732",573,924.7
"574","D130008K01Rik",574,925.8
"575","LOC381597",575,927.6
"576","LOC230416",576,928.8
"577","LOC382421",577,930.3
"578","Parc",578,931.7
"579","IGHV1S37_M13789_Ig_heavy_variable_1S37_136",579,933.5
"580","LOC544917",580,935.6
"581","LOC380867",581,936.7
"582","D830013M18Rik",582,938.2
"583","D230002A01Rik",583,939.9
"584","LOC382849",584,941
"585","LOC328950",585,942.2
"586","LOC383624",586,943.3
"587","A530058H06Rik",587,944.7
"588","LOC382949",588,946.6
"589","LOC625605",589,948.4
"590","9330128J19Rik",590,949.5
"591","Rin",591,950.8
"592","LOC384140",592,953.2
"593","Mil1-pending",593,954.8
"594","3010002I12Rik",594,956.3
"595","LOC100043518",595,957.5
"596","LOC234281",596,958.9
"597","LOC382461",597,960.1
"598","LOC207731",598,962.5
"599","LOC627324",599,963.7
"600","LOC210711",600,965
"601","LOC674334",601,966.2
"602","D330017D17Rik",602,968.3
"603","1700001E18Rik",603,970.1
"604","LOC100045340",604,971.3
"605","LOC627476",605,972.5
"606","C230094L10Rik",606,974.4
"607","CCKBR",607,975.8
"608","LOC280144",608,976.9
"609","C630031L12Rik",609,978.2
"610","2810008H01Rik",610,980.2
"611","1700008E09Rik",611,981.9
"612","scl0002447.1_1",612,983
"613","A730067A14Rik",613,984.1
"614","2610511G22Rik",614,985.2
"615","LOC329443",615,986.5
"616","A730014G01Rik",616,988.3
"617","MOR",617,989.9
"618","LOC385719",618,991
"619","Ugcgl2",619,993.1
"620","LOC669795",620,994.2
"621","mtDNA_CytB",621,995.4
"622","EG664855",622,996.5
"623","EG114600",623,997.9
"624","LOC384329",624,999
"625","D830035G05Rik",625,1000
"626","LOC240066",626,1002
"627","3222402P14Rik",627,1003
"628","LOC240156",628,1004
"629","LOC381340",629,1006
"630","LOC381418",630,1007
"631","5330429J23Rik",631,1011
"632","A430019G17Rik",632,1012
"633","LOC100046932",633,1014
"634","C530030I18Rik",634,1015
"635","9530097L16Rik",635,1016
"636","4930432F03Rik",636,1018
"637","LOC100046382",637,1019
"638","LOC676238",638,1021
"639","Jarid1a",639,1022
"640","Pit1-rs1",640,1023
"641","2700016E08Rik",641,1024
"642","scl0003499.1_101",642,1026
"643","2410170E21Rik",643,1027
"644","2810429O05Rik",644,1028
"645","Zfp694",645,1030
"646","Prp15",646,1031
"647","C230004H03Rik",647,1032
"648","LOC100040899",648,1033
"649","LOC214973",649,1035
"650","LOC381185",650,1036
"651","LOC238771",651,1038
"652","Trip",652,1039
"653","LOC384076",653,1041
"654","scl0002137.1_21",654,1042
"655","LOC385111",655,1043
"656","LOC385646",656,1044
"657","LOC384681",657,1046
"658","4632427C23Rik",658,1047
"659","Hnrnpab",659,1048
"660","A630091L03Rik",660,1049
"661","D430044G20Rik",661,1050
"662","LOC385212",662,1053
"663","A630055A13Rik",663,1054
"664","6446580_236",664,1055
"665","LOC384744",665,1056
"666","LOC384635",666,1057
"667","LOC381194",667,1058
"668","EG667705",668,1060
"669","BC043944",669,1061
"670","9330179O15Rik",670,1062
"671","LOC381351",671,1063
"672","D030035F05Rik",672,1065
"673","A830027N12Rik",673,1066
"674","LOC195671",674,1068
"675","LOC381651",675,1069
"676","LOC100048613",676,1070
"677","LOC666935",677,1071
"678","A830016G09Rik",678,1072
"679","LOC100048803",679,1074
"680","EG383815",680,1076
"681","LOC640543",681,1077
"682","C430017P18Rik",682,1078
"683","Itm2b",683,1080
"684","LOC236750",684,1080
"685","LOC100047246",685,1081
"686","C230059I24Rik",686,1082
"687","D5Ertd40e",687,1084
"688","LOC382645",688,1085
"689","A730058H24Rik",689,1086
"690","Eif3c",690,1087
"691","D130078B10Rik",691,1087
"692","LOC329984",692,1088
"693","LOC384226",693,1090
"694","4933430B08Rik",694,1091
"695","LOC381585",695,1092
"696","EG639644",696,1093
"697","A930004F07Rik",697,1094
"698","B230215L15Rik",698,1096
"699","LOC381741",699,1097
"700","9130423G08Rik",700,1099
"701","scl0002958.1_89",701,1100
"702","scl0003381.1_13",702,1101
"703","LOC382541",703,1103
"704","LOC245573",704,1104
"705","D630028M02Rik",705,1106
"706","2900041A11Rik",706,1107
"707","LOC100047693",707,1108
"708","C530016G21Rik",708,1110
"709","LOC638067",709,1111
"710","1700013E18Rik",710,1112
"711","LOC382193",711,1113
"712","9230101E03Rik",712,1115
"713","LOC226439",713,1116
"714","LOC210633",714,1118
"715","LOC272730",715,1119
"716","LOC270893",716,1120
"717","4632407J06Rik",717,1122
"718","ND5",718,1123
"719","LOC382933",719,1124
"720","A730075A06Rik",720,1125
"721","LOC383109",721,1127
"722","LOC102637749",722,1129
"723","LOC100041500",723,1130
"724","5830469K17Rik",724,1132
"725","LOC385108",725,1133
"726","4930521I23Rik",726,1134
"727","LOC239434",727,1136
"728","LOC100044390",728,1137
"729","LOC383926",729,1140
"730","mtDNA_COXIII",730,1141
"731","LOC279185",731,1142
"732","2010013E09Rik",732,1144
"733","4932408B21Rik",733,1145
"734","LOC384021",734,1146
"735","EG381806",735,1148
"736","5830431I07Rik",736,1149
"737","LOC384976",737,1150
"738","LOC381029",738,1151
"739","LOC230760",739,1153
"740","LOC667519",740,1154
"741","9330199L01Rik",741,1155
"742","LOC383133",742,1157
"743","LOC386327",743,1158
"744","2310022M17Rik",744,1160
"745","D230028J12Rik",745,1161
"746","A230104N20Rik",746,1162
"747","LOC100047043",747,1164
"748","LOC667509",748,1165
"749","LOC100043091",749,1166
"750","LOC381436",750,1168
"751","LOC328463",751,1169
"752","LOC100047028",752,1171
"753","4933406L09Rik",753,1172
"754","LOC213544",754,1173
"755","LOC667185",755,1174
"756","LOC330581",756,1175
"757","Gm11971",757,1177
"758","LOC384371",758,1179
"759","B3Gat3",759,1181
"760","1810008K20Rik",760,1182
"761","LOC385058",761,1184
"762","A030009B12Rik",762,1187
"763","LOC384717",763,1188
"764","4930577M16Rik",764,1189
"765","A430095M13Rik",765,1190
"766","scl0002357.1_64",766,1192
"767","EG384187",767,1193
"768","LOC333154",768,1194
"769","EG574403",769,1197
"770","LOC674229",770,1198
"771","LOC381981",771,1200
"772","LOC384632",772,1201
"773","AU024076",773,1202
"774","F830028N15Rik",774,1203
"775","9430050L06Rik",775,1205
"776","4930488F09Rik",776,1207
"777","LOC238507",777,1208
"778","Ubb",778,1209
"779","LOC100047299",779,1209
"780","LOC100045793",780,1211
"781","LOC385991",781,1213
"782","5530401N06Rik",782,1214
"783","LOC100044012",783,1215
"784","A730042M21Rik",784,1217
"785","8030448M07Rik",785,1218
"786","BC011467",786,1219
"787","scl0003993.1_28",787,1222
"788","4732434K02Rik",788,1223
"789","A930006J02Rik",789,1224
"790","4933417C16Rik",790,1226
"791","C130013B13Rik",791,1227
"792","LOC384159",792,1228
"793","LOC669520",793,1230
"794","Etohd3",794,1231
"795","A630007B06Rik",795,1232
"796","4931437C01Rik",796,1232
"797","LOC217236",797,1234
"798","LOC381427",798,1235
"799","LOC381690",799,1236
"800","LOC383566",800,1237
"801","Duxbl",801,1239
"802","Rab3ip2-pending",802,1241
"803","LOC100043177",803,1242
"804","scl0001418.1_29",804,1243
"805","9626978_151_rc",805,1244
"806","B930009L07Rik",806,1246
"807","9630015E22Rik",807,1247
"808","4921513D09Rik",808,1248
"809","LOC232585",809,1250
"810","LOC385770",810,1251
"811","LOC223628",811,1252
"812","LOC100044557",812,1254
"813","LOC210497",813,1255
"814","LOC383722",814,1257
"815","LOC384000",815,1258
"816","Spi15",816,1259
"817","ND4L",817,1260
"818","2310015A05Rik",818,1260
"819","2210409H10Rik",819,1261
"820","LOC385883",820,1262
"821","LOC384249",821,1263
"822","LOC382184",822,1265
"823","LOC100040885",823,1266
"824","A130083J16Rik",824,1268
"825","Gm444",825,1269
"826","C430047O18Rik",826,1270
"827","E330033J05Rik",827,1272
"828","Canx",828,1272
"829","LOC100040938",829,1273
"830","D230007L07Rik",830,1274
"831","B930034F23Rik",831,1276
"832","ND3",832,1277
"833","A930037J23Rik",833,1278
"834","LOC386247",834,1279
"835","C820004B04Rik",835,1281
"836","LOC383691",836,1282
"837","Gm10268",837,1283
"838","2410018E23Rik",838,1286
"839","IGHV1S32_X02464_Ig_heavy_variable_1S32_136",839,1287
"840","LOC674115",840,1289
"841","LOC218438",841,1290
"842","LOC100048071",842,1291
"843","A930006D20Rik",843,1292
"844","LOC385686",844,1294
"845","Ssfa1",845,1295
"846","LOC213286",846,1296
"847","LOC381984",847,1299
"848","A730013P10Rik",848,1300
"849","A830054O04Rik",849,1302
"850","B430320O11Rik",850,1303
"851","ENSMUSG00000033219",851,1304
"852","LOC100047041",852,1306
"853","LOC637754",853,1307
"854","LOC244229",854,1309
"855","LOC100047834",855,1310
"856","LOC100047490",856,1311
"857","LOC235841",857,1312
"858","LOC433716",858,1314
"859","4933402G07Rik",859,1315
"860","LOC384580",860,1316
"861","LOC382760",861,1317
"862","LOC100041077",862,1319
"863","Rpl23a",863,1319
"864","A630031M04Rik",864,1320
"865","AW047325",865,1322
"866","9330175K08Rik",866,1324
"867","LOC386252",867,1325
"868","LOC100043898",868,1326
"869","B930086A06Rik",869,1328
"870","2310047M15Rik",870,1329
"871","LOC383046",871,1330
"872","LOC195356",872,1331
"873","LOC331650",873,1332
"874","LOC666027",874,1334
"875","5730531E12Rik",875,1335
"876","LOC380870",876,1336
"877","A630032M05Rik",877,1337
"878","LOC384322",878,1339
"879","LOC385401",879,1340
"880","LOC328425",880,1342
