"","X","ranking","median","mean","sd"
"1","HPRT1",792,0.0890098678600349,0.161502655313828,0.168745261527173
"2","RNA18S5",3109,0.115144025919388,0.157875922382825,0.126972110701903
"3","GAPDH",5504,0.136495762160586,0.138118495813828,0.0870725601480448
"4","RPL19",10462,0.175361769482601,0.17536818403243,0.153987316802832
"5","UBC",25188,0.275226246294109,0.205426708293321,0.147487657421288
"6","PPIA",26474,0.288878798816648,0.241246216702103,0.184497260103922
