"","X","ranking","median","mean","sd"
"1","GAPDH",115,0.0141128516629154,0.0140096426006393,0.00555786451949857
"2","PPIA",724,0.0196713842304419,0.0237744097843281,0.016099521158618
"3","UBC",1738,0.0236033795590876,0.0210851083607157,0.0109437296339731
"4","RPL19",3761,0.0284248709791331,0.0411500998353908,0.0424871607734758
"5","HPRT1",4473,0.0297395795135052,0.0901823364981421,0.136018509105452
"6","RNA18S5",7779,0.035515184037509,0.0688199083120155,0.087362193421425
