"","X","ranking","median","mean","sd"
"1","UBC",213,0.0238128569800414,0.044957218194359,0.0453209520151966
"2","RPL19",853,0.0354043520796631,0.0821928738382219,0.109963133145949
"3","PPIA",1314,0.0407360414044549,0.057950195678879,0.0535987526864131
"4","GAPDH",2408,0.0511374354684659,0.167480626861977,0.243512150066351
"5","HPRT1",11911,0.117249164033547,0.195974075762061,0.232896768581963
