"SYMBOL_ID","RANKING","MEDIAN_VALUE","nGSEs"
"Ppia",205,0.0140756851051484,41
"Ubc",14128,0.0363945922781664,34
"Rpl19",21336,0.0448370637287013,41
"Rn18s",22988,0.0466739333934647,27
"Gapdh",30278,0.0562690179646328,42
"Hprt",38164,0.073690458355785,43
